,CD20,CD3,CD4,CD44,CD45,CD68,CK14,CK19,Ecad,ER,LamAC,PCNA,pHH3,batch
JE-TMA-41_scene01_cell2077,0.0654666,0.374094,0.84932595,0.6289109,0.20206055,0.17429721,0.06988033,0.36424938,0.020009933,0.15311567,0.07182422,0.00011360147,0.00013661689,JE-TMA-41
JE-TMA-41_scene01_cell3182,0.038713347,0.9782937,3.7952397,0.501924,0.6041607,0.38802102,0.098996334,0.50703037,0.036818665,0.48856342,0.15220186,0.12618925,0.25267032,JE-TMA-41
JE-TMA-41_scene01_cell2387,0.08894489,0.902744,0.51892054,0.39112404,0.61037815,0.29667994,0.1016618,0.23834203,0.0271926,0.5273028,0.4426902,0.06566345,0.10942054,JE-TMA-41
JE-TMA-41_scene01_cell2004,0.021624433,0.4238341,0.26108682,0.51885575,0.39161915,0.025503602,0.03321737,0.17074706,0.029961063,0.087293625,0.18731664,0.0012278488,0.0,JE-TMA-41
JE-TMA-41_scene01_cell2704,0.88690567,0.111881875,0.18213087,0.47613466,0.9141587,0.6572862,0.09675279,0.25974673,0.028801288,0.37854227,0.15872851,0.055360466,0.06792078,JE-TMA-41
JE-TMA-41_scene01_cell1970,1.3342856,0.2040764,0.11386345,0.12159663,0.87423444,0.29564703,0.116014205,0.21320103,0.05971825,0.40023318,0.15529606,2.6921794,0.10436564,JE-TMA-41
JE-TMA-41_scene01_cell365,1.4446067,0.30536085,0.39358458,0.21041419,0.5343136,1.1685989,0.09493865,0.20704956,0.16159643,0.23745815,0.11487674,0.32274872,0.52752787,JE-TMA-41
JE-TMA-41_scene01_cell1513,0.21530887,0.29766014,1.0784482,0.6104501,0.5449702,0.16098414,8.602787e-05,0.47306383,0.07735237,0.0,0.13560398,0.0,0.0,JE-TMA-41
JE-TMA-41_scene01_cell788,1.7877461,0.19632076,0.10741195,0.16752794,0.60369337,0.050097696,0.11125911,0.114809014,0.07096981,0.43958005,0.096562676,0.6123981,0.072480135,JE-TMA-41
JE-TMA-41_scene01_cell1438,0.012153702,0.13837036,0.20449357,0.14479743,0.21593374,0.14472401,0.09410957,0.48375008,0.032684408,0.42477512,0.09467936,0.17871405,0.4143065,JE-TMA-41
JE-TMA-41_scene01_cell2057,0.41743812,0.3426073,0.46959472,0.45668826,0.5730618,0.29063404,0.080620766,0.13690887,0.04036705,0.39022636,0.20024122,0.08340817,0.028052002,JE-TMA-41
JE-TMA-41_scene01_cell2446,0.072329074,1.5668792,0.92576677,0.75861806,0.81373465,0.17120567,0.10645204,0.19791646,0.031528022,0.65478367,0.21764703,0.103537425,0.111535385,JE-TMA-41
JE-TMA-41_scene01_cell634,1.5702419,0.2523312,0.1608782,0.116607025,0.45765722,0.09169759,0.12412188,0.15454446,0.12074803,0.3769552,0.11055226,0.15361719,0.10208771,JE-TMA-41
JE-TMA-41_scene01_cell1095,1.6265689,0.5340547,0.55460644,0.14655606,0.73092234,0.054152574,0.11612656,0.22349463,0.059764314,0.35678402,0.12574065,0.31352553,0.058087673,JE-TMA-41
JE-TMA-41_scene01_cell863,1.7708873,0.21032223,0.08044629,0.15312093,0.6278513,0.05314723,0.09438016,0.1350434,0.0629504,0.33174637,0.0985407,0.8188251,0.14711839,JE-TMA-41
JE-TMA-41_scene01_cell2940,0.15073125,1.4804717,1.0139806,1.0320209,0.9521994,0.021083906,0.09261913,0.13909629,0.039835658,0.4794016,0.6955892,0.0940076,0.22537303,JE-TMA-41
JE-TMA-41_scene01_cell3617,0.08524923,0.2622474,0.33451375,0.2960595,0.27274683,0.10958943,5.032249,0.53056026,0.9589252,0.35534397,0.20691222,0.17365526,0.071878605,JE-TMA-41
JE-TMA-41_scene01_cell1731,0.19099006,0.86989725,0.7076574,1.1891001,1.0492579,0.40152964,0.13427089,0.38038906,0.054545756,0.753475,0.23881488,0.30028895,0.42345387,JE-TMA-41
JE-TMA-41_scene01_cell2555,0.049818397,0.2790549,0.4054417,0.16215314,0.388593,0.07371883,0.055955343,0.38551632,0.03191712,0.62673426,0.14517002,0.1151622,0.025271699,JE-TMA-41
JE-TMA-41_scene01_cell3239,0.04327182,0.610504,1.0101552,0.3536535,0.37278065,0.15488401,0.103813626,0.22937894,0.036932472,0.29289395,0.3643882,0.11812098,0.12779014,JE-TMA-41
JE-TMA-41_scene01_cell1076,1.1917802,0.62072945,0.5887915,0.7331195,0.8017627,0.2277128,0.10374843,0.4750283,0.080123,0.2792201,0.13396552,0.1525157,0.14630805,JE-TMA-41
JE-TMA-41_scene01_cell2542,0.15757298,0.84101355,0.97944635,0.37288356,0.69609624,0.14054908,0.09138847,0.33743626,0.027789485,0.5523741,0.39324576,0.04223991,0.027322141,JE-TMA-41
JE-TMA-41_scene01_cell2411,0.0538173,1.9714842,1.6873171,0.9214079,0.95387256,0.10604225,0.09677468,0.16352662,0.036042266,0.61944777,0.22294098,0.05013357,0.036517695,JE-TMA-41
JE-TMA-41_scene01_cell977,1.7710756,0.23487882,0.19457547,0.42546448,0.83148324,0.18431221,0.11627375,0.16713886,0.07581906,0.4179554,0.12321879,0.27375922,0.08625669,JE-TMA-41
JE-TMA-41_scene01_cell1518,0.24560566,0.37493527,0.10798359,0.19818619,0.27438682,0.049301006,0.11048712,0.20447128,0.01763141,0.2621027,0.08222629,0.13213454,0.053486474,JE-TMA-41
JE-TMA-41_scene01_cell2332,0.05719876,2.0510821,2.5615466,0.7448469,1.0965976,0.14444244,0.09989322,0.2811254,0.031985737,0.62740993,0.1875592,0.077529706,0.10664865,JE-TMA-41
JE-TMA-41_scene01_cell1183,1.2348416,0.10084298,0.07641062,0.79703164,0.5149373,0.1862157,0.10028066,0.28073108,0.043090433,0.21456864,0.1545265,0.12648483,0.12203458,JE-TMA-41
JE-TMA-41_scene01_cell2294,0.0112674,0.18937,0.27950326,0.1350975,0.14145917,0.00024059736,0.00806701,0.112965725,0.007802971,0.03514064,0.13422012,0.0015147261,0.0,JE-TMA-41
JE-TMA-41_scene01_cell3345,0.37630573,0.15239534,0.17061399,0.4777937,0.5073033,0.24536078,1.006879,6.3835454,0.55011284,0.65562797,0.19237751,0.92239785,0.26049998,JE-TMA-41
JE-TMA-41_scene01_cell235,0.5798572,0.3662145,0.59503216,0.22207922,0.61311805,0.20208392,0.09499627,0.6502693,0.18439156,0.34872457,0.274292,0.16352843,0.052270986,JE-TMA-41
JE-TMA-41_scene01_cell1341,0.56455016,0.45393062,0.25476637,0.71585375,0.62854964,0.49993837,0.104509816,0.3508572,0.04621498,0.19907123,0.15415774,0.13041836,0.1286055,JE-TMA-41
JE-TMA-41_scene01_cell42,0.25966245,0.1413413,0.12927967,0.13770767,0.2028788,0.10812497,0.11841588,0.13586162,0.18560787,0.33925968,0.066145375,0.11960436,0.108551994,JE-TMA-41
JE-TMA-41_scene01_cell1844,0.019616263,0.5322991,1.4760338,0.48328623,0.4251779,0.06376056,0.08367213,0.86939204,0.021437315,0.24405725,0.1254961,0.01838127,0.06897244,JE-TMA-41
JE-TMA-41_scene01_cell1429,0.7292596,0.7442739,0.74388033,0.72648823,0.88794273,0.18198723,0.10626032,0.56661284,0.06709107,0.3350713,0.11536573,0.15045911,0.124387845,JE-TMA-41
JE-TMA-41_scene01_cell2686,1.4859807,0.27460638,0.2442617,0.7320282,1.2741195,0.22895806,0.09808771,0.27762502,0.036813322,0.46455154,0.1681218,0.11974559,0.12247262,JE-TMA-41
JE-TMA-41_scene01_cell2056,0.17223923,0.415039,0.4488397,0.3245846,0.40503895,0.31394434,0.093318895,0.14422308,0.023221666,0.33528855,0.13561119,0.05171837,0.07457377,JE-TMA-41
JE-TMA-41_scene01_cell1867,0.21475486,0.44845217,0.45196804,0.63465387,0.7028414,0.65858495,0.099926814,0.19659095,0.041094035,0.43908048,0.580422,0.08287511,0.08715949,JE-TMA-41
JE-TMA-41_scene01_cell1276,0.07896059,0.23999082,0.17846231,0.26013547,0.26582682,0.08473943,0.084373236,1.0507113,0.021935746,0.25094196,0.14814878,0.10403072,0.24937695,JE-TMA-41
JE-TMA-41_scene01_cell1335,1.4976902,0.37440127,0.25897518,0.1317235,0.9934647,0.17041816,0.10866935,0.37498876,0.06351909,0.36471254,0.14943238,2.119918,0.09938054,JE-TMA-41
JE-TMA-41_scene01_cell3151,0.31164077,1.0689745,1.7512747,0.9268819,2.3851519,0.091715656,0.08038372,0.3604636,0.057840414,1.0538541,0.16198438,0.5269057,0.0017773695,JE-TMA-41
JE-TMA-41_scene01_cell1656,0.37522352,0.2659721,0.37181282,0.35318372,0.3227392,0.06389286,0.09365495,0.18065475,0.03553551,0.3458902,0.113785334,0.11474582,0.138793,JE-TMA-41
JE-TMA-41_scene01_cell2006,0.01844054,0.31951243,1.16008,0.6408286,0.27096042,0.08977642,0.09880802,0.42347768,0.012754991,0.23360042,0.06909614,0.0033267003,0.030282995,JE-TMA-41
JE-TMA-41_scene01_cell1848,0.032462504,1.330046,1.8422582,1.3284204,0.78178245,0.20233077,0.089805074,0.37666196,0.037808307,0.28752995,0.26268455,0.014019319,0.002814582,JE-TMA-41
JE-TMA-41_scene01_cell3368,0.15941115,0.04166156,0.026418356,0.15863912,0.23626524,0.17794842,0.19723415,0.24367367,0.02551344,0.25737846,0.084199466,0.15899642,0.27314615,JE-TMA-41
JE-TMA-41_scene01_cell1200,1.8196546,0.2560752,0.25353393,0.22696522,0.90753424,0.19347504,0.10599998,0.24990581,0.055883974,0.3893904,0.105004296,0.27993736,0.020802608,JE-TMA-41
JE-TMA-41_scene01_cell2289,0.025227576,0.19120912,0.20543593,0.19319282,0.19643846,0.011416481,0.02389433,0.14543179,0.019678095,0.03622926,0.059420366,0.0059066745,0.0,JE-TMA-41
JE-TMA-41_scene01_cell2146,0.022656627,0.13131908,0.11302203,0.16423175,0.13121188,0.018630736,0.07246154,0.05321499,0.008894949,0.45954332,0.40025327,0.068316326,0.13045071,JE-TMA-41
JE-TMA-41_scene01_cell93,0.7453028,0.16036047,0.2577585,0.45240912,0.39779517,0.22785749,0.1035873,0.18485709,0.19509827,0.36638895,0.16429341,0.1242401,0.09323828,JE-TMA-41
JE-TMA-41_scene01_cell1497,1.0221667,0.19527274,0.09084927,0.4869515,0.78122526,0.16994146,0.10513434,0.30350092,0.05522446,0.48909354,0.28265795,0.6642163,0.09980979,JE-TMA-41
JE-TMA-41_scene01_cell859,1.4961541,0.11529773,0.16005982,0.5659141,0.65659267,0.7076474,0.090435445,0.41817367,0.1263223,0.19680363,0.115343854,0.14590685,0.13425082,JE-TMA-41
JE-TMA-41_scene01_cell3506,0.34666023,0.2891707,0.37655935,0.76752996,0.5294205,0.35640928,0.12660484,0.21853839,0.04346561,0.20170067,0.15773521,0.078962006,0.17700264,JE-TMA-41
JE-TMA-41_scene01_cell725,1.5670948,0.19519624,0.146734,0.17109056,0.5282871,0.15349439,0.098327555,0.20510346,0.17461574,0.27546173,0.16472842,0.37448898,0.17085518,JE-TMA-41
JE-TMA-41_scene01_cell519,1.4783812,0.36742616,0.7060628,0.4594673,0.7647672,0.24771486,0.08381905,0.48754197,0.21579456,0.21072447,0.12887417,0.13914533,0.078462124,JE-TMA-41
JE-TMA-41_scene01_cell3310,0.2347682,1.065409,1.1019467,0.9419124,0.3373203,0.14398776,0.10667751,0.3048291,0.06112154,0.0034375,0.16673522,0.0061254012,0.22693992,JE-TMA-41
JE-TMA-41_scene01_cell3188,0.17194155,1.3481783,1.4544053,1.7550068,1.2402043,0.2895967,0.109279074,0.3819065,0.059503373,0.2638816,0.6467854,0.18679523,0.12785673,JE-TMA-41
JE-TMA-41_scene01_cell140,0.27054882,0.21353336,0.40936378,1.5270153,0.60604686,0.0,0.314937,0.34035426,0.10873317,1.1601055,0.24203256,0.5297387,0.66203576,JE-TMA-41
JE-TMA-41_scene01_cell2055,0.028172636,0.5171674,0.9671671,0.83102095,0.47053498,0.1812967,0.083860405,0.17971337,0.03152069,0.28356826,0.10751091,0.001695177,0.00040330354,JE-TMA-41
JE-TMA-41_scene01_cell2762,1.2975291,0.17164446,0.124322794,0.4668732,1.0604885,0.2155253,0.088596,0.22044522,0.030522086,0.3713703,0.15962745,0.08777299,0.089090884,JE-TMA-41
JE-TMA-41_scene01_cell339,1.1264952,0.15433206,0.112475164,0.110503666,0.5264571,0.14330448,0.094783366,0.31373417,0.11627263,0.28250092,0.114439756,0.8461108,0.12311862,JE-TMA-41
JE-TMA-41_scene01_cell2718,0.94175804,0.08799058,0.031304937,0.31218347,0.7165909,0.0758359,0.074493214,0.7473051,0.019931108,0.2344173,0.17005286,0.0742367,0.1145945,JE-TMA-41
JE-TMA-41_scene01_cell968,1.0188481,0.1705992,0.25711113,0.14817077,0.5584069,2.7219307,0.112021334,0.16746823,0.0585174,0.3777249,0.13068102,0.8246967,0.119552605,JE-TMA-41
JE-TMA-41_scene01_cell949,1.3779002,0.116089426,0.07567754,0.7198901,0.64858776,0.1847203,0.09838888,0.44576553,0.10196588,0.20101814,0.12409912,0.1610802,0.14796457,JE-TMA-41
JE-TMA-41_scene01_cell2934,0.8651649,0.51204735,0.5335871,0.86678123,1.0631175,0.24024746,0.16400978,0.26708308,0.035033032,0.44717047,0.20504344,0.12642676,0.09507523,JE-TMA-41
JE-TMA-41_scene01_cell1532,0.5092845,0.33895847,0.354038,0.6471738,0.6971009,2.5556753,0.086477086,0.273934,0.053966418,0.42987055,0.4176255,0.38106063,0.074625514,JE-TMA-41
JE-TMA-41_scene01_cell2218,0.10042346,1.4432765,1.6149288,0.9025157,0.988503,0.45504764,0.10426336,0.21773838,0.039755233,0.5515043,0.16292284,0.07872295,0.14156607,JE-TMA-41
JE-TMA-41_scene01_cell3597,0.23875412,0.08143418,0.08738359,0.41940683,0.24157643,0.12057396,9.442817,3.395761,1.1994371,0.2041362,0.44213483,0.37697923,0.13776499,JE-TMA-41
JE-TMA-41_scene01_cell112,0.43358308,0.15299024,0.33032465,0.41887063,0.3356404,0.8711204,0.09151812,0.26689783,0.35985044,0.31502885,1.5359652,0.17340241,0.057171006,JE-TMA-41
JE-TMA-41_scene01_cell2293,0.21463671,0.5799647,0.95196986,0.4300541,0.48123565,0.20047092,0.08733301,0.20574357,0.027720492,0.50554144,0.23236346,0.09591525,0.074393325,JE-TMA-41
JE-TMA-41_scene01_cell856,2.0070171,0.21361935,0.13766477,0.12538284,0.6708446,0.043030642,0.11351119,0.14538524,0.0483824,0.42995378,0.11647452,1.3015267,0.09432137,JE-TMA-41
JE-TMA-41_scene01_cell1350,0.7748176,0.16580586,0.13850698,0.4533162,0.3736787,0.11699859,0.10810861,0.24832843,0.034797054,0.23093787,0.093738936,0.12798734,0.07730755,JE-TMA-41
JE-TMA-41_scene01_cell874,1.6657065,0.25791675,0.46989754,0.41180816,0.59068334,0.7629573,0.092551984,0.33172846,0.2637526,0.18393777,0.12318823,0.19795766,0.46445224,JE-TMA-41
JE-TMA-41_scene01_cell295,1.6726662,0.18386027,0.11895042,0.17755571,0.5242271,0.11090791,0.10529629,0.2635635,0.15585065,0.25073734,0.13890766,0.6599258,0.16692008,JE-TMA-41
JE-TMA-41_scene01_cell2248,0.31521812,0.8167388,1.5556278,0.67874634,0.6952617,0.84280473,0.08971886,0.39474377,0.040066916,0.509489,0.18353225,0.15671119,0.10610517,JE-TMA-41
JE-TMA-41_scene01_cell3434,0.52136284,0.20100063,0.30272558,1.0686115,0.6569452,0.70039034,9.383501,0.5878167,1.6697782,0.9954014,0.655099,0.51556057,0.08072817,JE-TMA-41
JE-TMA-41_scene01_cell3498,0.2590096,0.7653668,1.0629706,0.89923793,0.7171651,2.346775,0.21513271,0.48085502,0.078051776,0.16165215,0.18670163,0.18068257,0.10647935,JE-TMA-41
JE-TMA-41_scene01_cell3014,0.3389009,1.2846464,0.9618746,0.92235905,2.2920637,0.3392369,0.15117446,0.35326746,0.049559493,0.60550547,0.19354635,0.45858625,0.46830943,JE-TMA-41
JE-TMA-41_scene01_cell847,1.1623714,0.14433493,0.16124351,0.5743853,0.6022984,0.29548016,0.10117433,0.7461958,0.09324255,0.21877006,0.26864892,0.119888365,0.14567672,JE-TMA-41
JE-TMA-41_scene01_cell509,1.1880559,0.2506075,0.33969286,0.17962976,0.6603052,0.14619814,0.08752145,0.55408067,0.17239302,0.17876612,0.15338378,0.48669264,0.09294273,JE-TMA-41
JE-TMA-41_scene01_cell3006,0.12159675,1.5212798,1.3158308,0.72659355,3.1677744,0.18201143,0.11990573,0.3269629,0.046937212,2.6687558,0.21077383,1.369762,0.25728694,JE-TMA-41
JE-TMA-41_scene01_cell2759,0.055978622,0.37888032,0.44699115,0.12470227,0.2801863,0.023149109,0.10814177,0.097659126,0.012539367,0.47915608,0.12576023,0.07475923,0.08810004,JE-TMA-41
JE-TMA-41_scene01_cell3574,0.1889601,0.71474797,0.3222585,1.024067,0.69837826,1.1671265,8.351973,0.17532393,3.1693234,1.0422218,0.4489136,0.37059116,1.3317003,JE-TMA-41
JE-TMA-41_scene01_cell204,0.61458564,0.3086115,0.23388135,0.33020622,0.48982936,0.4284324,0.19914691,0.2686828,0.39076522,0.6017224,0.1180753,0.28390414,0.51585126,JE-TMA-41
JE-TMA-41_scene01_cell1366,0.65357053,0.17506802,0.17117305,0.7144613,0.3131226,0.44503915,0.11103523,0.28858143,0.031846326,0.2745184,0.098042294,0.16086109,0.10002337,JE-TMA-41
JE-TMA-41_scene01_cell2996,0.5769402,0.9194804,1.1849837,0.998625,1.0856868,0.19260406,0.11613477,0.51404893,0.049659844,0.23089418,0.15696284,0.09976282,0.20630059,JE-TMA-41
JE-TMA-41_scene01_cell547,2.0334039,0.45236018,0.37432307,0.17705916,0.642227,0.5618815,0.09514281,0.21877168,0.10482171,0.21350719,0.09551974,0.26575714,0.115585506,JE-TMA-41
JE-TMA-41_scene01_cell767,1.4857756,0.31146476,0.24668615,0.13131912,0.5189342,1.7448095,0.11280914,0.16433108,0.13664238,0.42146444,0.13693304,0.5309966,0.088917896,JE-TMA-41
JE-TMA-41_scene01_cell210,1.0099175,0.14257228,0.13264583,0.37749213,0.48944104,0.2682987,0.09510652,0.19576544,0.26238778,0.33091938,0.1718635,0.12013296,0.09599333,JE-TMA-41
JE-TMA-41_scene01_cell145,0.33386266,0.14671941,0.10753281,0.5863346,0.31958058,0.26732033,0.12608092,0.26301652,0.3947211,0.5506135,0.30686077,0.1716668,0.0057410067,JE-TMA-41
JE-TMA-41_scene01_cell1445,0.28167444,1.2394295,1.6674209,0.8725825,1.0247129,0.10265141,0.11184809,0.55587906,0.051044945,0.25000927,0.117644645,0.14131849,0.11731977,JE-TMA-41
JE-TMA-41_scene01_cell3101,0.6775443,0.14219849,0.13498023,0.5762291,0.7537129,0.2639418,0.119078174,0.53223777,0.06242509,0.13941912,0.43544447,0.06973052,0.07900716,JE-TMA-41
JE-TMA-41_scene01_cell1551,0.41931805,0.68147475,0.3315269,0.18333443,0.36301148,0.1533792,0.09854243,0.2576793,0.03825827,0.29195076,0.08497706,0.10864242,0.020840252,JE-TMA-41
JE-TMA-41_scene01_cell2654,0.5511682,0.42778698,0.38873363,0.45274955,0.94804746,0.1268644,0.09402688,0.31193405,0.02394448,0.34593698,0.1619998,0.12042654,0.16146249,JE-TMA-41
JE-TMA-41_scene01_cell3453,0.18685123,0.8842324,0.29074243,0.41454273,0.6665351,0.17701481,0.16892187,0.3668261,0.046069372,0.20080453,0.1870407,0.13342729,0.2331915,JE-TMA-41
JE-TMA-41_scene01_cell2016,0.113730155,0.05790068,0.043288667,0.04701473,0.01067191,0.033806816,0.07948788,0.08997099,0.00526982,0.23157209,0.012029321,0.05536076,0.108838156,JE-TMA-41
JE-TMA-41_scene01_cell829,0.3475159,0.5680352,0.5157693,0.24496223,0.2732125,0.2974062,0.091949254,0.22041655,0.026331458,0.2664179,0.19956662,0.062067993,0.047695536,JE-TMA-41
JE-TMA-41_scene01_cell3052,0.6900663,0.6295483,0.62309813,0.56813,1.7227871,0.36108634,0.1446606,0.55518216,0.059594095,0.4243023,0.11532437,0.28024712,0.49686447,JE-TMA-41
JE-TMA-41_scene01_cell1665,0.13622782,0.48178786,0.5147881,0.55427593,0.5426319,0.62547714,0.106509626,0.29940647,0.04503825,0.2703415,0.16671443,0.020629399,0.0565182,JE-TMA-41
JE-TMA-41_scene01_cell2711,1.1847194,0.27974716,0.4633772,0.59191805,1.1328021,0.23053284,0.099835865,0.29104227,0.02989433,0.32044774,0.15627474,0.088909484,0.10584656,JE-TMA-41
JE-TMA-41_scene01_cell3267,0.34301162,0.770138,0.62956965,0.56132466,0.76509535,0.31500316,9.038501,23.299217,2.8668633,0.5421151,0.5094911,0.19879545,0.03543411,JE-TMA-41
JE-TMA-41_scene01_cell3349,0.3227516,0.4492521,0.49459052,0.40557343,0.79991615,0.2858482,3.882536,16.670052,1.5926039,0.6744157,1.1472117,0.40407735,0.111352764,JE-TMA-41
JE-TMA-41_scene01_cell1875,0.24630733,0.67403424,0.6297449,0.8317565,0.65351474,0.063402615,0.117461115,0.08812274,0.03860734,0.5581118,0.34819004,0.10451589,0.10241534,JE-TMA-41
JE-TMA-41_scene01_cell2648,0.7988765,0.6988737,0.86113286,0.5750609,1.6022801,0.22002012,0.11482714,0.35226238,0.033942338,0.48387837,0.27767986,0.15200886,0.18039595,JE-TMA-41
JE-TMA-41_scene01_cell2673,0.3104647,0.051434036,0.023840625,0.184672,0.29712915,0.038988523,0.09043761,0.43331918,0.03195565,0.092431754,0.07629621,0.0064674616,0.08351717,JE-TMA-41
JE-TMA-41_scene01_cell1873,0.51052266,0.6546759,0.9721815,0.69982564,0.8242596,0.08089477,0.09836217,0.19377148,0.045846738,0.41479638,0.7083175,0.1432233,0.085886,JE-TMA-41
JE-TMA-41_scene01_cell1733,0.21836394,0.9332583,0.4354919,0.8310671,0.9124575,0.6099962,0.17066063,0.25987026,0.05814735,0.9507719,0.36649612,0.46459565,0.9034212,JE-TMA-41
JE-TMA-41_scene01_cell102,0.9689983,0.14249025,0.0976391,0.113772504,0.3984745,0.093918726,0.092820585,0.46367627,0.15999447,0.20837423,0.14646696,0.8755984,0.16377744,JE-TMA-41
JE-TMA-41_scene01_cell878,1.6377871,0.50876427,0.3882217,0.17335401,0.73574746,0.03620098,0.099739194,0.14792499,0.052012693,0.3797099,0.11366393,0.9591237,0.15095606,JE-TMA-41
JE-TMA-41_scene01_cell2554,0.06042911,0.789745,0.77030367,0.22890472,0.6181584,0.03314863,0.039421737,0.41049138,0.07609438,0.2193372,0.20528695,0.0041504246,0.010277742,JE-TMA-41
JE-TMA-41_scene01_cell864,1.0065359,0.1204058,0.08725786,0.42243025,0.5788649,0.25341624,0.09075361,0.57958364,0.088128865,0.18580814,0.16825412,0.14101268,0.11480288,JE-TMA-41
JE-TMA-41_scene01_cell321,0.6580281,0.51731896,0.5696174,0.336983,0.7162548,0.19188882,0.089293316,0.7707687,0.20680845,0.16533695,0.1676493,0.286933,0.17932974,JE-TMA-41
JE-TMA-41_scene01_cell3500,0.20128517,0.67965496,0.86359113,1.9536302,0.7701162,0.4278433,4.9820166,2.6762722,0.7141932,0.26693082,0.8379679,0.19759515,0.13638996,JE-TMA-41
JE-TMA-41_scene01_cell2116,0.5445034,0.13779527,0.0854147,0.124481566,0.5617783,0.08904986,0.055917174,0.1698219,0.033677205,0.1993797,0.15364403,0.4201832,0.008789759,JE-TMA-41
JE-TMA-41_scene01_cell143,0.5845651,0.20966873,0.5234887,0.40302598,0.37940553,0.33898306,0.10159431,0.26128966,0.28412047,0.36723077,0.25151017,0.16760184,0.2752499,JE-TMA-41
JE-TMA-41_scene01_cell934,1.427501,0.15006146,0.2473378,0.69016904,0.73943007,0.3098642,0.085776605,0.59807914,0.10573422,0.14440084,0.1690666,0.110815965,0.062220488,JE-TMA-41
JE-TMA-41_scene01_cell1153,1.0733533,0.24212725,1.0029331,0.7271501,0.63291556,0.12930551,0.041772388,0.6985601,0.08328145,0.00765049,0.11405466,2.5226569e-05,0.0,JE-TMA-41
JE-TMA-41_scene01_cell3087,0.46894363,0.40359345,0.3616355,0.6508966,0.71766907,0.1313146,5.628005,17.997944,0.8335824,0.3298323,0.5578204,0.02234542,0.0028212494,JE-TMA-41
JE-TMA-41_scene01_cell2715,1.4366332,0.17285891,0.14673465,0.53781134,1.0183856,0.12326822,0.08749024,0.23140585,0.030326,0.40024245,0.15334241,0.08059972,0.11021732,JE-TMA-41
JE-TMA-41_scene01_cell1586,0.54225963,0.7445967,0.26515198,0.5444363,0.7103571,0.20730792,0.105014846,0.31089735,0.04303327,0.33539444,0.14580712,0.28552872,0.074247524,JE-TMA-41
JE-TMA-41_scene01_cell1722,1.334739,0.17424883,0.1599352,0.11491319,0.8800978,0.097376645,0.09407545,0.28212795,0.05015576,0.30739096,0.18890224,0.7628007,0.09020314,JE-TMA-41
JE-TMA-41_scene01_cell1698,1.1071641,0.1852775,0.16703407,0.0755549,0.70783585,0.09873019,0.09401776,0.26464552,0.04298701,0.31502008,0.18234928,1.359647,0.064226106,JE-TMA-41
JE-TMA-41_scene01_cell1979,0.9087044,0.18173742,0.12498743,0.081545256,0.618718,0.612032,0.09808695,0.22687766,0.05440609,0.45148423,0.19934061,1.3564048,0.069257885,JE-TMA-41
JE-TMA-41_scene01_cell932,1.2552617,0.12824467,0.14808188,0.5789936,0.6883075,4.5795608,0.10066758,0.747464,0.09453841,0.12529868,0.16224861,0.063312635,0.05794663,JE-TMA-41
JE-TMA-41_scene01_cell318,1.0011823,0.21724974,0.19726403,0.1339204,0.5215909,0.21142235,0.10331776,0.4222634,0.18312293,0.2031813,0.1339614,0.82759446,0.15355615,JE-TMA-41
JE-TMA-41_scene01_cell541,1.1675193,0.14379096,0.22389358,0.41476804,0.6650935,0.21526381,0.092743315,0.56825787,0.15958177,0.1475024,0.14414059,0.15172413,0.16878037,JE-TMA-41
JE-TMA-41_scene01_cell2124,0.016053025,0.2336815,0.8518988,0.29016435,0.11404618,0.035216272,0.07322253,0.22227459,0.009654705,0.24166,0.064848416,0.0005422057,0.006702916,JE-TMA-41
JE-TMA-41_scene01_cell2569,0.098024115,1.1312984,1.4320561,0.6477046,0.9889704,5.5803494,0.098099284,0.79262644,0.05961442,0.27708733,0.13053697,0.10485423,0.023988293,JE-TMA-41
JE-TMA-41_scene01_cell2619,0.15479665,0.3470728,0.40771168,0.27870208,0.3804925,0.14643642,0.05593849,0.28936255,0.012659873,0.23999006,0.16843638,0.017652486,0.035416663,JE-TMA-41
JE-TMA-41_scene01_cell1321,0.040702112,0.18685126,0.13358352,0.14047755,0.104189776,0.095062405,0.08195183,0.3489648,0.020839546,0.25953978,0.1636782,0.07078603,0.14680392,JE-TMA-41
JE-TMA-41_scene01_cell1508,0.15833794,0.752901,1.4381052,0.82515126,0.4837338,0.25888908,0.08180226,0.45657396,0.06788288,0.102910444,0.18574002,0.045812342,0.013453844,JE-TMA-41
JE-TMA-41_scene01_cell619,0.8695261,0.21520773,0.20125663,0.41153544,0.4875337,0.37299788,0.089246176,0.2090363,0.20452899,0.41388845,0.17251588,0.12746513,0.09089506,JE-TMA-41
JE-TMA-41_scene01_cell695,2.4806361,0.3511679,0.45105484,0.17990106,0.74564517,0.11811585,0.094762996,0.34881413,0.1687265,0.1832791,0.12281595,1.120795,0.07321298,JE-TMA-41
JE-TMA-41_scene01_cell3359,0.433392,0.19977063,0.1642954,1.1807692,0.6459867,0.35880673,0.19702679,0.51913595,0.07620761,0.18358795,0.30138367,0.083279215,0.24774772,JE-TMA-41
JE-TMA-41_scene01_cell844,1.1171749,0.283948,0.29191354,0.6124312,0.7712399,0.14859176,0.09396502,0.8254975,0.07127657,0.24025814,0.14193898,0.11937364,0.1430013,JE-TMA-41
