,CD20,CD3,CD4,CD44,CD45,CD68,CK14,CK19,Ecad,ER,LamAC,PCNA,pHH3,batch
JE-TMA-41_scene05_cell751,1.0424043,0.7482535,0.64711607,0.46155313,0.6812848,0.5856202,0.7879706,0.4335501,0.78409827,0.7189971,0.949355,0.37588656,0.13910115,JE-TMA-41
JE-TMA-41_scene05_cell1923,0.7848168,0.75667715,0.80899674,0.32109687,0.927315,0.6527963,0.50980484,0.43998906,0.7489905,0.6201012,0.7879203,1.0222375,0.3507433,JE-TMA-41
JE-TMA-41_scene05_cell646,0.6024706,0.5261678,0.45252314,0.39344114,0.61026543,0.78402174,0.47189704,0.91223276,0.56653404,0.44836348,0.90336496,0.9531615,0.15748915,JE-TMA-41
JE-TMA-41_scene05_cell1490,0.77882123,0.67233694,0.51235634,0.34434706,0.77581525,0.7399614,0.58911526,0.8457371,0.5562973,0.84303814,0.94066477,0.38396513,0.11441187,JE-TMA-41
JE-TMA-41_scene05_cell3310,0.5289374,0.5061389,0.69736826,0.34250432,0.4980868,0.28164497,0.8895318,0.4635496,0.2843681,0.793869,0.38997877,0.7825196,0.13094626,JE-TMA-41
JE-TMA-41_scene05_cell3100,0.5265278,0.5288926,0.6445373,0.73035765,0.6616583,1.097361,0.55556065,0.76845646,0.8309669,0.25736707,0.5230674,0.44677332,0.14556375,JE-TMA-41
JE-TMA-41_scene05_cell1043,0.72343254,0.9916361,0.60276985,0.66897744,0.68971056,0.79370975,0.64173526,0.45795536,0.34583429,0.6727954,1.0871664,0.75979006,0.16176842,JE-TMA-41
JE-TMA-41_scene05_cell5149,0.36163732,0.2584491,0.7204921,0.55238324,0.6418473,0.59332556,0.43267918,0.4225774,0.41406834,0.29499814,0.1909518,0.3563441,0.14206192,JE-TMA-41
JE-TMA-41_scene05_cell334,0.44412827,0.7023922,0.42571056,0.9673032,0.49431664,0.5604792,0.5217053,0.3804144,0.39675024,0.7098899,0.46964145,0.5447995,0.1407382,JE-TMA-41
JE-TMA-41_scene05_cell3294,0.735389,0.7262448,0.88227093,0.14601222,0.674034,0.82730174,0.6349256,0.4536949,0.57948184,0.40241632,0.4714041,0.38044187,0.13043956,JE-TMA-41
JE-TMA-41_scene05_cell681,0.5972767,0.5632236,0.5353692,0.71626836,0.7205617,0.7181131,0.45177382,0.47786114,0.5622875,0.57195556,1.0750923,0.41374817,0.15870933,JE-TMA-41
JE-TMA-41_scene05_cell3152,0.7127349,0.49645352,0.7798561,0.302993,0.6423213,0.6460246,1.0441629,0.40275338,0.49915433,0.83534575,0.37895653,0.3823288,0.1446884,JE-TMA-41
JE-TMA-41_scene05_cell1334,0.39841932,1.1629914,0.40789497,0.5685356,0.508358,0.38116154,0.44440928,0.43201688,0.33709687,0.39206347,0.35935757,0.3432797,0.112868756,JE-TMA-41
JE-TMA-41_scene05_cell1469,0.659342,0.9060988,0.52419305,0.4711918,0.5879389,0.6396801,0.5317616,1.192279,0.39345405,1.1041025,1.160205,0.3118167,0.1553219,JE-TMA-41
JE-TMA-41_scene05_cell5554,0.85930014,0.80902094,0.954015,0.44443375,0.90673465,0.714906,0.5569507,0.45108637,0.5034991,0.50197494,0.7741099,1.2527637,0.24310881,JE-TMA-41
JE-TMA-41_scene05_cell5265,0.86361706,0.7303495,1.0553819,0.44639555,0.95229065,0.97602844,0.6668944,0.280688,0.64344996,0.87868226,0.65477884,0.7086026,0.16941364,JE-TMA-41
JE-TMA-41_scene05_cell2601,0.5040886,0.60308933,0.6426778,0.09301089,0.55079615,0.6644476,0.95214874,0.42980018,0.5093735,0.10031787,0.5254224,0.33879694,0.13999104,JE-TMA-41
JE-TMA-41_scene05_cell1453,1.14167,0.6937708,0.59612495,0.20825055,0.5867794,0.68013704,0.72213584,0.44355482,0.641007,1.0817094,0.5589344,1.3040906,0.3160464,JE-TMA-41
JE-TMA-41_scene05_cell3588,0.7961824,1.0138376,1.0143912,0.50151235,1.0231045,0.7273598,0.7398699,0.39007968,0.52129936,0.24107711,0.37029332,0.28302696,15.974271,JE-TMA-41
JE-TMA-41_scene05_cell471,0.71927786,0.64705753,0.5122928,0.32675722,0.722287,1.0882996,0.43168083,0.94667184,0.5884388,1.03807,0.5473718,0.5752334,0.10346641,JE-TMA-41
JE-TMA-41_scene05_cell1813,0.67364794,0.5250666,0.71403134,0.3460712,0.66174906,0.52634865,0.5068817,0.24850841,0.6335113,0.31668544,0.5599708,0.53087854,0.1920314,JE-TMA-41
JE-TMA-41_scene05_cell1468,0.75011283,0.61784595,0.6023383,0.7731159,0.62275785,0.57363635,0.5316973,0.7922855,0.6460379,0.8789074,0.84739625,0.4852225,0.14375727,JE-TMA-41
JE-TMA-41_scene05_cell4054,0.5711019,0.6163597,0.75335336,0.81221217,0.816883,0.4845105,0.6534644,0.65539616,0.51565164,0.3493158,0.48944575,0.55160487,0.11749546,JE-TMA-41
JE-TMA-41_scene05_cell1820,0.6469838,0.8210964,0.6124935,0.6551793,0.6001864,0.88497955,0.5960838,0.8041361,0.67071116,0.9754557,0.7122332,0.69727093,0.1958635,JE-TMA-41
JE-TMA-41_scene05_cell2292,0.4498406,0.47784323,0.59815055,0.39897346,0.5967342,0.7669757,0.56083137,0.94487536,0.5400187,0.8816436,0.40079665,0.3524938,0.12136032,JE-TMA-41
JE-TMA-41_scene05_cell327,0.45731115,0.7704977,0.357867,0.6369497,0.5344555,0.3680096,0.8178437,0.20533995,0.3579151,0.27036896,0.485578,0.4130051,0.08677289,JE-TMA-41
JE-TMA-41_scene05_cell1492,0.6872112,0.68121505,0.5074816,0.718538,0.7156771,0.5616461,0.5239248,0.47149178,0.37073442,0.9239814,0.7589213,0.43469504,0.16351286,JE-TMA-41
JE-TMA-41_scene05_cell5271,0.9580429,0.76114434,0.95796084,0.62361205,1.0518916,0.8645097,0.6126153,0.39652684,0.48780882,1.2500825,0.8029644,0.88625836,0.24421339,JE-TMA-41
JE-TMA-41_scene05_cell5571,0.7732594,0.6283896,0.89915645,0.31060484,0.62600917,0.6347509,0.72642237,0.30998513,0.39360604,0.78124666,0.768716,1.2379518,0.33600354,JE-TMA-41
JE-TMA-41_scene05_cell3308,0.9484223,0.5779082,0.6548633,0.6625237,0.5960898,0.91437024,0.40602276,0.66764104,0.30851328,1.0561165,0.5943194,0.48790383,0.20804788,JE-TMA-41
JE-TMA-41_scene05_cell4619,0.48719186,0.51009095,0.88208824,0.79383177,0.64933944,0.7075144,0.71054655,0.39380774,0.7022048,0.46262053,0.7076187,0.4718392,0.16514786,JE-TMA-41
JE-TMA-41_scene05_cell3958,0.5274699,0.65712553,0.7474637,0.49955615,0.46111718,0.5239426,0.6336677,0.4768886,0.8001139,0.5601863,1.0055062,0.6648351,0.2085594,JE-TMA-41
JE-TMA-41_scene05_cell863,0.60546607,0.8331991,0.49093956,0.5013108,0.558957,0.4566687,0.8915039,0.43426794,0.5031453,1.0834004,0.91385573,0.40260443,0.1296251,JE-TMA-41
JE-TMA-41_scene05_cell4880,0.99234045,0.7697851,0.9279624,0.18536472,0.6465264,0.6759059,0.69257367,0.42553967,0.5280521,0.2586,0.45870027,0.5896279,0.11237028,JE-TMA-41
JE-TMA-41_scene05_cell4782,0.7573403,0.54947364,0.7428749,0.49818632,0.6707245,0.74149334,0.48954985,1.0754786,0.55403304,0.5617033,1.1712017,0.46077707,0.1194104,JE-TMA-41
JE-TMA-41_scene05_cell782,0.41010144,0.37426433,0.40722632,0.5505478,0.4409828,0.57460254,0.7137465,0.45960405,0.39262968,0.4928723,0.6558739,0.41024432,0.17350416,JE-TMA-41
JE-TMA-41_scene05_cell5112,0.7848367,1.181732,0.90750945,0.55638367,0.9288101,0.62111574,0.58111167,0.47678885,0.5233709,0.45525587,0.743333,0.81732047,0.28356028,JE-TMA-41
JE-TMA-41_scene05_cell1938,0.82711834,0.7239737,0.853782,0.651971,0.6306572,0.7969352,0.5278447,0.3422066,0.67850536,0.76479024,0.6492496,0.76568055,0.15448324,JE-TMA-41
JE-TMA-41_scene05_cell1839,1.1546586,0.86168164,0.6878161,0.54257596,0.71667653,0.50977343,0.8779631,0.24543826,0.41426957,1.1571062,0.86683047,0.79400843,0.19427371,JE-TMA-41
JE-TMA-41_scene05_cell996,0.58139646,0.44210023,0.5547166,0.44086877,0.56494385,0.82290953,0.6629366,0.59050506,0.65951765,0.7337593,1.3804268,0.39244288,0.15485227,JE-TMA-41
JE-TMA-41_scene05_cell3484,0.8088214,1.23667,0.9143882,0.5858779,0.87926096,0.73891234,0.6631028,0.51839846,0.5136471,0.9259267,0.8615715,0.7261185,0.16922021,JE-TMA-41
JE-TMA-41_scene05_cell1379,0.98042125,0.59514076,0.5587502,0.5860317,0.78336823,0.9858755,0.5519974,0.8316237,0.5141855,0.9125491,1.3799825,0.35560897,0.14240748,JE-TMA-41
JE-TMA-41_scene05_cell3114,0.50636494,0.42192104,0.800602,0.5432507,0.4678645,1.1121107,0.56156725,0.63452667,0.44265816,0.36386436,1.178505,0.39197442,0.15387042,JE-TMA-41
JE-TMA-41_scene05_cell825,0.5167354,0.4430596,0.45284685,0.5655211,0.5865051,0.7231124,0.55856836,0.7114157,0.5105706,0.51956743,0.94315034,0.6649972,0.18300223,JE-TMA-41
JE-TMA-41_scene05_cell5662,0.21328023,0.30076763,0.44795293,0.29595697,0.21764922,0.22471692,0.49458402,0.4399914,0.084079504,0.16944246,0.19178237,0.31462923,0.20874281,JE-TMA-41
JE-TMA-41_scene05_cell4623,0.46257555,0.4263751,0.85363543,0.942778,0.6058886,0.9737983,0.7560064,0.52061236,0.5799676,0.44817796,0.41132557,0.70572156,0.18995595,JE-TMA-41
JE-TMA-41_scene05_cell624,0.4937962,0.52779686,0.47867313,0.3992109,0.7275748,0.76736075,0.46884534,0.9684696,0.49101812,0.546875,0.46793693,0.38148114,0.11698641,JE-TMA-41
JE-TMA-41_scene05_cell1858,0.9133738,0.7027284,0.68281066,0.16526425,0.6319443,0.6434368,0.775562,0.85729927,0.5288224,0.90054685,0.61977875,0.4786226,0.13542384,JE-TMA-41
JE-TMA-41_scene05_cell2865,0.7586091,0.7161044,0.6802833,0.29848978,0.82371753,0.5784546,0.48094985,0.33672416,0.35646963,0.49835476,0.6164209,0.60273314,0.10538568,JE-TMA-41
JE-TMA-41_scene05_cell1749,0.09741065,0.4860436,0.1959393,0.17021471,0.116995506,0.4032733,0.81670284,1.7972906,0.12411099,0.3363023,0.2827469,0.13762416,0.08873,JE-TMA-41
JE-TMA-41_scene05_cell1129,0.9232739,0.767716,0.67901516,0.63476175,0.7523188,0.942943,0.7411394,0.4449357,0.56002545,0.5331116,0.8444616,0.8531233,0.34763315,JE-TMA-41
JE-TMA-41_scene05_cell370,0.3528189,0.4527142,0.20642762,0.3891945,0.40609497,0.51067734,0.5481451,0.50030696,0.31739548,0.47679266,0.40552935,0.5078911,0.121908516,JE-TMA-41
JE-TMA-41_scene05_cell1796,0.81958234,1.2365482,0.82306784,0.5054745,0.8984593,0.75441396,0.7350991,0.48132446,0.40791056,0.70399874,0.67061853,0.65686095,0.14127854,JE-TMA-41
JE-TMA-41_scene05_cell1143,0.71961474,0.40301389,0.3019603,0.3554335,0.22843753,0.5159638,0.91100293,0.55600464,0.46277818,0.7373926,0.6093057,0.32598907,0.17069611,JE-TMA-41
JE-TMA-41_scene05_cell3764,0.45467046,0.70337564,0.80191356,0.3381599,0.79149127,0.82679904,0.866255,0.3604124,0.45700032,0.43462366,0.38821122,0.295371,0.36813843,JE-TMA-41
JE-TMA-41_scene05_cell5025,0.549972,0.42139208,0.7002232,0.7578679,0.5995495,1.077553,0.5725596,0.5878018,0.4763604,0.25524777,0.4457231,0.34275293,0.12278484,JE-TMA-41
JE-TMA-41_scene05_cell3923,0.45191413,0.6415356,0.736433,0.4783453,0.78460085,0.8780502,0.49812055,0.6007268,0.3582086,0.3897773,0.3990208,0.53526914,0.10729197,JE-TMA-41
JE-TMA-41_scene05_cell3259,0.5357239,0.53304785,0.6508809,0.20712852,0.5247659,0.54263777,0.5473587,0.4867047,0.3772018,0.6817257,0.7243421,0.47281516,0.113531135,JE-TMA-41
JE-TMA-41_scene05_cell4898,1.1033219,1.0082676,0.99542534,0.46189684,0.8669305,0.92737854,0.77004987,0.51253885,0.5794511,0.2538327,0.6451378,0.62771934,0.1508597,JE-TMA-41
JE-TMA-41_scene05_cell1248,0.8336658,0.4355257,0.31636262,0.22730348,0.15069942,0.46222338,0.8561063,0.5766191,0.48528284,0.8555406,0.63246894,0.8128078,0.19497848,JE-TMA-41
JE-TMA-41_scene05_cell2501,0.7679894,0.91613,0.7141318,0.77623445,0.6198335,0.60547656,0.6332721,0.98072255,0.5759271,0.31911156,0.5786999,0.986408,0.15508246,JE-TMA-41
JE-TMA-41_scene05_cell4859,1.0498843,0.7750937,1.0271609,1.0290585,0.8793871,1.0049735,0.6933055,0.63575697,0.6086059,1.0523477,0.85250604,0.8184647,0.17021103,JE-TMA-41
JE-TMA-41_scene05_cell2211,1.1585206,0.9296541,0.73746055,0.32056645,0.7938239,0.6409822,0.8490577,0.65056556,0.44686618,0.7359112,0.85681355,0.5163054,0.15883882,JE-TMA-41
JE-TMA-41_scene05_cell4362,0.48215201,0.54256,0.74893886,0.5076725,0.52114105,0.47036064,0.63912237,0.2535983,0.37413296,1.1675087,0.6307642,0.42301565,0.15577699,JE-TMA-41
JE-TMA-41_scene05_cell4433,0.50139093,0.68296164,0.7297138,0.74193347,0.77386886,0.5549693,0.542956,0.6499816,0.45103043,0.39002937,0.35167146,0.44753268,0.1157307,JE-TMA-41
JE-TMA-41_scene05_cell490,0.44268137,0.4310289,0.36562145,0.9694529,0.4624041,0.49245027,0.5636826,0.33006892,0.4217815,0.72792363,0.5912674,0.6987693,0.15278968,JE-TMA-41
JE-TMA-41_scene05_cell1082,0.6751045,0.613239,0.53902686,0.34358984,0.75992763,0.6139199,0.66249067,0.73978454,0.45400694,0.6405472,0.59315485,0.53364867,0.1274808,JE-TMA-41
JE-TMA-41_scene05_cell4670,0.6463072,0.6179752,0.85339737,0.30161262,0.73524016,0.5099026,0.76986563,0.16361402,0.3421263,0.119637825,0.3206016,0.36370116,0.13597652,JE-TMA-41
JE-TMA-41_scene05_cell3227,0.6131957,0.59580994,0.6446377,0.5072035,0.7439749,0.83815116,0.5241273,0.84464,0.6186839,0.64408123,0.6777059,0.4010684,0.20003632,JE-TMA-41
JE-TMA-41_scene05_cell5542,0.52183235,0.5230121,0.5979081,0.14572404,0.46072054,0.34570676,0.62107694,0.7697287,0.26403585,0.19875328,0.40736815,0.18380353,0.07744229,JE-TMA-41
JE-TMA-41_scene05_cell1732,0.6587932,0.8677483,0.5433404,0.6621933,0.7415792,0.6216595,0.6047145,0.4921564,0.53535944,0.41566417,0.9950627,0.2778027,0.1764844,JE-TMA-41
JE-TMA-41_scene05_cell4978,0.9836133,0.7570126,1.0323397,0.42712745,0.7900963,0.6164529,0.7514642,0.4793743,0.54706675,0.5013496,0.61304414,0.92042744,0.32309514,JE-TMA-41
JE-TMA-41_scene05_cell4155,0.6978997,0.63853973,0.94796675,0.65032864,0.7973441,1.1515712,0.66162705,0.666088,0.9723413,1.8350317,0.78695244,1.0018355,0.18855347,JE-TMA-41
JE-TMA-41_scene05_cell2440,0.48281989,0.4329573,0.5277109,0.16831839,0.54282874,0.65358907,0.71230876,0.7454503,0.48275292,0.29010344,0.46819088,0.5112811,0.09980643,JE-TMA-41
JE-TMA-41_scene05_cell2816,0.65613633,0.6852044,0.6845382,0.6535289,0.839662,0.8714947,0.7010428,1.165896,0.675075,1.151022,0.71809155,0.53145385,0.11945401,JE-TMA-41
JE-TMA-41_scene05_cell4909,1.0122813,0.7876309,0.9316239,0.55599296,0.656654,0.91344935,0.74600565,0.4692509,0.63904375,0.7059069,0.8662752,0.5233287,0.1566536,JE-TMA-41
JE-TMA-41_scene05_cell2190,0.65769,0.79203266,0.61564773,0.7365551,0.60601246,0.6539009,0.571397,0.3983124,0.5241124,0.49372968,0.53476906,0.6874129,0.16665897,JE-TMA-41
JE-TMA-41_scene05_cell1292,0.84540415,1.2843184,0.6705692,0.68980616,0.70105016,0.73717004,0.5696155,1.7817235,0.30736175,0.6320764,0.9266805,0.34056443,0.11901059,JE-TMA-41
JE-TMA-41_scene05_cell5353,0.5958108,0.73526,0.9280789,1.6492763,0.64887214,1.1606301,0.841559,0.3360277,0.71730286,0.9623517,0.6127027,0.5222427,0.13427117,JE-TMA-41
JE-TMA-41_scene05_cell4240,0.6877095,0.67076945,1.138807,0.5130183,0.8617739,1.1323379,0.6528527,0.56868744,0.540313,0.85062337,0.6525935,0.46214417,0.15179935,JE-TMA-41
JE-TMA-41_scene05_cell2331,0.76823294,0.681642,0.7552622,0.2511155,0.7685654,0.67601395,0.63623357,0.45026773,0.44122618,0.41189292,0.6058633,0.52175826,0.12133637,JE-TMA-41
JE-TMA-41_scene05_cell1799,0.84847486,0.8464796,0.84081286,0.4982234,0.76871705,0.66515857,0.64124686,0.38585746,0.8670936,0.41026157,0.71036935,0.4539617,0.15965374,JE-TMA-41
JE-TMA-41_scene05_cell1171,0.47576305,0.6791487,0.52350116,0.35690072,0.49970576,0.5812973,0.93603516,0.77383333,0.5437596,1.4644878,0.65872544,0.6629081,0.14216562,JE-TMA-41
JE-TMA-41_scene05_cell4774,0.53999054,0.50274193,0.7333953,0.5578828,0.5965414,0.6752548,0.53722787,0.6448547,0.78993624,1.0870395,0.6751071,0.51347923,0.10570266,JE-TMA-41
JE-TMA-41_scene05_cell1130,0.7478819,0.7195566,0.6265888,0.58173543,1.0024506,0.89430916,0.685635,0.4442183,0.4478908,0.76715565,0.93806154,0.35245052,0.15553258,JE-TMA-41
JE-TMA-41_scene05_cell495,0.74933475,1.0689698,0.5662596,0.4190825,0.7133981,0.47032595,0.86305374,0.44407427,0.44324112,0.7202527,0.60172045,0.83320135,0.11078549,JE-TMA-41
JE-TMA-41_scene05_cell4563,0.82606846,0.7832816,0.87241894,0.28094926,0.7882489,0.7191473,0.79997456,0.51567626,0.426178,0.94371665,0.6671714,0.94378203,0.48240983,JE-TMA-41
JE-TMA-41_scene05_cell4709,0.31790596,0.39759701,0.47316164,0.19097562,0.39539468,0.34111542,0.55850714,1.3407354,0.14022371,0.584534,0.44363832,0.19212238,0.10533344,JE-TMA-41
JE-TMA-41_scene05_cell3941,0.38665283,0.47671694,0.6451447,0.6339293,0.5984074,0.6648528,0.4813874,0.53864825,0.37163892,0.36651033,0.5062877,0.5367719,0.14795718,JE-TMA-41
JE-TMA-41_scene05_cell4325,0.5920698,0.5997939,1.0309106,0.48037553,0.89620423,0.9398449,0.47328475,0.32417843,0.57221663,0.81728303,0.66905177,0.5883467,0.15538776,JE-TMA-41
JE-TMA-41_scene05_cell4174,0.6310783,0.6319004,0.9573367,0.32318616,0.82802653,0.9293312,0.5811164,0.65520215,0.5230462,0.7535003,0.68342793,0.5360438,0.12939769,JE-TMA-41
JE-TMA-41_scene05_cell4178,0.41410208,0.28236425,0.6587006,0.325569,0.70513314,0.39655668,0.5330689,0.86913943,0.25941494,0.24859825,0.23090197,0.36240113,21.201242,JE-TMA-41
JE-TMA-41_scene05_cell610,0.8522608,0.7637541,0.4368716,0.42482162,0.52372223,0.5240862,0.76484656,0.48433354,0.5336329,0.64049906,0.83607465,0.7317341,0.15555175,JE-TMA-41
JE-TMA-41_scene05_cell4291,0.6750552,0.6682705,1.0967599,0.6224365,0.76604736,1.0734733,0.79873455,0.6065997,0.64816576,1.1581097,0.71452415,0.61331916,0.18592769,JE-TMA-41
JE-TMA-41_scene05_cell3416,0.70602816,0.8116896,0.8338863,0.25163248,0.73656726,0.628555,0.9671235,0.79906255,0.50979024,0.7541563,0.5815136,0.834501,0.13120396,JE-TMA-41
JE-TMA-41_scene05_cell1872,0.83662605,0.6694405,0.845709,0.83937407,0.64579225,1.0655223,0.52856654,0.3867382,0.7164932,0.6375259,0.6596763,0.63877994,0.152567,JE-TMA-41
JE-TMA-41_scene05_cell2405,0.36557263,0.32363537,0.47491512,0.23940887,0.33778745,0.47142968,0.54162437,0.38208848,0.32639194,0.37689728,0.4528005,0.5651784,0.15993991,JE-TMA-41
JE-TMA-41_scene05_cell79,0.317492,0.3969891,0.104152516,0.20447381,0.6708396,0.50627005,0.47547686,0.3513203,0.22816724,0.36586297,0.58849466,0.33227345,0.12634458,JE-TMA-41
JE-TMA-41_scene05_cell5140,0.5668953,0.541618,0.8719502,0.8100543,0.84613705,0.8978542,0.5628604,0.43111145,0.5953345,0.35929993,0.56348896,0.8124756,0.23706983,JE-TMA-41
JE-TMA-41_scene05_cell5232,0.6831936,0.7689809,1.0571994,0.522314,0.87824476,0.73052543,0.53344584,0.23841068,0.6512578,0.6210517,0.45590827,0.55544066,0.1569091,JE-TMA-41
JE-TMA-41_scene05_cell1034,1.082989,1.1357046,0.69658744,0.5019796,0.88469476,0.72412425,1.0504873,0.166909,0.5483347,1.1127739,1.2702047,0.6651774,0.16703485,JE-TMA-41
JE-TMA-41_scene05_cell3987,0.8076454,0.87235177,1.0740238,0.5436731,0.87000096,0.72711986,0.78319377,0.22958897,0.71293825,0.71980184,0.80305177,0.5873448,0.20000511,JE-TMA-41
JE-TMA-41_scene05_cell4970,0.4686562,0.63060004,0.58801216,0.46906516,0.5726002,0.34593347,0.48651063,0.68395376,0.42767513,0.39670983,0.43128484,0.21350117,0.10796147,JE-TMA-41
JE-TMA-41_scene05_cell5178,0.5777837,0.58220667,0.59677553,0.27725002,0.532163,0.46938324,0.57453185,0.4265502,0.34017158,1.646681,0.5589657,0.3200385,0.11097467,JE-TMA-41
JE-TMA-41_scene05_cell5418,0.8135627,0.7728598,0.85729706,0.17786504,0.6691815,0.5201589,0.5717564,0.7136707,0.39169538,0.5151327,0.47194925,0.58017594,0.07671319,JE-TMA-41
JE-TMA-41_scene05_cell3092,0.38038552,0.4364346,0.46079624,0.52461475,0.5980657,0.40879384,0.5525306,0.38098696,0.23391117,0.20254536,0.2765347,0.37990957,0.12884733,JE-TMA-41
JE-TMA-41_scene05_cell1094,0.5146466,0.8289642,0.51147175,0.8416683,0.5007706,0.6070946,0.5770039,0.9350341,0.37607297,0.1345959,0.8295434,0.40189826,0.12429049,JE-TMA-41
JE-TMA-41_scene05_cell5673,0.882578,0.8174795,0.92823195,0.1814469,0.8498565,0.923296,0.734187,0.62703705,0.4863838,0.5815163,0.5244159,0.4969471,0.118952125,JE-TMA-41
JE-TMA-41_scene05_cell5182,0.31615448,0.25894377,0.60371083,0.35309172,0.5897772,0.41515002,0.382493,0.20560452,0.29675862,0.47956938,0.2400281,0.5331748,0.14278395,JE-TMA-41
JE-TMA-41_scene05_cell2747,0.7118431,0.8410941,0.75362843,0.15437241,0.70996124,0.815034,1.0173098,0.30064577,0.41166922,0.7558057,0.763675,0.9228236,0.34875908,JE-TMA-41
JE-TMA-41_scene05_cell747,0.6820913,0.96727616,0.6282747,0.58229214,0.6562136,0.6671685,0.5456979,0.5365263,0.37275273,0.4272107,0.75015694,0.46475285,0.15449075,JE-TMA-41
JE-TMA-41_scene05_cell2800,0.8629981,0.8292727,0.6968491,0.74813294,0.7406149,0.5135615,0.6803479,0.2303413,0.36316922,0.6723338,0.7494044,0.48053265,0.19296207,JE-TMA-41
JE-TMA-41_scene05_cell1612,1.0592067,0.8981363,0.94553405,0.18438733,0.8852384,0.7696415,0.69282144,0.4710202,0.5949363,0.3828579,0.5251947,0.8204706,0.24389814,JE-TMA-41
JE-TMA-41_scene05_cell4097,0.5318698,0.7119174,0.8168147,0.36737466,0.8593521,0.6477823,0.60131544,0.60263747,0.46514574,0.7878816,0.6601786,0.7603948,0.14371653,JE-TMA-41
JE-TMA-41_scene05_cell3656,0.46250948,0.5895134,0.70723575,0.6331208,0.6057863,0.7081408,0.5659855,0.37842625,0.3615179,0.24488056,0.30504942,0.36764166,0.15812922,JE-TMA-41
JE-TMA-41_scene05_cell2974,1.1777823,0.7831068,0.78220296,0.5890241,0.8197821,0.67279047,0.64443266,0.13861056,0.29979113,1.169315,0.8058693,0.6177125,0.1387092,JE-TMA-41
JE-TMA-41_scene05_cell2981,0.42675424,0.5744839,0.68735355,1.2122947,0.5439978,0.6915893,0.567103,0.37560642,0.37326846,0.28626373,0.48261562,0.70024174,0.25807568,JE-TMA-41
JE-TMA-41_scene05_cell2230,0.6429753,0.61859053,0.65960336,0.8667039,0.722747,0.85819155,0.43005735,0.4277658,0.36213565,0.5260829,0.75292605,0.5978562,0.13838622,JE-TMA-41
JE-TMA-41_scene05_cell4131,1.224207,0.7327634,1.0402721,0.67134774,0.80098224,1.0921785,0.94990504,0.80550784,0.53202504,1.0938262,0.8200228,0.7689242,0.17488371,JE-TMA-41
JE-TMA-41_scene05_cell152,0.9317959,0.6712531,0.42851964,0.29994392,0.574731,0.5766156,0.6415704,0.65335906,0.74751824,1.0186999,0.72423196,0.56829625,0.08314037,JE-TMA-41
JE-TMA-41_scene05_cell3596,0.59359634,0.6277343,1.0156599,0.83671063,1.0041937,1.0983546,0.5382434,0.77104217,0.6679676,0.369618,0.5660402,0.46942377,0.13199876,JE-TMA-41
JE-TMA-41_scene05_cell2872,0.7645164,0.59119695,0.79334915,0.68463606,0.65924245,0.61263466,0.6769946,0.3882466,0.7327717,0.8265807,0.6829646,0.614117,0.13790767,JE-TMA-41
JE-TMA-41_scene05_cell3657,0.44445217,0.2328978,0.6726896,0.11443589,0.40199608,0.92803156,0.51645845,0.6834788,0.2960308,1.0395389,0.4822539,0.45688668,0.12004872,JE-TMA-41
JE-TMA-41_scene05_cell2657,0.5005791,0.6266019,0.58576405,0.28619853,0.5995509,0.6593265,0.681516,0.74440575,0.43775845,0.47402358,0.42735174,0.31036654,0.107553415,JE-TMA-41
JE-TMA-41_scene05_cell4408,0.85572106,0.7247766,0.9586701,0.20578438,0.7799054,0.72120607,0.8153008,0.3455138,0.4485633,0.7042696,0.8537481,0.8606865,0.18139656,JE-TMA-41
JE-TMA-41_scene05_cell5532,0.64263743,0.9121917,0.90371513,0.4058558,0.7340425,0.4461615,0.5290096,0.2926527,0.38926163,0.3957843,0.49340817,0.66978884,0.22307935,JE-TMA-41
JE-TMA-41_scene05_cell4487,0.2967117,0.32284874,0.437528,0.549278,0.45559895,0.5641893,0.73652697,1.3005401,0.16655377,0.8760811,0.49658117,0.19435969,0.13407348,JE-TMA-41
JE-TMA-41_scene05_cell3937,1.1625869,0.6269965,0.8399328,0.44124433,0.6769441,1.2434415,0.9936064,0.40983468,0.53034616,0.8425533,1.0278796,0.5632308,0.22827968,JE-TMA-41
JE-TMA-41_scene05_cell156,0.92633957,0.70988816,0.42864373,0.334771,0.6445102,0.5872744,0.8496501,0.6696325,0.2518491,0.39769563,0.38363227,0.3505975,0.089343846,JE-TMA-41
JE-TMA-41_scene05_cell3907,0.67619866,0.67801785,0.9909567,0.4130231,0.6861749,0.6992496,0.72485447,0.4999657,0.46391553,0.60948217,0.7240199,0.60917956,0.17572655,JE-TMA-41
JE-TMA-41_scene05_cell1396,0.8041449,0.66387916,0.59871686,0.7894628,0.6412413,0.71511525,0.5520243,0.54275686,0.5644074,0.65090847,0.6864317,0.5416308,0.13643005,JE-TMA-41
JE-TMA-41_scene05_cell1741,0.96036935,0.6913437,0.6925832,0.3058169,0.6409002,0.71208066,0.64335465,0.5423138,0.74060094,1.3761202,0.76003414,0.5078064,0.15852728,JE-TMA-41
JE-TMA-41_scene05_cell3385,0.8161144,0.7400447,0.7734905,0.24289028,0.6861309,0.7538509,0.678277,0.57417035,0.5875043,0.8038031,0.62250507,0.88016766,0.13578278,JE-TMA-41
