"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0590324074074074,0.952347222222222,0
"2.5%",0.0511458333333333,0.941666666666667,0
"50%",0.0581018518518518,0.951388888888889,0
"97.5%",0.0680555555555556,0.966006944444444,0
