"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0191435185185185,0.91375,0
"2.5%",0.0143287037037037,0.895833333333333,0
"50%",0.0185185185185185,0.913888888888889,0
"97.5%",0.0238541666666667,0.936840277777778,0
