,CD20_Ring,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CD8_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,HER2_Ring,Ki67_Nuclei,LamAC_Nuclei,PCNA_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03360,3285.7525773195875,2946.9278350515465,2445.6907216494847,2552.9381443298967,1464.6701030927836,2473.319587628866,435.1443298969072,636.8041237113403,532.9587628865979,262.8350515463917,2068.196581196581,1061.4742268041236,2162.7731958762893,810.3931623931624,1600.7264957264954,1816.9316239316242,1512.8762886597938,1224.8865979381446,1370.3917525773195,981.2991452991452,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02007,3387.207142857143,2402.857142857143,1238.5928571428572,1705.4642857142858,571.2785714285715,1913.9928571428568,450.8785714285714,721.0785714285713,554.0071428571429,302.6642857142857,1878.2302936630606,1462.2714285714285,2274.1285714285714,390.4714064914992,2027.3632148377128,1680.3894899536322,1322.45,935.95,1468.057142857143,1109.2689335394127,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04801,3559.401595744681,1649.856382978723,1570.9494680851064,2054.8271276595747,611.6117021276596,1925.5106382978727,580.2632978723404,930.7659574468088,632.1489361702128,594.343085106383,2429.5026525198937,2134.7978723404253,1970.5691489361704,518.7420424403183,3671.6744031830244,1743.6412466843499,1476.247340425532,1322.2739361702127,1875.518617021277,1053.1034482758619,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02189,3722.409090909091,1867.1136363636365,1836.840909090909,2172.659090909091,527.0909090909091,1720.2045454545455,420.3636363636364,596.0,549.8863636363636,257.3863636363636,1985.7969230769231,1144.0227272727273,2175.2954545454545,2504.606153846154,1290.6307692307691,1975.156923076923,1387.5227272727273,994.0,1736.659090909091,1151.28,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01507,5112.403361344538,2555.7815126050423,1869.3865546218487,2778.6722689075627,2026.7899159663864,3517.4873949579833,619.6890756302522,647.0084033613446,624.8739495798319,386.83193277310926,2626.434540389972,1412.235294117647,2150.0756302521013,5829.5264623955445,1380.966573816156,2735.3203342618385,1734.7983193277316,1452.7563025210086,2027.1260504201682,1914.8105849582169,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07521,4696.061946902655,1427.966814159292,1551.424778761062,2201.8030973451328,1902.004424778761,2811.849557522124,640.891592920354,1058.258849557522,644.7942477876106,626.3561946902655,11994.345898004434,3647.404867256637,2893.3185840707965,404.8713968957872,2734.292682926829,2435.756097560976,1332.6438053097345,1223.1946902654868,2002.8097345132746,1570.5720620842571,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02691,4456.940789473684,6647.190789473684,2806.394736842105,2288.565789473684,1284.5657894736842,2585.828947368421,563.875,616.6052631578948,599.2631578947369,294.89473684210526,2142.034042553192,1057.4736842105262,1902.5986842105265,428.6404255319149,1603.395744680851,1973.7446808510642,1376.3881578947367,1299.8881578947369,1859.210526315789,1316.0702127659574,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07964,3109.376923076923,9317.7,1596.946153846154,1792.0076923076922,582.5538461538463,1748.446153846154,488.2,635.6615384615385,628.2692307692307,244.61538461538456,2144.681818181818,1160.076923076923,1529.6538461538462,411.725,1608.9772727272727,2260.2136363636364,1394.4230769230774,1199.2230769230769,1779.5769230769226,1549.9977272727274,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07704,3572.031746031746,2193.354497354497,2187.227513227513,3049.005291005291,961.8201058201056,1933.9576719576721,464.6402116402117,619.8835978835979,568.5714285714286,239.85714285714286,1823.958997722096,1129.5132275132275,1986.89417989418,372.82004555808646,1375.1138952164008,1451.8223234624145,1285.6560846560847,1040.5502645502645,1638.4973544973545,1012.8883826879272,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02679,4492.113970588235,1605.779411764706,1417.422794117647,2495.1764705882347,1678.8235294117646,2874.841911764706,584.0698529411766,576.2757352941177,572.9338235294118,271.9705882352941,2369.2959830866807,1158.9485294117646,4394.099264705882,390.9281183932347,2119.942917547569,2045.5116279069766,1331.1801470588236,1086.8088235294117,1665.6139705882354,1500.830866807611,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05798,3894.9382716049377,2100.851851851852,1639.2962962962963,2017.024691358025,1140.037037037037,2081.83950617284,537.1111111111112,630.5802469135803,654.2592592592592,278.5925925925926,1937.6173184357544,1220.9753086419753,1948.4444444444448,403.6731843575419,1683.6284916201114,1573.3854748603353,1473.9259259259259,1283.1728395061727,2053.6543209876545,1076.81843575419,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07101,3851.0,1067.192468619247,1618.55230125523,1634.0251046025103,742.7615062761506,1897.9456066945609,609.7196652719665,1724.0920502092056,679.8033472803348,1733.928870292887,9314.646825396823,4233.82008368201,2068.9623430962342,379.595238095238,1455.0555555555554,1837.3531746031747,1377.050209205021,978.1464435146443,1636.225941422594,1174.9325396825398,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07802,1429.2371134020618,1294.0412371134018,1462.1958762886593,1258.1134020618554,439.7835051546392,908.1030927835053,318.7835051546392,672.680412371134,584.5979381443299,315.63917525773195,1783.149625935162,1245.7216494845359,1286.5979381443299,361.7256857855362,2772.561097256858,1411.9376558603492,1164.2577319587629,1564.0618556701031,1289.8969072164948,840.4937655860349,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04363,3681.334728033473,1826.5,1564.1757322175727,1697.3828451882846,638.3995815899583,1949.9414225941425,593.8577405857742,1799.8430962343093,682.7928870292887,1460.4016736401675,10434.843908629442,4926.47489539749,2402.2887029288704,401.0761421319797,1840.5596446700504,1679.5736040609138,1452.734309623431,969.5062761506276,1781.571129707113,1156.020304568528,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04240,2994.2374100719426,1081.230215827338,1332.0431654676258,1783.5539568345325,576.0,1782.2014388489208,566.9280575539567,2384.1582733812947,717.8776978417267,3242.5683453237407,2445.4418604651164,2536.3525179856115,1542.5683453237411,418.09966777408636,1800.966777408638,1591.6843853820599,1434.8345323741007,984.4676258992807,1862.1582733812947,1027.6312292358805,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00265,2055.9726775956283,1096.8715846994535,1232.7185792349726,1304.5655737704915,451.06284153005447,1049.5956284153006,375.1693989071038,895.4153005464481,579.3196721311475,334.1584699453552,1760.5500515995875,2010.409836065573,2596.893442622951,381.69659442724463,3841.381836945304,1214.4943240454077,1322.0464480874316,828.5710382513661,1199.0546448087432,725.3199174406604,BM-Her2N75-15
BM-Her2N75-15_scene017_cell08059,2693.9509202453987,5953.200408997956,1412.484662576687,1713.525562372188,1104.5439672801635,1772.5051124744375,384.14314928425364,632.6216768916155,565.8527607361962,217.88343558282207,1632.9194214876034,1155.2167689161556,1888.010224948875,349.99793388429754,1955.6818181818185,1195.4855371900826,1295.7505112474435,1608.2085889570553,1700.7300613496932,807.8842975206611,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00925,3575.8694029850744,1000.4962686567163,1454.9850746268658,1687.4794776119406,711.4813432835823,1881.3190298507463,573.3600746268656,1303.8936567164176,655.5410447761194,544.8731343283581,11661.446341463414,4508.242537313433,2222.626865671642,1147.1609756097564,2739.778048780488,2149.8158536585365,1450.5932835820895,996.4869402985074,1546.3675373134326,1199.8390243902436,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04540,3309.984126984127,2268.0,1413.142857142857,1588.3015873015872,601.4285714285714,1643.3492063492065,432.8571428571428,633.1428571428571,620.2222222222222,255.31746031746042,1996.7674418604647,1278.4761904761906,1731.1746031746036,391.9198966408269,2170.7441860465115,1518.4418604651162,1383.1269841269839,984.6507936507936,2266.6349206349205,1043.2118863049097,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04760,2771.051181102362,1266.2874015748034,1364.0787401574805,1540.2283464566929,567.2795275590553,1487.1417322834643,504.4448818897638,1710.5944881889764,633.9724409448819,863.3976377952756,8231.968152866242,4949.818897637795,2160.6338582677167,378.3715498938428,1290.7537154989384,1422.9150743099785,1356.0905511811025,791.7913385826773,1555.992125984252,883.2972399150743,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04346,4021.490774907749,1509.1623616236166,1395.0848708487085,2045.1217712177122,1262.2509225092253,2284.656826568266,559.4944649446494,624.8745387453872,622.690036900369,287.8856088560885,2116.0727762803235,1244.7638376383766,2013.819188191882,410.44474393531,3599.859838274933,1801.51841868823,1421.2324723247232,1909.3542435424358,2028.926199261993,1302.2201257861634,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00212,3041.4563106796118,999.242718446602,1540.1553398058252,1619.5825242718447,568.1553398058253,1611.8446601941748,540.7961165048544,3056.3980582524273,727.7378640776699,3821.4563106796118,5954.976868327402,4807.78640776699,2079.5242718446602,417.98220640569394,1946.4003558718866,1521.2153024911026,1423.0970873786407,851.504854368932,1396.1650485436896,877.8131672597865,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01551,3725.3603603603606,1954.8468468468466,2018.6216216216214,2725.009009009009,534.5855855855856,2002.3423423423426,424.8738738738739,619.8108108108107,538.2342342342341,251.15315315315314,1909.7554671968192,1082.6576576576576,1765.5585585585584,383.35785288270375,1290.7673956262424,1551.2703777335987,1400.6756756756754,1060.6306306306303,5304.918918918919,984.5188866799203,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00781,4054.2612903225813,1089.7354838709678,1620.083870967742,2032.7709677419355,683.7903225806451,2249.216129032258,610.6322580645161,3005.690322580645,652.2645161290322,2113.558064516129,5725.138238573021,6819.703225806451,2997.8741935483868,403.84057971014494,1933.9810479375697,1658.1415830546264,1456.541935483871,1034.0387096774193,1606.670967741935,1038.4559643255295,BM-Her2N75-15
