,CD20_Ring,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CD8_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,HER2_Ring,Ki67_Nuclei,LamAC_Nuclei,PCNA_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei
BM-Her2N75-15_scene017_cell03360,11.682447140864527,11.525485492511768,11.256616031137684,11.318507868454027,10.517344699053991,11.272816138133141,8.768661823790067,9.316969615114457,9.060584518061667,8.043492434928545,11.014854997644049,10.053212129853263,11.079333570179509,9.664257334784969,10.64541210472716,10.828082222549513,10.564031600270233,10.25960981168487,10.421425035770554,9.940018633579271
BM-Her2N75-15_scene017_cell02007,11.726306363239354,11.231135446345338,10.27565063153794,10.73679450550844,9.160573776964736,10.903123295619736,8.819791334243853,9.496012019190374,9.116362528621732,8.246333431330097,10.875926159917727,10.514981690729718,11.15173236145524,8.612763125083085,10.986100300576222,10.715438244891361,10.370087975442015,9.871828250811019,10.520674799081295,10.116693458615625
BM-Her2N75-15_scene017_cell04801,11.797824263919056,10.688998902444052,10.618339126104175,11.00550323958594,9.258829115380049,10.911774437323038,9.183048006568827,9.86382381157134,9.306401095747816,9.21757749606758,11.247038993269227,11.06055940436064,10.945128595705238,9.021651954508634,11.84261528589513,10.768714687950725,10.528695686208577,10.369896035201464,10.873842887997043,10.041800742710286
BM-Her2N75-15_scene017_cell02189,11.862408418445485,10.867366500754581,10.84379617120232,11.085909975523577,9.044642495883279,10.749202840016835,8.718922004875596,9.221587121264806,9.10561094137317,8.013386123454744,10.956228702271085,10.161160518965309,11.087658715272516,11.29094394571164,10.334977999020131,10.948481797959143,10.439335075974636,9.958552715431011,10.76292935410023,10.170275613879548
BM-Her2N75-15_scene017_cell01507,12.320068119499522,11.320113166341049,10.869120748787738,11.440699079879261,10.985692477983019,11.780739629207083,9.277726943922005,9.33986871184933,9.289728318774007,8.599287784753109,11.35943910615452,10.464785969298136,11.070842534421427,12.509410440883043,10.43250700576245,11.41802141751706,10.76138361688661,10.50556973094087,10.985931604984009,10.903739214394879
BM-Her2N75-15_scene017_cell07521,12.197542905275018,10.480756696824471,10.600307650410587,11.105124826827762,10.894063200766379,11.457816678260016,9.326185855405363,10.048839466381986,9.334930780424285,9.29314098591597,13.55018713936009,11.833050120407362,11.499008015917502,8.66487886188565,11.417479497795195,11.250746139150147,10.381157682120351,10.257617300490462,10.968529813102569,10.617992710936841
BM-Her2N75-15_scene017_cell02691,12.122161739460745,12.698746069760405,11.45501621450688,11.160858305355468,10.328187727364769,11.336968944428026,9.141787841671004,9.270541236907015,9.229451312755915,8.208940224936757,11.06543905237724,10.047769686146543,10.89451364706594,8.74698593489168,10.647814329489865,10.94745042074614,10.427719463276075,10.345281218288491,10.861250189911688,10.363116542108589
BM-Her2N75-15_scene017_cell07964,11.60287370492277,13.185912991218938,10.64200307910572,10.80816596228854,9.18872197337654,10.772682545253211,8.934280593640024,9.314382801574881,9.297533591286463,7.940257119429001,11.067220440269645,10.181247840728913,10.57993234222126,8.689037019163155,10.65282460731559,11.142881587039978,10.446486882301212,10.22908685887963,10.798129047880284,10.598980857009806
BM-Her2N75-15_scene017_cell07704,11.802933016844186,11.099580896210988,11.095547029712614,11.574596030059078,9.911122458575187,10.918086291794213,8.863071841296062,9.278179009755165,9.153732967939726,7.912033898884478,10.833648335258845,10.142762157031136,10.957025245684418,8.546200123362459,10.42638416550429,10.504642560424676,10.329410766141306,10.024516749261553,10.679037858453674,9.985683121810018
BM-Her2N75-15_scene017_cell02679,12.133499941831044,10.649956165512565,10.47007191037135,11.28550421575443,10.71409396610961,11.489768656064582,9.192465071694032,9.17311677540701,9.164740588749076,8.09260170321665,11.210851506937214,10.179845074489185,12.101680034122165,8.61444527078133,11.050490077770423,10.998951148597286,10.379573471947394,10.087209317738733,10.702704263484549,10.552506633228507
