"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00164351851851852,0.990555555555556,0
"2.5%",0,0.983993055555556,0
"50%",0.00138888888888889,0.990277777777778,0
"97.5%",0.0037037037037037,0.995833333333333,0
