"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0356805555555556,0.953,0
"2.5%",0.0263425925925926,0.941666666666667,0
"50%",0.0361111111111111,0.952777777777778,0
"97.5%",0.044224537037037,0.965277777777778,0
