"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0326296296296296,0.889444444444444,0
"2.5%",0.0256828703703704,0.869444444444444,0
"50%",0.0326388888888889,0.890277777777778,0
"97.5%",0.0405439814814815,0.904895833333333,0
