"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0323009259259259,0.642638888888889,0
"2.5%",0.0251967592592593,0.610381944444444,0
"50%",0.0324074074074074,0.641666666666667,0
"97.5%",0.038912037037037,0.672291666666667,0
