,CD20_Ring,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CD8_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,HER2_Ring,Ki67_Nuclei,LamAC_Nuclei,PCNA_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-18_scene017_cell06161,4609.420723736562,1576.2264728262294,1683.4387735113826,2023.0924063226205,730.2951052295516,2821.089411087444,614.971180713655,704.8019994267895,733.2800983279848,438.6932327582508,2170.0515963317484,1317.300042187324,2362.932794433035,358.254949472494,6653.789392123535,1932.3720124813665,1539.7575991080373,2881.398184106528,3729.0333720168564,1269.594645484617,BM-Her2N75-18
BM-Her2N75-18_scene049_cell03929,4975.701796183666,817.0946393252732,1298.400244380556,1870.051833789326,509.8103535691183,2217.574278602356,616.5202037736661,614.111711582113,957.4529774394196,474.2730984497225,1715.219087873714,1187.7852781802194,2352.0893968018745,279.1205451975806,1111.0923479466776,2358.951233590461,1285.4440954526335,1027.8496259284307,789.1555067461443,1462.378095103642,BM-Her2N75-18
BM-Her2N75-15_scene017_cell00833,3439.5293459351856,5715.939810925987,1980.764113490296,3272.9384668366765,3033.5576604855055,3415.484934350413,438.5621520740971,547.3089890749825,617.6417243385554,-86.3182165680696,1970.2694684124897,1002.6826002412683,1249.2686712951147,388.21338285318427,2148.2080200474506,1701.7479622682836,1368.0885988248042,3217.9705838865552,1431.9186983647817,1137.958712792909,BM-Her2N75-15
BM-Her2N75-18_scene049_cell02064,3130.80230285996,1121.2055898103358,1577.3510437352236,3027.7653671181774,1558.254358852136,3646.8882793130742,467.7035286802022,648.20771514948,636.7531614846217,411.2855145887065,1639.587318679922,1149.6450007808205,1147.7200166720772,399.5382003973584,1502.1212739552616,1888.3493736491714,1292.8869885971699,1872.8251857178714,1052.4653460603702,1536.5161615746265,BM-Her2N75-18
BM-Her2N75-17_scene017_cell00375,2823.0063430681475,1735.0958747808013,2533.0997276344933,3238.457103155529,479.63000347357877,1586.0613411055524,294.3120066068593,695.3356599644972,500.7538731399032,86.19291690348246,2141.624388501329,1176.7547994280485,2869.5353544729783,378.44831422477495,1252.1831336637229,1223.7801943278214,1689.4456955271546,1920.4810342411859,1277.928022392056,794.0777045152854,BM-Her2N75-17
BM-Her2N75-17_scene049_cell05548,4132.3584623662755,675.6601498345202,1772.443400255907,1839.0028854903876,477.89685648628483,2020.8424779179838,529.9771424105534,3547.196184833115,659.1339744113299,4883.140270243974,2942.680598144403,3641.0304942883054,2748.3717868891795,1179.4446312010095,1976.6187657652774,2245.3038475057037,1334.6523393272282,881.635844446434,1325.2013374835833,1070.037944610546,BM-Her2N75-17
BM-Her2N75-18_scene017_cell04018,3047.1607780766753,1188.2107013554114,1779.0149847351756,1659.8235353240323,584.1693511747967,2258.369751512481,466.6093778583672,1575.9744678808477,555.8350314086667,1796.7057464334812,3034.195458974572,1936.592969216771,2144.0615560987617,335.4654642226994,1390.3565224774527,1557.619554873291,1337.963247859462,991.1457499924105,1437.5034871341277,938.9783615007169,BM-Her2N75-18
BM-Her2N75-17_scene017_cell08384,3162.101563831217,1436.158373540824,1709.9485302799324,2168.8841180540353,652.9346330884807,2231.019558913217,387.3475232393681,1918.0520698583457,649.6441414837469,1464.0884518292487,7203.109107361205,3796.2622573764784,2065.2138766411736,405.4058953315881,3153.535240233696,1511.7628680735852,1623.9323956442474,962.4381010907979,5824.590675382405,757.4974401863783,BM-Her2N75-17
BM-Her2N75-17_scene017_cell01067,2988.5999238957183,1374.7423107725933,1574.618315430113,2578.041095194917,623.4609823011107,1821.0104504281524,431.30736585304146,1639.874993269119,588.9902750212464,2478.3194732983893,19665.352256475795,3934.148824346292,2588.117773899777,376.1208176702211,2127.665540463655,1647.0299584565641,1360.1739474977267,955.4267146707334,1571.4139137589586,1182.7879172068638,BM-Her2N75-17
BM-Her2N75-18_scene049_cell03239,3349.2453680302892,1155.7311852996158,1642.037392265614,2304.165686798556,1230.1868294605752,2923.0438339047223,430.9439452398325,899.2304653985527,544.1347201496586,748.7227586328984,1712.8816311210508,1442.3143536866664,1897.986805847391,384.52310912005515,1628.6611969933938,1507.9851341964495,1338.0344301159348,2270.924974855235,975.0893549398864,910.5508563432885,BM-Her2N75-18
BM-Her2N75-18_scene017_cell04610,2432.806607950598,1736.9757984485343,1425.6989150944326,1430.9889371017503,611.709039810141,1435.020227190268,416.6131296660785,663.6210114493879,504.42566635030266,362.0399586069707,1915.0457627349967,1226.9419294580207,2644.2544920607243,393.6466760981337,3439.845725206658,1452.8996421202326,1333.7202611556334,716.6579336922189,1378.0360505793578,808.4950286504081,BM-Her2N75-18
BM-Her2N75-18_scene049_cell02214,4334.012829377996,1586.4692388987742,2781.2402306539384,2571.829144368705,502.7005418237742,2440.8893896493632,489.35257446386083,681.1770892989693,695.0083164528181,435.7661570135656,1834.7709422226624,1290.0358804473112,3107.227309172884,322.55274743271985,1318.7624398442779,2014.2820813635915,1488.2785401923193,2376.9168651918453,1233.6150593488974,1480.327489345317,BM-Her2N75-18
BM-Her2N75-15_scene049_cell02568,3428.307752925898,624.0136749376654,1630.9954092473988,1700.315618285141,349.6398200698126,1859.7475019281753,400.9656597312885,3897.2653785147095,627.1001669013364,4215.078667420089,4654.799109402515,3023.5866853084117,3202.4393894473433,441.28648244879923,1955.6724893964004,2142.2052487176816,1205.0680745883083,784.2964951894475,1109.9950608154268,975.6411647044816,BM-Her2N75-15
BM-Her2N75-17_scene017_cell09333,2635.66992734924,1461.6576347917703,1680.0918003202682,1955.5240256391312,792.0986301342177,1847.5324927925346,274.4685083526838,695.7488086117255,556.8125907660983,-31.38671919375065,1811.4142220033498,1197.3307420663723,1664.433042863202,353.2119232585865,1253.3110237967207,1363.6893449383424,1336.6985985130175,1137.2677193325953,1104.3176126831472,803.5059834820697,BM-Her2N75-17
BM-Her2N75-17_scene017_cell01428,3423.803711259663,971.7832555772061,1520.5539498539852,1539.3542808368904,597.2221654722207,1814.5299258317411,424.5766112667754,1014.7851457350123,517.4764799283373,1217.2783041715913,5531.313206194675,4637.977546345024,7044.692591815522,370.73753811991014,1845.2480548298008,1516.403963849931,1236.3121065410874,798.7235525452564,1302.7140793982903,1023.1706906871666,BM-Her2N75-17
BM-Her2N75-18_scene017_cell07379,2959.534137329192,996.5118840428723,1596.3378599909165,1754.5884948562518,602.5684931177278,1942.8275371841346,550.0921443117685,2322.4236333655244,735.6929933333334,4377.638261088882,13751.093045327321,2995.1129494691672,1877.581363924484,387.2159083384374,2254.2584451529724,2365.3305891293257,1395.1437255893643,890.1269942543407,1031.5310112299758,1073.1459202428819,BM-Her2N75-18
