"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0104907407407407,0.994597222222222,0
"2.5%",0.00740740740740741,0.988888888888889,0
"50%",0.0101851851851852,0.994444444444444,0
"97.5%",0.0148148148148148,0.999340277777778,0
