"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0147283950617284,0.931333333333333,0
"2.5%",0.00987654320987654,0.914722222222222,0
"50%",0.0148148148148148,0.931481481481481,0
"97.5%",0.0197839506172839,0.947268518518519,0
