"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0164876543209877,0.973592592592593,0
"2.5%",0.0110802469135802,0.957407407407407,0
"50%",0.0160493827160494,0.974074074074074,0
"97.5%",0.021929012345679,0.985185185185185,0
