"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0466435185185185,0.969069444444444,0
"2.5%",0.0388888888888889,0.956215277777778,0
"50%",0.0462962962962963,0.969444444444444,0
"97.5%",0.0548726851851852,0.979895833333333,0
