"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0184166666666667,0.967152777777778,0
"2.5%",0.0131828703703704,0.956944444444444,0
"50%",0.0185185185185185,0.966666666666667,0
"97.5%",0.0238541666666667,0.979895833333333,0
