,CK19_cytoplasm,HER2_cellmem25,Vim_nucadj2,CD20_perinuc5,CD3_perinuc5,CD31_perinuc5,CD4_perinuc5,CD44_perinuc5,CD45_perinuc5,CD68_perinuc5,CD8_perinuc5,PD1_perinuc5,PDPN_perinuc5,aSMA_perinuc5,CK14_cytoplasm,CK17_cytoplasm,CK5_cytoplasm,CK7_cytoplasm,Ecad_cytoplasm,Ki67_nuclei,LamAC_nuclei,PCNA_nuclei,pHH3_nuclei,ER_nuclei,batch
JE-TMA-41_scene01_cell1608,0.008175300723853227,0.013835165230305662,0.14603497495359796,0.03980771624308914,0.0197557872295261,0.1383024690167798,0.20689406884870765,0.09851330659121249,0.19843416660837931,0.15124175107350035,0.1782526812153591,0.0002913691307253741,0.16070886262951317,0.016831681108261463,0.012711422098973585,0.005983628237066925,0.005744784872888569,0.015379452835187091,0.0037417603808991,0.005904700221427512,0.017147819599757665,0.009854242455607344,0.0077037485601850865,0.019381233256747586,JE-TMA-41
JE-TMA-41_scene01_cell204,0.00789802790654026,0.01723868319597877,0.00815008232970279,0.18806617147824045,0.003517895858603606,0.007301597458671864,0.03446291830490712,0.007198829727944114,0.010005155890723226,0.0042580851997565585,0.018816665309459107,0.01808089331620517,0.02485820543256665,0.008062685818642891,0.002182832864880657,0.014015307608513843,0.0032058573483037534,0.01808450771910588,0.0014126978297574744,0.012115338697066332,0.007518559486802039,0.007879852079488079,0.01603930481320006,0.0030136917735406788,JE-TMA-41
JE-TMA-41_scene01_cell2297,0.00572698078218258,0.019295174210340795,0.08973919759454818,0.008462334310574686,0.08110646819242284,0.009895995061637996,0.013521358105314634,0.016661191712579952,0.014798031540162642,0.010984974985612324,0.015167080161956632,0.01610913193265191,0.0005010454739211201,0.010706715252455819,0.014664257188437788,0.018288019405783944,0.012250960115174531,0.013956590508094696,0.015392676949785336,0.01982291621821724,0.004759485460336102,0.005662282957291995,0.013841029060696912,0.012882869134113175,JE-TMA-41
JE-TMA-41_scene01_cell1231,0.010822090812874557,0.012558098877063195,0.014777569836018674,0.3343964521071056,0.065280615498718,0.015965991481265207,0.15974791982692665,0.007510484497202001,0.041657529652937564,0.004266116623077223,0.012317362276680843,0.008609135921642202,0.011439084858277085,4.026482924697872e-05,0.017676829198515917,0.0008371378567166966,0.014402723900504264,0.014348071303381732,0.010649236609422963,0.006695136289000952,0.018547704436912612,0.01434549943900051,0.010451218824798896,0.013094533297166547,JE-TMA-41
JE-TMA-41_scene01_cell3042,0.0017045828959609067,0.01737990505712904,0.18585011873059476,0.027150259819192196,0.20378131752569562,0.02,0.9838209814659209,0.0018475307035796297,0.0018908981662856595,0.008247244730233343,0.628714283167572,0.015157167469522517,0.6943184953316668,0.005121083062606815,0.01649597935645089,0.010554004921318354,0.0055021268705396165,0.002501417709412761,0.015699927549020668,0.005756489401845224,0.013978312820574082,0.0033540003264146347,0.0027750301898261777,0.019687819761675104,JE-TMA-41
JE-TMA-41_scene01_cell3099,0.008504491906481419,0.013536616646487781,0.0070024456778100385,0.1676122342595076,0.014953206161943766,0.012239564463482424,0.04723750867023509,0.00698007118778752,0.11622271336947154,0.0036592380540774205,0.0019096884588552321,0.007502785156771541,0.12636419975097227,0.00988608519371238,0.0037689533014624256,0.014054105989101957,0.005313688189068715,0.017894060670966997,0.0032203691001823987,0.0014915664381748362,0.005178536124207922,0.00030837435929659485,0.01234339412432321,0.00574670793765216,JE-TMA-41
JE-TMA-41_scene01_cell127,0.0034160404918358277,0.01003606554666992,0.011908031518132172,0.19940627550109663,0.009377987258731716,0.005259739979700413,0.0744316416262309,0.018505625583178635,0.0009400381713252726,0.002011201658918289,0.009324815779703718,0.005165816624670956,0.013353677535109687,0.011707356125001615,0.00854082691404402,0.0034207203267145794,0.0037156259167842555,0.009465932128930354,0.018861317987477227,0.019709092208688883,0.01679267714487503,0.00885793919194576,0.017201947274686512,0.0017510430130671707,JE-TMA-41
JE-TMA-41_scene01_cell2985,0.016413167944868145,0.010339461981351739,0.016234628392905567,0.06699170510075622,0.2786799683445892,0.0036511901414345463,0.25837835135718573,0.010709734709153774,0.08023701446256726,0.00936840388585347,0.013294312497126827,0.008428947661727646,0.012767363494668272,0.00962715649910667,0.018718219861046905,0.016621627805011103,0.019011881529092594,0.003610426118446728,0.005458885405470082,0.017208872537457204,0.014520501993155951,0.0158538589348938,0.018194079216216956,0.017400009845894595,JE-TMA-41
JE-TMA-41_scene01_cell1592,0.012015139587405483,0.0030146366271764837,0.0031140573561930854,0.35601695354723323,0.005639573304171291,0.012260409378084876,0.016285096271787793,0.015030165751661344,0.08294754503195689,0.0034074686597904157,0.022302122644103348,0.0010587674768984324,0.011809865646215181,0.004168428327875515,0.00199956289081864,0.011945747134957971,0.011912425457333384,0.0006334437505657498,0.009310697563030733,0.007760041366980761,0.00917103347752511,0.007264523373113265,0.011574609396921006,0.015976511705091324,JE-TMA-41
JE-TMA-41_scene01_cell2304,0.0009711459002462353,0.008514283851758191,0.08674153988293665,0.026005144118957504,0.43275683500652273,0.006830329085370162,0.846543444015718,0.012727480013390548,0.1439312459375348,0.007310981011851978,0.3615205536923197,0.019631037840909398,0.005538794719780065,0.003008977982039238,0.016953615629546833,0.0026284498620450436,0.01678840038749312,0.012327960795238478,0.012885746339410547,0.01716269407466016,0.016279359072232956,0.01896472952576554,0.0007887021774531445,0.003811218088616617,JE-TMA-41
