"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0309259259259259,0.441777777777778,0
"2.5%",0.0240740740740741,0.407407407407407,0
"50%",0.0308641975308642,0.442592592592593,0
"97.5%",0.0389506172839506,0.47875,0
