"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0158765432098765,0.99512962962963,0
"2.5%",0.0101697530864198,0.988888888888889,0
"50%",0.0160493827160494,0.99537037037037,0
"97.5%",0.0231635802469136,1,0
