"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0181296296296296,0.999472222222222,0
"2.5%",0.0126736111111111,0.997222222222222,0
"50%",0.0180555555555556,1,0
"97.5%",0.0240972222222222,1,0
