"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0163518518518519,0.986069444444444,0
"2.5%",0.0113310185185185,0.977777777777778,0
"50%",0.0162037037037037,0.986111111111111,0
"97.5%",0.0210763888888889,0.993055555555556,0
