,HER2_cellmem25,Vim_nucadj2,CD20_perinuc5,CD3_perinuc5,CD31_perinuc5,CD4_perinuc5,CD44_perinuc5,CD45_perinuc5,CD68_perinuc5,CD8_perinuc5,PD1_perinuc5,PDPN_perinuc5,aSMA_perinuc5,CK14_cytoplasm,CK17_cytoplasm,CK19_cytoplasm,CK5_cytoplasm,CK7_cytoplasm,Ecad_cytoplasm,DAPI2_nuclei,ER_nuclei,Ki67_nuclei,LamAC_nuclei,PCNA_nuclei,pHH3_nuclei,batch
JE-TMA-41_scene01_cell1608,-424.56586,3003.0117,-555.0453,109.16056,682.4733,2403.7517,1431.5039,1199.1852,852.69275,1224.0614,114.52028,790.6406,32.08423,-347.18677,-395.95584,-1372.2372,-549.9789,-2511.561,-1641.511,3426.4634,-192.29317,-3402.373,-581.9468,-1204.369,-148.56654,JE-TMA-41
JE-TMA-41_scene01_cell204,-386.1602,-116.31138,4605.4375,173.88359,12.225948,456.90607,-300.45667,221.02992,74.045555,-164.66577,125.561264,160.6132,-162.84523,-287.59988,-272.02893,-1411.3995,-389.54144,-2486.0652,-1001.13934,1825.0658,-211.59857,-3365.8325,-889.96436,-791.88293,-4.5928903,JE-TMA-41
JE-TMA-41_scene01_cell2297,-522.1332,2483.638,-1583.8922,404.8776,98.54334,239.74646,-120.51622,317.03482,-179.17308,-680.34546,-129.58357,-118.73485,-394.86368,-418.68637,-432.98877,-1421.8087,-579.07117,-2540.3923,-1806.5657,1134.0272,-242.78758,-1894.4585,-887.21564,-1255.4973,-161.76122,JE-TMA-41
JE-TMA-41_scene01_cell1231,-506.84933,-152.11833,9698.805,351.55753,64.5095,1871.4452,123.63869,529.9127,-124.17231,120.53436,-95.561935,-43.32299,-397.69522,-388.29626,-431.92062,-1398.2944,-543.07776,-2519.2485,-1810.8746,1781.3407,-294.5624,-3470.8462,-832.26666,-1164.1196,-141.4361,JE-TMA-41
JE-TMA-41_scene01_cell3042,-515.8192,3370.3384,-995.6178,818.19147,119.670296,11175.698,-257.4133,345.8727,-88.751434,4073.695,-27.432146,3265.334,-222.34723,-383.16663,-432.27658,-1405.6968,-541.4788,-2519.2349,-1818.1251,1396.0609,-269.56335,-3390.9814,35.93261,-1222.5432,-127.952255,JE-TMA-41
JE-TMA-41_scene01_cell3099,-488.843,1335.1365,3893.49,-35.464924,101.43336,601.1385,485.81952,848.22815,48.97538,111.84723,-81.60919,631.3622,-323.71497,-367.2621,-365.28665,-1404.0205,-529.54517,-2509.3066,-1803.451,2527.5552,-286.5415,-3434.0532,-768.7894,-1106.5884,-117.38307,JE-TMA-41
JE-TMA-41_scene01_cell127,-483.19116,16.01778,5000.1567,148.83342,-12.605412,908.1757,-159.8372,88.317764,12.553748,59.21704,61.892284,-3.5087821,-398.22705,-375.77283,-430.5893,-1414.3767,-486.92093,-2518.2192,-1253.8522,2659.624,-224.24838,-3106.3772,-809.59314,-1079.8285,-131.4824,JE-TMA-41
JE-TMA-41_scene01_cell2985,-516.8797,-325.71393,391.15707,1070.5386,-3.3979456,2985.0386,-226.74702,694.6068,81.05651,-329.87216,-14.207689,-41.31302,-372.3458,-237.46303,-243.7862,-1417.3906,-539.57227,-2499.4692,-1885.5548,-279.28842,-268.5742,-3417.6084,-813.882,-1246.8334,-142.74141,JE-TMA-41
JE-TMA-41_scene01_cell1592,-516.1532,-637.5529,10451.357,55.16789,-40.701298,-72.27985,-502.94266,706.17786,-128.64012,237.51343,-153.03516,-119.970375,-400.7203,-380.9219,-433.00757,-1412.4257,-541.81537,-2509.461,-1845.8721,2817.121,-242.09651,6064.628,-820.2368,1039.9504,-137.64105,JE-TMA-41
JE-TMA-41_scene01_cell2304,-492.82013,2455.9822,-1035.4762,1589.6514,47.61314,9625.757,42.85634,966.5148,64.81945,2383.4197,-74.00809,-101.605515,-231.56485,-384.68054,-432.02563,-1406.7543,-566.4677,-2504.9092,-1805.4005,5871.0615,-207.63855,-3418.9119,-791.13116,-1193.562,-139.53807,JE-TMA-41
JE-TMA-41_scene01_cell3355,-486.04932,1786.2932,6006.2993,-36.96651,256.27637,1100.5884,586.85223,727.55334,1125.512,224.98279,-45.661884,582.4007,-294.88397,-316.25183,-368.17297,-1398.8219,-550.69696,-2511.9019,-1731.6528,2743.255,-278.8745,-3471.1807,-446.7594,-1161.9124,-120.912125,JE-TMA-41
JE-TMA-41_scene01_cell1292,-486.867,29.969746,5665.221,1676.74,86.56652,6170.8774,288.40387,1057.2445,-86.49341,310.84802,84.284225,-51.641335,-383.54367,-378.47382,-428.4153,-1404.5422,-533.1794,-2514.5544,-1822.8276,1781.6576,-274.0534,-3473.5796,-867.165,-1068.4641,-116.49877,JE-TMA-41
JE-TMA-41_scene01_cell1784,-503.79373,762.89105,-1323.11,2006.5647,-35.81429,7531.506,235.05128,928.19324,-83.39106,2006.4075,-205.57643,-2.1831748,-357.34943,-384.47784,-431.10168,-1408.8029,-567.7557,-2503.6736,-1849.0663,1989.8524,-259.5244,-3412.6106,-837.67175,-1315.2662,-154.75464,JE-TMA-41
JE-TMA-41_scene01_cell2440,-503.2482,872.174,-951.1676,513.2314,-47.520367,2221.3213,-476.22128,-208.21202,-169.3891,185.21472,-172.78064,-81.75563,-275.515,-372.64285,-423.86234,-1421.832,-547.62335,-2512.0845,-1907.1617,1041.2372,-234.00201,-3428.8755,-937.2787,-1248.0295,-118.67803,JE-TMA-41
JE-TMA-41_scene01_cell2353,-473.08975,1343.2144,-1340.7318,3245.366,10.86414,5931.9663,48.442398,1471.8888,-98.11125,1414.3738,8.819532,-59.064842,-272.94263,-378.93158,-424.37598,-1413.5931,-549.58997,-2489.745,-1851.5519,3595.204,-212.00844,-3422.043,-794.8403,-1154.4425,-119.498924,JE-TMA-41
JE-TMA-41_scene01_cell2415,-503.1064,1247.5405,4281.489,1132.53,154.56522,4377.4746,4.458388,987.29675,-30.74615,1234.7062,562.71875,167.77254,-215.87505,-384.44028,-431.085,-1409.686,-572.50916,-2492.87,-1762.9348,2926.936,-203.338,-3373.1667,-764.4838,-1167.9307,-131.84468,JE-TMA-41
JE-TMA-41_scene01_cell3112,-502.0944,957.914,7543.023,-12.514485,433.0416,1743.5465,128.73335,728.58484,430.527,433.68494,-19.264696,89.11929,-398.91022,-369.99765,-404.94293,-1398.4574,-559.19653,-2517.542,-1775.3162,1063.7885,-298.25974,-3503.6052,-866.2937,-1318.0203,-151.0235,JE-TMA-41
JE-TMA-41_scene01_cell512,-502.40036,-79.644264,4137.8105,106.54508,-23.214008,400.38824,-199.06956,128.47792,-105.49775,32.171265,-215.31871,-65.51885,-384.1388,-383.77423,-427.04108,-1418.5565,-503.06842,-2495.3025,-1758.4164,1847.0082,-258.70374,-232.04434,-843.9375,-1017.87897,-146.4499,JE-TMA-41
JE-TMA-41_scene01_cell84,-495.35913,-680.6326,10771.16,136.92888,-17.97469,1083.5853,-506.36307,437.45767,-139.92496,-44.62018,1671.1259,-113.05777,-400.78473,-394.5679,-430.59732,-1391.8158,-519.43286,-2519.1924,-1568.2892,904.5565,-288.64902,7337.8174,-884.8151,-530.6439,-23.898676,JE-TMA-41
JE-TMA-41_scene01_cell2548,-518.61707,3.1148875,-1680.2914,-84.02621,-51.254314,-156.97491,-549.1655,-675.6527,-183.3126,-379.72287,-299.36917,-116.113174,-384.08777,-388.06885,-426.04614,-1410.3352,-545.1418,-2492.8938,-1931.1106,647.8251,-224.96039,-3429.4285,-881.22174,-1317.4572,-132.94337,JE-TMA-41
JE-TMA-41_scene01_cell1800,-487.93515,223.1858,1780.1552,373.08463,48.141537,334.59656,-313.86826,94.3163,-130.97292,621.75244,6.4604626,-39.978188,-183.96655,-360.21994,-422.574,-1417.7622,-539.13947,-2512.9626,-1852.78,3281.1016,-241.96819,-1610.5312,-648.27893,-1077.5477,-131.22516,JE-TMA-41
JE-TMA-41_scene01_cell1197,-528.79553,448.6158,10301.385,560.80426,-8.15414,3793.5488,73.051895,418.15494,-192.07196,-80.4906,-118.98129,-116.75326,-399.2073,-414.3951,-433.00757,-1403.6183,-567.06396,-2539.983,-1831.5477,479.90958,-313.42734,-2128.8992,-897.09357,-1365.2205,-163.8307,JE-TMA-41
JE-TMA-41_scene01_cell2582,-485.05933,241.78487,-984.4574,716.8531,-25.757748,3596.544,-429.79895,7.4881763,-131.91963,508.203,-212.81581,-30.44291,-376.32205,-394.98398,-416.474,-1407.806,-540.86725,-2515.7446,-1887.1643,912.8114,-222.87842,-3223.82,-797.12646,-1350.6191,-157.76355,JE-TMA-41
JE-TMA-41_scene01_cell1716,-465.71103,593.066,1418.8485,470.4501,320.05942,4315.243,107.16933,256.75235,1.0721502,3414.2708,7.90724,7.701949,-316.8184,-387.28156,-390.6271,-1401.4491,-508.27985,-2519.0334,-1848.8137,-263.4642,-258.573,-3473.7944,-910.0496,-1010.83936,-62.155445,JE-TMA-41
JE-TMA-41_scene01_cell2857,-524.54095,1685.6333,-1012.81506,-3.200643,258.51022,139.93427,-355.3838,-285.06564,-136.37004,-250.39328,36.53715,-59.321716,558.55194,-372.06607,-403.2466,-1420.0935,-522.9311,-2504.2007,-1883.1685,2799.8667,-242.80748,-3355.1775,-613.7268,-1259.7124,-147.17801,JE-TMA-41
JE-TMA-41_scene01_cell26,-529.4693,-655.2719,-1155.6976,-110.93575,-53.892952,-429.81927,-558.9928,-666.0542,-186.39153,-618.18054,138.66048,-123.973595,-393.08792,-333.3028,-411.3613,-1424.5132,-536.34094,-2517.724,-1891.4077,-925.3187,-277.1536,-3436.8833,-989.0951,-1265.3147,-120.53386,JE-TMA-41
JE-TMA-41_scene01_cell2492,-502.30405,700.6108,-1419.1808,1659.9028,27.441921,4230.463,-143.32191,558.17957,-162.35141,-147.83807,-227.38165,-86.89233,-345.1477,-377.08832,-426.48904,-1414.744,-551.17377,-2485.9658,-1892.6948,4750.2207,-196.70255,-3417.3174,-786.46844,-1235.5222,-139.2752,JE-TMA-41
JE-TMA-41_scene01_cell1611,-502.61542,436.90463,4317.548,732.4954,52.934322,2780.8418,55.34645,602.9337,627.38684,143.85577,71.31624,-111.961296,-395.75995,-387.32925,-432.8156,-1409.6624,-547.2773,-2534.664,-1834.4364,4184.4214,-256.77982,-3379.4932,-863.0801,-1134.1946,-130.13562,JE-TMA-41
JE-TMA-41_scene01_cell499,-462.62396,367.5649,5714.5933,423.5038,-14.682041,2234.8806,66.58827,234.41518,18.620657,137.3172,-51.950855,104.6987,-355.38715,-380.13837,-418.57382,-1410.956,-487.69965,-2487.7917,-1118.0571,3208.104,-242.55441,-3260.5098,-732.78125,-1018.81537,-76.71199,JE-TMA-41
JE-TMA-41_scene01_cell3037,-480.1391,2248.537,5308.7437,580.42975,144.03906,2593.2769,658.3033,1339.0653,-57.4582,137.20404,-49.139515,1720.8706,-249.30453,-360.03638,-345.7452,-1398.3153,-522.61914,-2504.4258,-1797.3394,2538.129,-291.57083,-3498.2415,-841.0313,-1125.1564,-117.90587,JE-TMA-41
JE-TMA-41_scene01_cell3614,-489.4369,5326.806,-515.09485,791.7132,12.588924,2760.916,170.4424,380.88858,428.75974,162.13812,283.66122,-37.351387,-122.96893,2230.9307,710.03186,-1034.3618,9568.89,-2378.9575,2883.3777,686.932,-295.65225,-3001.0637,-745.79834,-1012.04987,-127.95012,JE-TMA-41
JE-TMA-41_scene01_cell2893,-521.6582,2629.4326,-1434.0569,496.79813,5.486416,471.84064,-318.60287,-105.90953,-165.02106,-33.19873,-16.793047,-73.93509,-131.0195,-367.60333,-401.8947,-1416.479,-525.477,-2509.468,-1871.1456,2116.6182,-202.35812,-3437.0813,-378.8081,-1230.9178,-143.45901,JE-TMA-41
JE-TMA-41_scene01_cell2399,-500.796,1843.0869,-116.2045,1639.0149,24.137478,2787.2102,-210.11305,700.79285,41.049324,198.83453,-224.42387,-98.19455,-230.1514,-377.37274,-429.23422,-1413.7908,-569.6612,-2489.019,-1850.9534,5106.7695,-220.23193,-3403.2986,-780.318,-1221.1969,-147.41872,JE-TMA-41
JE-TMA-41_scene01_cell700,-480.98773,-623.549,16224.04,67.78556,25.836964,1214.5521,-335.93192,495.92007,-35.914528,202.81763,1072.4142,-36.172485,-393.51865,-374.2077,-422.2522,-1403.6823,-516.90234,-2518.071,-1441.0934,2317.143,-259.86227,702.7879,-885.99054,-493.2585,-111.68405,JE-TMA-41
JE-TMA-41_scene01_cell2951,-466.53275,524.2021,11276.882,-189.373,58.226604,-344.55176,-127.55504,1095.8615,-92.42426,198.35358,-117.689316,624.9097,-400.076,-388.45444,-431.9105,-1394.1285,-572.3013,-2494.3757,-1797.9451,3271.4062,-269.21692,-3389.4124,-880.4043,-1161.9956,-107.68637,JE-TMA-41
JE-TMA-41_scene01_cell1938,-521.2311,307.50156,975.64685,395.52347,269.6857,188.30359,-32.21147,164.31288,-171.99597,920.6222,-101.397995,622.5678,-365.04355,-377.16904,-432.5311,-1419.5706,-560.18317,-2517.643,-1877.5211,3044.1152,-248.7327,-3389.57,-861.42944,-1204.1138,-127.71159,JE-TMA-41
JE-TMA-41_scene01_cell3506,-503.1812,1306.3269,1777.6488,141.20305,75.324684,1099.1902,109.635635,296.2123,28.276953,-176.29245,-143.97066,80.07097,-293.30063,-354.43005,-390.17365,-1414.1278,-539.1719,-2506.4329,-1833.0697,3481.8213,-281.21274,-3502.9924,-848.145,-1219.465,-109.28019,JE-TMA-41
