,HER2_cellmem25,Vim_nucadj2,CD20_perinuc5,CD3_perinuc5,CD31_perinuc5,CD4_perinuc5,CD44_perinuc5,CD45_perinuc5,CD68_perinuc5,CD8_perinuc5,PD1_perinuc5,PDPN_perinuc5,aSMA_perinuc5,CK14_cytoplasm,CK17_cytoplasm,CK19_cytoplasm,CK5_cytoplasm,CK7_cytoplasm,Ecad_cytoplasm,ER_nuclei,Ki67_nuclei,LamAC_nuclei,PCNA_nuclei,pHH3_nuclei,batch
JE-TMA-41_scene01_cell2038,0.32022113586376144,0.44365648411274844,1.658248239626882,0.9624057233341944,0.8903930546600466,2.0260817294488103,0.5781823966746018,1.2399484864372252,0.46580627679183745,0.8162061855152287,0.1502551805136968,0.16388980266938646,-0.02827684553929455,0.24751707925963579,0.07963572881614761,0.03893746469616666,0.041761111444804266,-0.03760325256920227,0.1221938747960995,0.14570963771695583,-0.002297616102062916,0.36607902600452685,0.0813275311835695,0.3860090365664814,JE-TMA-41
JE-TMA-41_scene01_cell1897,0.30631008834726714,1.618401020291969,1.3505590491693436,0.9842423763903696,12.902673801233624,1.4923303575745175,0.4636731133747365,0.6979996792629176,0.1612583719941459,0.676448536106787,0.6746460263813459,0.45687162239906254,0.5368862895627283,0.27283248670664645,0.0863441299300251,0.039643765486810256,0.056606906285731506,-0.03769285696427005,0.11516465106389234,0.16969506226832776,0.002638027789994446,0.7680419733408003,0.19891374448370724,0.3912762774896326,JE-TMA-41
JE-TMA-41_scene01_cell828,0.288194679558889,0.09244962256181294,9.927350427189328,0.7868005710361372,0.17500920247531285,0.5301592715547442,0.32463336764544876,1.1864664603726025,0.048275990909065924,0.6906071796336455,0.7008763200469864,0.2676497670904079,-0.03314925138174363,0.24681365723148246,0.07916223109519205,0.03945981081158523,0.06850233108907539,-0.04176530031836212,0.12512945323384744,0.10494169075029691,1.1061590945884145,0.3532631713728612,0.7482490743191513,0.37502656203702134,JE-TMA-41
JE-TMA-41_scene01_cell2480,0.36400033160941514,0.7255471514414448,0.8355844986568226,3.0200023874125304,0.6155027110734733,7.674756690968254,0.5419726987256603,1.6629203642156063,0.15817142100275716,0.7060445026211833,0.49781333079585544,0.6346718164302315,0.03988087280845265,0.27222228967678286,0.09645744873777279,0.04002258758407473,0.06080290407378802,-0.03486321150928118,0.11240169879647799,0.18437620339918226,-0.014871954144878186,0.3561526015738088,0.07071309904849721,0.418161063003218,JE-TMA-41
JE-TMA-41_scene01_cell589,0.3869748872543084,0.36339043352490497,5.99000171859259,0.7153456090047587,0.6452461794089633,0.6542864690113109,0.48992673958044075,1.2354959090663302,0.41454657169870657,0.6673014059982781,0.3089860228137035,0.36569965904205914,-0.03228336129521048,0.2459583515597223,0.08072469503315316,0.047209390974227494,0.05744403369690965,-0.03860432417175985,0.14027905315769146,0.06296036164898766,-0.0189407320387327,0.36270555259937043,0.16519742521922565,0.4222622323578341,JE-TMA-41
JE-TMA-41_scene01_cell815,0.38589302382012414,0.3972684881930859,5.989354384924599,0.6712135387398455,0.6195323273224184,0.4599485030477385,0.5783558957062584,1.5424248910256517,0.2537819785888654,0.919764169382792,0.18882818601571033,0.7021259628334441,-0.02674302007616014,0.24694772390558173,0.0832156564233148,0.051867379265535085,0.07101254682173624,-0.035442004124127235,0.13884510088338736,0.09768687484700783,-0.019018833405877844,0.38115394767981947,0.1289523850064489,0.39587020566602354,JE-TMA-41
JE-TMA-41_scene01_cell2533,0.33302636473701064,2.1095872230872543,0.8242112787815302,2.576940021680765,1.1374126719189182,4.770482428894427,0.6789381054994299,1.650957940475236,1.436588149228624,3.1837081543046595,0.9131913712547217,3.03696448546295,0.5483571856012397,0.3428504232808044,0.2793884273198619,0.04079757448702159,0.054350689229451465,-0.012444606301530103,0.12301013075962708,0.2311294456017099,0.3784432229491853,0.5506258186882417,0.37985944818787537,0.9029765499470422,JE-TMA-41
JE-TMA-41_scene01_cell2360,0.34183436050572125,1.0497620332633333,1.3234212345488028,2.437008751663585,0.8384743308763765,5.637700787474554,0.5892684881991563,2.0909178426062596,0.23052651819138575,2.1450859910722864,0.006790799376960477,0.4384361726632161,0.05233046671437322,0.25771644479068967,0.08017542985886222,0.04077899072112279,0.03650733560178354,-0.0313887518966075,0.1128838099877687,0.17664868422694208,-0.011390515250522149,0.3864706454658168,0.10074874213453455,0.3976878651082328,JE-TMA-41
JE-TMA-41_scene01_cell2849,0.0661975339369616,0.33922880138994055,0.6263782333128568,1.2985668914772754,0.22020983816424422,3.476269808068316,0.4082193259775822,0.8275259042707979,-0.02360225506956226,-0.5267602886474178,0.14222695845617533,0.15486052089482927,-0.03322981364441979,0.17931442628372884,0.07916223109519205,0.03887261944279119,0.031216956900981252,-0.05396363987732855,0.10914987111340846,0.032045583779670594,-0.027901621104538088,0.365556769545377,0.012260189688635292,0.32871158656030647,JE-TMA-41
JE-TMA-41_scene01_cell2872,0.2783859838022693,0.32140775732780974,2.7368180035278495,0.6926493253202085,0.35765889233116493,0.6821462584419874,0.4020124032929666,1.1794899185110257,0.015379881352496072,0.4382543683223691,0.30783094490252483,0.5056470508103867,-0.03253716769640086,0.22215618874139753,0.07930564342764135,0.05003586729059695,0.032372764963246425,-0.037369138963563864,0.10846339332119859,0.045783107601234274,-0.006000816034016143,0.34844122376141917,0.016894560898167543,0.3414448088024195,JE-TMA-41
