"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0266481481481481,0.7315,0
"2.5%",0.0208101851851852,0.700590277777778,0
"50%",0.0263888888888889,0.733333333333333,0
"97.5%",0.0338425925925926,0.762569444444444,0
