"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0115092592592593,0.880513888888889,0
"2.5%",0.00787037037037037,0.857604166666667,0
"50%",0.0115740740740741,0.880555555555556,0
"97.5%",0.0162037037037037,0.897951388888889,0
