"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0416805555555556,0.995013888888889,0
"2.5%",0.0344791666666667,0.990277777777778,0
"50%",0.0412037037037037,0.995833333333333,0
"97.5%",0.05,0.998611111111111,0
