,CD44_Ring,CD45_Ring,CD4_Ring,CK19_Ring,CK5_Ring,ER_Nuclei,Ecad_Ring,Ki67_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03360,1.2264069,0.9591789,0.7945024,0.2025423,0.37612143,0.4646098,0.24917595,0.64716995,0.87843114,0.6325143,0.43171564,0.5917382,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02007,0.99998397,0.48576552,0.5307592,0.22934668,0.39097574,0.42193484,0.34326115,0.31182563,0.7678627,0.4833115,0.46248323,0.6689059,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04801,0.6866118,0.61611295,0.63948476,0.29603997,0.44612223,0.54577535,0.5011335,0.41426098,0.857163,0.6828038,0.5908462,0.6350373,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02189,0.77702653,0.72039324,0.6761554,0.18956412,0.38806763,0.44609916,0.26855382,2.0001476,0.8056463,0.5132877,0.54710114,0.6942392,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01507,1.0636257,0.7331574,0.8647533,0.20578788,0.4409881,0.5900151,0.33151543,4.655388,1.0072871,0.75018305,0.63860714,1.1546597,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07521,0.59426916,0.6084555,0.6852253,0.33659044,0.45504633,2.6944687,0.8562107,0.3233253,0.7737816,0.6316407,0.63094676,0.94707865,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02691,2.7663252,1.100644,0.7122268,0.19611783,0.42291397,0.48119703,0.24823685,0.34230694,0.79918116,0.6712441,0.5857086,0.7936102,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07964,3.8776965,0.6263086,0.55769247,0.2021789,0.44338423,0.48179182,0.27232248,0.3287985,0.80965286,0.61926204,0.56062156,0.93467206,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07704,0.91279644,0.85781187,0.94888395,0.19716054,0.40125412,0.4097431,0.26514778,0.2977295,0.74649876,0.5373256,0.5161772,0.610787,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02679,0.6682685,0.55590105,0.77652633,0.1832906,0.40433276,0.5322503,0.27205756,0.31219035,0.7729317,0.5612129,0.5247197,0.9050237,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05798,0.87430006,0.642918,0.62772024,0.20056273,0.461726,0.43527585,0.28661805,0.3223684,0.8558151,0.6626125,0.6469644,0.64933777,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07101,0.44412768,0.6347824,0.50852656,0.5483658,0.47975308,2.0924878,0.9938688,0.30314007,0.79956555,0.50510114,0.51546156,0.70850205,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07802,0.5385341,0.5734607,0.3915387,0.21395314,0.4125644,0.40057546,0.29242715,0.28886968,0.6760105,0.8076597,0.4063573,0.50683045,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04363,0.76012456,0.6134563,0.5282442,0.57245916,0.48186284,2.3441346,1.1564662,0.32029444,0.8435105,0.5006395,0.5612498,0.6970977,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04240,0.4499697,0.52241594,0.5550616,0.7583068,0.506623,0.54935604,0.5953965,0.33388922,0.83311725,0.50836533,0.58663726,0.6196771,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00265,0.45647907,0.48346168,0.40599513,0.28479633,0.4088394,0.3954986,0.47193402,0.30481818,0.7676284,0.4278625,0.37773916,0.43737885,BM-Her2N75-15
BM-Her2N75-15_scene017_cell08059,2.477511,0.5539644,0.533268,0.20121203,0.39933547,0.366827,0.27118155,0.27950403,0.75236,0.83045644,0.5357824,0.48716643,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00925,0.41637108,0.5706327,0.52516216,0.4147172,0.4626306,2.6196845,1.0582882,0.9161086,0.84226733,0.5145719,0.48715344,0.72352105,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04540,0.94386125,0.5542225,0.49429688,0.2013778,0.43770528,0.44856364,0.30011612,0.31298238,0.80309397,0.5084599,0.7140598,0.62907255,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04760,0.5269839,0.53498,0.47933596,0.5440727,0.44740912,1.8492696,1.161946,0.30216286,0.7873956,0.40886998,0.49018547,0.5326416,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04346,0.6280599,0.54714036,0.63646436,0.19874798,0.43944687,0.47536495,0.2922023,0.3277761,0.8252194,0.9859638,0.6391743,0.7852584,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00212,0.41584942,0.60403574,0.50403184,0.9721198,0.5135816,1.3377552,1.1286047,0.33379543,0.82630205,0.4397052,0.439835,0.5293346,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01551,0.81353796,0.7916861,0.84805274,0.1971374,0.37984443,0.42901683,0.25414866,0.30614483,0.8132833,0.54769486,1.6712129,0.5936798,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00781,0.4535093,0.635383,0.63262063,0.9559917,0.46031827,1.2861232,1.6008924,0.3225021,0.84572136,0.53396314,0.50615084,0.6262046,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03850,0.610646,0.6680888,0.6383188,0.6044596,0.47659588,0.955127,1.0942237,0.34823498,0.8576596,0.62606794,0.866524,0.8793953,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02319,0.42472565,0.58178425,0.5109921,0.8157846,0.44109386,1.547557,1.3773897,0.2991858,0.77813303,0.39976394,0.42700326,0.5242364,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02157,1.3298991,0.6460075,0.58803993,0.21087417,0.45608136,0.5229858,0.31082302,0.4013508,0.86504734,0.69770485,1.0230968,0.8797077,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03001,1.221612,0.79891723,0.8609267,0.19877842,0.4128062,0.48743713,0.25888675,0.3155038,0.80406076,0.69142556,0.6013315,0.8479618,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04692,0.43877617,0.6471561,0.4926071,0.7238733,0.48622525,2.4303286,1.17248,0.3444641,0.78832567,0.39437327,0.42353874,0.5008054,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06067,0.9740142,0.5547934,0.58043915,0.19008699,0.43164068,0.46546,0.2709315,0.30445275,0.8200346,0.600377,0.55110824,0.733767,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06250,0.6709303,0.75461596,0.7108886,0.22824739,0.37520832,0.49786443,0.34611303,0.30654067,0.87097937,0.67012346,0.8341329,0.69807595,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07951,1.3619269,0.7111813,0.50685984,0.20116702,0.44160247,0.40038288,0.28281623,0.3304044,0.81060684,0.95953393,1.0160396,0.8054519,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07492,0.39377528,0.55318385,0.45783257,0.8517691,0.43492186,4.013114,0.6203149,0.36759153,0.71944445,0.3615694,0.38210458,0.45708722,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00588,2.051936,0.8758563,1.1977555,0.2074624,0.4598648,0.41200697,0.30602297,0.35965192,0.98355424,0.72993433,0.511222,0.57908446,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01662,0.39685625,0.46062884,0.3845433,0.35310608,0.38794932,1.4658107,0.5749973,0.30567965,0.7197624,0.39831114,0.33760065,0.5141355,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07156,0.88150746,0.6156185,0.62122554,0.19767348,0.45935792,0.5172435,0.2646378,0.30894384,0.8703439,1.015081,0.8713006,0.7352068,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01806,0.92873204,0.6762607,0.8523622,0.18177897,0.40619984,0.3597242,0.25352478,2.738639,0.91475254,0.98451775,0.5199479,0.5149749,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04489,2.0850089,0.9130561,0.77084595,0.21370138,0.49765462,0.5260601,0.29342598,0.38087454,1.0590843,0.7540202,0.6771468,0.93516755,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05553,0.42335945,0.6392878,0.47835007,0.5081178,0.46167567,1.617562,0.84440833,0.60647285,0.805674,0.38041013,0.39462367,0.4709099,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00319,0.5013297,0.53634804,0.54548913,0.19685364,0.38323185,0.44998878,0.26772103,0.29874027,0.7518876,0.5725515,0.45121095,0.62109935,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07247,0.6552738,0.6024078,0.6759545,0.18787406,0.38979664,0.50314826,0.26103663,0.3038579,0.7424545,0.4947565,0.63839704,0.95073813,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05026,0.59264654,0.46177384,0.4644692,0.19024202,0.37977782,0.39668846,0.31305557,0.28011787,0.75313467,0.44653168,0.59892297,0.5995612,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06847,2.7788503,0.5374052,0.61067766,0.18274172,0.41388026,0.42242137,0.2521398,0.28898442,0.81567085,0.77262324,0.6025358,0.6426886,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05924,0.959312,0.5325522,0.75667876,0.42929375,0.4552612,0.59906214,0.4809052,0.33934635,0.97942406,0.7595839,0.9522462,0.6782367,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00909,0.377523,0.549984,0.48482856,0.5154305,0.46187997,0.91676414,1.4107186,3.230466,0.8008213,0.43291804,0.44878072,0.61679965,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07801,0.6349145,0.5575045,0.7143485,0.19901228,0.43120086,0.87014294,0.27245176,0.33489236,0.9272377,1.1398389,1.1740009,1.3426919,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01296,1.2703003,1.0552094,1.5010319,0.19773342,0.45105106,0.40380913,0.281286,0.34759408,1.3864425,0.82543415,0.75138885,0.63037246,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03448,0.68055284,0.59592134,0.49295282,0.68046665,0.49822545,1.1108892,0.68815094,0.5190308,0.76245326,0.40003335,0.46190307,0.49161348,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05735,2.576195,0.61838835,0.642873,0.19608593,0.46827522,0.5596674,0.28285694,0.32294405,0.87994164,0.7449441,0.66605586,0.8731581,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00564,0.5483987,0.6071879,0.72972167,0.2039928,0.3858432,0.44352758,0.25453836,0.29366532,0.79280764,0.665939,0.6243238,0.670272,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01103,0.7437564,0.7548967,0.71858835,0.21355306,0.4681182,0.563419,0.3001862,0.34251198,0.9166491,0.85125506,0.6655736,1.1057779,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00210,0.40859714,0.6755391,0.59112936,1.3703625,0.4551239,2.8728285,1.3412031,0.32216606,0.80296177,0.50192225,0.44146585,0.54033864,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01559,0.38730368,0.5504996,0.46623468,0.54895747,0.4817123,2.7960768,0.7436149,0.31778175,0.785846,0.39758563,0.4024465,0.52345246,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00044,0.6176326,0.6375464,0.42257473,0.37348372,0.41903028,0.47355768,0.59453756,0.3128689,0.8339178,0.34387866,0.4231788,0.5502513,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06064,4.355046,0.5495718,0.6429408,0.18707222,0.41146538,0.43477455,0.26958162,0.29709947,0.8336366,0.55706996,0.45753232,0.6618539,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00918,0.7036248,0.5710964,0.64205205,0.36908725,0.43980405,0.6270168,0.8741495,0.32222086,0.91199374,0.5923763,0.61875516,0.70614207,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06913,1.1062636,0.5551276,0.53601885,0.18342678,0.4341107,0.45687786,0.2594559,0.29688063,0.8170153,0.76494724,0.7966061,0.71960753,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00763,0.38765714,0.5562589,0.47558528,0.7208944,0.4766281,1.1423417,1.1410489,0.35296434,0.79087436,0.36258706,0.41416398,0.52470005,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07916,0.63285035,0.69608736,0.6196318,0.19194327,0.38607258,0.37702933,0.261118,0.279561,0.72178,0.44023955,0.5939017,0.5528753,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04279,0.5895443,0.56958586,0.52494,0.19384198,0.4180558,0.4113011,0.2905325,0.29915893,0.7910967,0.47715795,0.533182,0.57444364,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04286,1.7957431,0.6084556,0.6155134,0.5167626,0.4653069,1.1270428,0.9045978,2.350712,0.9116082,0.5722271,1.0460708,0.7558555,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01995,0.4071371,0.52221614,0.4972832,0.47791824,0.4022747,1.3938729,1.1468486,0.32274273,0.7200863,0.38534814,0.4833404,0.56200707,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02359,0.39651144,0.5829189,0.48378733,1.3100001,0.45722264,1.6111292,0.7787849,0.3117325,0.743716,0.38578066,0.40605322,0.5247983,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05046,0.77745944,0.57868683,1.2213835,0.20327878,0.42579845,0.89424485,0.2864212,0.34801537,1.0820731,0.8730896,0.74926716,1.5664682,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02403,0.6647165,0.59580344,0.5435017,0.50735366,0.43054333,1.2303864,1.0178431,0.29620564,0.7197121,0.50826764,0.4398582,0.54622036,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00302,0.3902335,0.6140534,0.5477755,2.4561121,0.5251598,0.53467405,1.163474,1.209377,0.80910146,0.43040827,0.41156942,0.6553228,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03712,0.6920435,0.64867544,0.69373703,0.6875616,0.513115,0.6801188,1.0810841,0.38216165,0.8597381,0.6255725,0.6196085,0.64922184,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04207,0.6032124,0.67977005,0.53705204,0.21588017,0.5084046,0.4518342,0.34862465,0.3528132,0.9123755,0.76697916,0.5328678,0.629059,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07997,0.68517464,0.6467267,0.60767925,0.19350536,0.43158263,0.45813558,0.2759102,0.31117353,0.8280236,0.6980098,0.8303956,0.91718477,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06173,0.39767498,0.5140641,0.45425296,0.6768971,0.47284055,1.1591036,0.8088313,0.41129625,0.7941009,0.35516945,0.46041092,0.44793323,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03763,0.48230523,0.6184921,0.5945397,0.83539337,0.51696837,3.365032,0.86214167,0.33780074,0.84264714,0.444231,0.5663945,0.5526468,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04914,2.6992648,1.6784639,1.3414326,0.21012227,0.49233636,0.4929413,0.30923694,0.35682604,1.457537,0.7731761,0.6554538,0.7767691,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01915,0.41273457,0.54689866,0.48001638,0.9573157,0.46052486,1.9585711,1.7073402,0.3343994,0.7899979,0.3895101,0.4616501,0.50178224,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07133,2.3961444,0.70532054,0.64329606,0.17875162,0.41076574,0.4371506,0.2475729,0.28412047,0.8117069,0.7221137,0.6835812,0.784325,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05368,0.4966295,0.548858,0.5172617,0.861899,1.574693,0.5126123,1.1374509,0.36022726,0.83427006,0.43237,0.5368048,0.5432592,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06227,0.55811363,0.5269935,0.4350017,0.20753603,0.44923577,0.40538403,0.3176201,0.30589658,0.7806928,0.5993818,0.63751787,0.49538162,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07909,0.5273333,0.5323456,0.46236017,0.19508491,0.45058805,0.41484463,0.27667427,0.29931816,0.8217569,0.76431686,0.7481424,0.645053,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05454,0.43089193,0.6620344,0.5188567,0.43475488,0.4306625,2.4901173,1.2812951,0.34525305,0.82440794,0.49710175,0.4461142,0.6941434,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07960,0.6303068,0.5246902,0.43996498,0.25171986,0.40536994,0.42255858,0.3173796,0.29144698,0.73855937,0.86288106,0.49525607,0.5774011,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01490,0.6167447,0.5276492,0.57340443,0.18456411,0.3750284,0.43024775,0.258029,0.30248624,0.7602823,0.42605606,0.43644804,0.63234735,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02237,0.706932,0.6234587,0.6502275,0.24367383,0.41161162,2.738637,0.8057417,0.3115788,0.8176875,0.55788225,0.52813435,0.8276206,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00569,0.69546187,0.6460308,0.8058013,0.20761935,0.48639235,0.48359,0.28591964,0.3484817,0.9103154,0.79928523,0.89309835,0.74001974,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04744,1.348729,0.60792315,0.5875373,0.19664055,0.45601428,0.5112703,0.27753812,0.33505443,0.86323494,0.7180227,0.7177251,1.0426707,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03088,1.0497211,0.5765899,0.56555104,0.20549576,0.41757163,0.4752033,0.32534066,0.3105191,0.750766,0.61174804,0.52625984,0.7027544,BM-Her2N75-15
BM-Her2N75-15_scene017_cell08085,0.43936086,0.49537462,0.47408503,0.18642408,0.41830447,0.4111678,0.27144104,0.29523414,0.79720604,1.8254246,2.5713978,0.58599883,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05224,0.5541034,0.5485248,0.47089723,0.6001764,0.44672287,1.4991854,0.7800647,0.30111974,0.79207087,0.4439319,0.5931652,0.5431925,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07098,0.9117773,0.57358736,0.5085628,0.18388703,0.41232884,0.48910233,0.25569952,0.3816065,0.7847795,0.620126,0.7008128,0.74378127,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00502,0.4185208,0.66076595,0.63909006,1.0659447,0.4617115,1.8349304,1.3256,0.31703576,0.8399174,0.48825467,0.46677825,0.6038294,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07290,0.5161651,0.6653058,0.52080214,0.5329578,0.5016836,1.8438847,0.9049044,2.0406468,0.8166383,0.45055094,0.75568444,0.52326995,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02529,0.3833484,0.5166974,0.49081567,0.5792071,0.4272339,1.8823624,1.5131336,0.570773,0.7339313,0.42613783,0.4581982,0.6123189,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07838,0.5398345,0.65309477,0.5244719,0.7630828,0.47168964,1.5293528,0.8390465,0.62998384,0.7887476,0.48790765,0.6921606,0.5703971,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05637,0.51625663,0.5199612,0.46573058,0.19319321,0.43024245,0.38799128,0.27309477,0.3131064,0.8076987,0.6589197,0.5158573,0.50205725,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01569,0.39671776,0.5796995,0.52364814,0.86965543,0.41984293,1.863339,1.1720794,0.32081532,0.7524178,0.37666914,0.4195625,0.52479833,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06552,0.44783092,0.4924023,0.4782464,0.17642725,0.36440986,0.4188035,0.25377375,0.416345,0.736247,0.41846046,0.42676175,0.6862809,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00395,0.4522943,0.57765067,0.5590635,0.44126192,0.4415793,1.2648864,0.591868,0.30141228,0.7718629,0.5755307,0.5118871,0.6948447,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07397,0.7712454,0.579597,0.6223892,0.18825467,0.4043547,0.46238047,0.26426268,0.29180127,0.7279891,0.57028645,0.69064337,0.7601329,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03096,0.5380697,0.5588881,0.50295633,0.5723263,0.4312611,1.5882157,1.4581006,0.3472411,0.73679936,0.4569178,0.51742995,0.677111,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03683,0.8404528,0.604198,0.5596788,0.18810569,0.4042475,0.49280918,0.26363412,0.32018694,0.7597321,0.8190428,0.61118025,0.7602257,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04910,0.8073468,0.5897486,0.58493036,0.19615504,0.4399461,0.43263814,0.2848382,0.31028098,0.8145709,0.5282033,0.7094184,0.61756706,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01963,0.63616294,0.59951854,0.5572226,0.46560878,0.45469844,1.8000736,0.704379,0.37021288,0.8066308,0.4722835,0.6430962,0.6057043,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05771,0.42779022,0.5491066,0.47851562,0.8631554,0.4716855,2.500261,0.8628906,0.30233708,0.79163724,0.40730473,0.463226,0.52292037,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02680,0.7130773,0.63799417,0.72113353,0.27845258,0.47116145,1.9790385,0.72315663,0.31770164,0.8006438,0.6076632,0.58966047,0.8111868,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04682,0.6476219,0.511482,0.4827881,0.20463046,0.43294808,0.45171326,0.28843176,0.31468585,0.81883174,0.50085014,0.74944305,0.65014964,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03936,0.9959707,1.0418551,0.72706014,0.33282006,0.4678299,0.6240208,0.39757589,0.69443995,1.1252247,0.5862322,0.58572406,0.59495413,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07856,0.472095,0.520409,0.47375724,0.18853925,0.36485896,0.42592672,0.25048324,0.28089088,0.71390325,0.45996287,0.5620344,0.733759,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07786,0.6637275,0.5822584,0.7555406,0.19016461,0.40048105,0.5165557,0.26924145,0.31803262,0.8115393,0.7114849,0.72011006,1.078972,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06029,1.0259259,0.58598363,0.5540193,0.2397468,0.41491428,0.5851679,0.3421411,0.42270797,0.8979263,0.64744854,1.1656349,0.573319,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05831,1.9166306,0.57389086,0.5867769,0.20483361,0.37496284,0.48875114,0.2493948,0.28522262,0.8180743,0.60780734,0.8933377,0.8009878,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03443,0.4662877,0.6388178,0.5047807,0.63858753,0.50348973,3.370658,0.8027436,0.32789114,0.78376734,0.39108363,0.47653037,0.5310631,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03746,0.71075034,0.80040276,0.7827798,0.2050256,0.3833738,0.5029763,0.25565958,0.2942269,0.78926253,0.5327038,0.5232291,0.67931104,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03119,0.78029895,0.6437859,0.6375906,0.5140625,0.4124234,1.7071431,0.78887093,0.31904158,0.73964214,0.53275496,0.46759468,0.5719496,BM-Her2N75-15
BM-Her2N75-15_scene017_cell08075,0.485841,0.52921003,0.54646915,0.18551047,0.4555744,0.40087712,0.26167065,0.29995543,0.8646426,1.442248,3.2852726,0.7195943,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02145,0.42319492,0.6056845,0.5325798,0.40198484,0.52954894,0.7092427,0.8336009,3.8723645,0.8246385,0.42450324,0.5084727,0.5901515,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07479,1.3660071,0.86635566,0.89295626,0.19507803,0.44129422,0.48080647,0.27508047,0.32219526,0.78612536,0.66201943,0.6556557,0.88061064,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01159,0.42726475,0.54670525,0.47143453,0.5062683,0.44782043,1.3409615,1.0451226,2.408017,0.79748553,0.38660264,0.42234588,0.51069975,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07272,1.4366468,0.7533204,0.93436724,0.19499616,0.42569387,0.46542227,0.2690918,0.3095009,0.78468776,0.5255301,0.63142085,0.70992553,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07446,0.691211,0.7010714,0.78859097,0.18922575,0.38884854,0.41142476,0.2546935,0.28365615,0.7703728,0.6101339,0.80248404,0.6497087,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06869,0.7994467,0.5588168,0.54998255,0.20385619,0.45578727,0.3993279,0.3999875,0.29259244,0.81191075,0.5736378,0.6100142,0.6114921,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02177,1.3765652,0.7709949,0.8973439,0.1949615,0.39088517,0.3802907,0.28859073,0.30009085,0.7532966,0.48305565,0.9370974,0.48994544,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07210,0.7707214,0.6557354,0.55020946,0.19809285,0.46420386,0.42538044,0.26149395,0.5961586,0.85985374,0.84309775,0.95031965,0.62018144,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01629,0.43862778,0.56206375,0.4929396,0.5149317,0.4816245,0.8336435,0.9015533,0.4530563,0.7964056,0.48359123,0.49925897,0.5722496,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07105,0.8269532,0.8305762,0.7668945,0.2705282,0.4339994,0.4323879,0.33631158,0.31213644,0.8109528,1.6415088,0.8825794,0.6943079,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00443,0.38936564,0.57066023,0.5219885,0.8867336,0.46099132,1.166482,1.4448144,0.34415162,0.80485034,0.462495,0.44471124,0.644709,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07294,0.62880975,0.8634297,0.4886564,0.5827649,0.3998766,0.5605006,0.44486454,0.280675,0.73331606,0.5822952,0.5139552,0.45022753,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02925,0.46206278,0.66716367,0.5124945,0.5311772,0.47633955,1.7581011,1.6138282,0.35030517,0.7621243,0.40733153,0.4935349,0.61423296,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06721,0.6037151,0.5292462,0.47770032,0.24034707,0.45240247,0.46380055,0.5226344,0.3031591,0.8148954,0.7107276,0.58300334,0.71229345,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00987,0.81851065,0.803156,0.5895016,0.20988922,0.42483026,0.4438938,0.27773973,0.3101081,0.8054926,0.7653285,0.6073839,0.7043728,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05463,0.43445244,0.5673758,0.513924,0.79440826,0.4577668,2.0405385,1.1017134,0.3081877,0.7988661,0.47309658,0.48679447,0.5780296,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05308,0.80353636,0.67854613,0.92325896,1.0570791,0.4561122,1.2231089,0.6185649,0.38346478,1.0908656,0.7983885,1.0471752,1.6804725,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02006,0.4696054,0.6106248,0.5696956,0.46412277,0.47654122,1.8995795,1.4552032,0.33555788,0.8298268,0.4550208,0.51518875,0.5283337,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07824,1.4706793,0.77870333,0.914626,0.20220408,0.41935647,0.42332596,0.28315485,0.2901343,0.83514875,0.5353393,0.69967175,0.7138207,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02762,1.5500768,1.182244,0.9588281,0.22926892,0.43041316,0.5609869,0.30822906,0.3510483,1.099886,0.81310093,1.1960776,0.8075656,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07053,0.4319468,0.67975825,0.50774074,0.6939165,0.42639259,0.8407581,0.5181774,0.28481722,0.8284342,0.37230438,0.39261928,0.43435597,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02975,0.7304611,0.5646851,0.6539558,0.19882646,0.37850097,0.49468517,0.26692984,0.2945731,0.74762654,0.5665619,0.5144664,0.69726354,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01976,0.78442967,0.8348813,0.9373008,0.19484517,0.4224029,0.42238048,0.26978776,0.30443975,0.8016063,0.5963722,1.228299,0.622122,BM-Her2N75-15
