"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0557037037037037,0.756305555555556,0
"2.5%",0.047662037037037,0.731944444444444,0
"50%",0.0555555555555556,0.755555555555556,0
"97.5%",0.065787037037037,0.784930555555555,0
