"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0623240740740741,0.949583333333333,0
"2.5%",0.0539236111111111,0.933993055555556,0
"50%",0.0622685185185185,0.95,0
"97.5%",0.0724884259259259,0.964618055555555,0
