,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,Ki67_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03397,0.5238509020800457,0.850175275270988,0.9302042592351037,0.9683729310194455,0.5229615369578625,0.19069285989596094,0.4174153400317875,0.08684012763008502,0.06691829493106763,0.32083117261871663,0.09668249892028977,0.9354603646328525,0.4234511949085823,0.48599814251163004,0.53490022702851,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04298,0.3630825486246312,0.572051870858712,0.6483167887989275,0.6411203226194292,0.659109656096736,0.5719594429034575,0.5462375164129417,0.45107871648377673,1.3452547121954677,1.2559953293006454,0.1224063299442916,0.8773284852728427,0.4809006157685253,0.658441299531712,0.5854641821213965,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03468,1.0600674759649968,0.8265533407196327,1.0403357711532983,1.165304684969132,0.702435266742328,0.2608794578853143,0.5005648971933073,0.10738148158814714,0.15961048768053376,0.6211683668004596,0.11352779506683608,0.8766174533599969,0.6409216441051451,0.8235311885407435,0.7805072784444639,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04755,2.7862835205101697,1.6062479801190557,0.811516088776482,1.136329029814095,0.6314779302712569,0.21532511431656956,0.4751398616305553,0.09733710642538754,0.10695218521047192,0.35140421029054864,0.1288219763576102,1.158291651970436,0.6097957891762441,0.6556866030138622,0.7329128822880658,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04596,0.5271796679875919,0.5885722114661327,0.65774645280685,0.6537064753453519,0.6322534062209731,0.4227716125767751,0.489524228416876,0.40077121796346626,0.354765497515656,1.5019033003687317,0.12766116898897611,0.8694191775710914,0.49534240626372245,0.6517935006571886,0.6264830928155227,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02520,0.3781311394298363,0.6333345297784069,0.5843352693854138,0.6657421675517355,0.6475092643150298,0.4107048775739384,0.4803623375453652,0.1964806947611728,1.0497405002370614,1.3722564655094556,0.09163791331136918,0.8061075541178176,0.4754167492631439,0.6367988295011157,0.509272564163355,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02893,0.3444431589775994,0.5914605904046014,0.6858906813865177,0.6278544232401223,0.6725393156552354,0.9523460154753655,0.5157702787917756,0.5374371009909558,1.0725181217337172,1.4865468606004504,0.12381365598581204,0.8046469470131412,0.4127036393552096,0.585345903432271,0.6030297771445469,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04070,0.5028904839699925,0.6292449998033494,0.8677569439853905,1.2452294828152604,0.6857048907811697,0.6436919572742422,0.5202878141977142,0.5117998913874071,1.0236567378191883,1.2763095426202686,0.11983352413293208,0.8476843878915177,0.5575347771184448,0.6722978728210667,0.8431646786009981,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07224,0.3310357080541198,0.6264432958271207,0.6009665314312759,0.737687339832709,0.6524767888034382,0.5702364307330898,0.48472903815258994,0.531228411898269,1.672420009437381,1.4794434298277066,0.08394781669302981,0.8124106584558197,0.4807159242466466,0.5995897334121747,0.5827363381443311,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04820,0.6243680304461829,0.49953503344120803,0.5841396458087134,0.591733340146305,0.5142225262074974,0.196680682824689,0.44917075271926665,0.08664394693903416,0.08095166602777673,0.3499156996321022,0.08056866297034315,0.8153156856408788,0.4910875446893806,0.6964629760864544,0.6865184691592726,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05422,0.7207585287901792,0.96739329299851,0.6376831807160975,0.5961924712284162,0.5150437674747892,0.21346172936970487,0.49935848141888745,0.08668735337200884,0.07265285583352632,0.3485830654058752,0.09684812093115333,0.873811696558429,0.5614856030495939,0.7649355448044934,0.5192344328920118,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05417,0.31020279112216986,0.5176180939647694,0.5065720147881816,0.5111804232768232,0.6114133506284225,1.1666599905585167,0.5139233186379789,1.759742515352679,0.5880756885917325,0.6287942958026345,0.24516166041738272,0.7725992439295057,0.3377020097884685,0.4398457153368149,0.3445138710810013,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05788,1.41743230330442,0.5586116764358863,0.7740689213827148,0.7710824316609052,0.6714209362220058,0.197538266390777,0.4534834290137741,0.10051331680655434,0.0868726538930353,0.3342789930063336,0.07069355199249015,0.8371686930310848,0.649735908997574,0.6080701329010412,0.7395339485564858,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04661,1.238063717614938,0.5773173751061219,0.621791250720825,0.6974922161283443,0.6075690323515746,0.21603816567288725,0.475774182189339,0.09245302990076847,0.0987908645912975,0.34494679587574734,0.12362805423014624,0.852444392704663,0.5940848131957169,0.7660944322743414,0.7165102622274062,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06235,0.32941057780625543,0.5491872358608787,0.5102838900795306,0.5995620903640249,0.5868170404021132,0.6039420650514034,0.49768808594295233,0.5264554257829626,0.8031589934455898,1.3142937902056995,0.09577763036889644,0.81034622102484,0.33898541257920695,0.47881983910373593,0.3933565749878575,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01831,3.0862863712211333,0.6166439212901321,0.6918504664996693,1.3302619022196478,0.5287871442700925,0.20513652135917815,0.44291882882705813,0.09281868286375869,0.09374966411931795,0.3449890321331108,0.21685300939959853,0.8903288209231366,0.7391426400447124,0.9475381970556676,0.7069137542562984,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07982,0.37832427473573604,0.55364032933286,0.6098934971599106,0.6605579923162614,0.560920174889238,0.21067355850040634,0.47547256293519136,0.09021962843105684,0.06366069112178996,0.344863028776704,0.07640805316879706,0.8452803486505418,1.0413085663872248,3.1768590276355653,0.6946532333778557,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06257,0.6289585303287488,0.5583968755707833,0.6151728273027202,0.535448775469921,0.4522140155001483,0.20743386917674883,0.4309692885166733,0.1117181521667243,0.0751716775459764,0.36182352139187146,0.08879046019251612,0.9073977996540236,0.5986953896037729,0.883760835199011,0.7417413886860977,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06706,1.0549603505631373,0.7228534593230354,0.528247386671127,0.5505103363328435,0.4973543180409469,0.18498223891372706,0.4469178394515783,0.07967744750890787,0.07172775242917738,0.30743044747869663,0.07235896756450942,0.8328377915048495,0.6249902395532918,0.5063643965929641,0.48153109559337015,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00459,0.35448947198525005,0.5336361360172066,0.5670768696660239,0.5566514943616718,0.5762631809654636,0.6425878919498268,0.4682311405670002,0.6142360775566648,0.9193693474704967,1.2983075235733867,0.09874089872614294,0.8127629376951907,0.4530763221113175,0.47277200285224624,0.5306458478703809,BM-Her2N75-15
