"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00933333333333333,0.999486111111111,0
"2.5%",0.00555555555555555,0.997222222222222,0
"50%",0.00925925925925926,1,0
"97.5%",0.0132060185185185,1,0
