,CD20_Ring,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CD8_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,HER2_Ring,Ki67_Nuclei,LamAC_Nuclei,PCNA_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03397,-226.40431,-253.16821,344.78976,609.66486,310.05524,146.717,-198.67398,-1730.2242,-254.87408,-1653.0072,-1138.0922,-1599.4669,-175.65906,-339.45108,-1098.1399,-418.49863,174.2466,-468.60788,-543.4153,-168.54443,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04298,228.60545,-776.2307,-391.62918,-194.69217,-29.429508,124.79768,-71.339905,-572.5697,-77.32551,-554.1535,11870.079,1656.9523,-217.83044,-315.07916,-666.4138,-259.67636,74.921036,-351.1622,-42.547108,-97.12109,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03468,1009.99927,1491.4214,282.24338,923.9217,514.34796,973.289,-30.819155,-1517.1139,-140.27362,-1591.037,-194.8695,-553.6357,-694.2141,-323.4911,-802.74133,181.13882,73.70619,-24.026098,436.96326,178.38416,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04755,859.49585,7107.695,2346.7295,270.99203,484.28925,1204.4512,-97.1828,-1655.4324,-175.31555,-1621.3394,-730.71277,-1493.0057,-109.23157,-309.0007,-1221.6598,-62.70175,554.9813,-87.65769,-50.548206,111.155396,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04596,445.17233,-242.33801,-347.88638,-167.78494,-16.372929,158.78291,-96.45752,-1025.5544,-155.49036,-705.92377,1791.0006,2513.2505,443.77917,-310.1005,-635.0277,-43.04477,61.406994,-321.6384,-61.855824,-39.180424,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02520,195.32225,-727.2699,-229.36417,-377.26138,-3.8873334,-43.633106,-82.18933,-1062.1931,-168.11768,-1322.2379,8862.969,2061.796,98.82922,-344.23056,-607.7584,-49.544037,-46.768665,-362.37302,-105.408554,-204.74445,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02893,218.52977,-836.87427,-340.23856,-87.476234,-43.191288,240.48506,-58.779667,582.41296,-119.31684,-293.62314,9094.75,2459.7764,-184.43982,-313.7458,-1066.8658,-55.78122,-49.26427,-490.57944,-254.8557,-72.30908,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04070,706.3191,-321.36328,-240.19241,431.47348,597.2602,652.27045,-46.466434,-354.76538,-113.09058,-370.9669,8597.544,1727.6906,385.8534,-317.51675,-337.0885,222.06021,24.27052,-194.49655,-2.3000364,266.8899,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07224,307.13596,-880.4956,-247.61087,-329.8046,70.747,27.322216,-77.543396,-577.8013,-162.0993,-312.35385,15199.268,2435.041,226.1554,-351.51648,-77.95958,221.13834,-35.999012,-351.53976,-213.48387,-100.97424,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04820,-20.720964,73.865974,-583.64026,-377.8196,-80.66248,-120.047775,-206.84723,-1712.0431,-211.10736,-1653.599,-995.2905,-1498.189,-743.0272,-354.71805,302.74207,-314.76877,-31.035389,-330.33676,67.88844,45.62158,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05422,-667.28467,387.47412,655.16113,-225.03482,-76.03669,221.4145,-206.07916,-1661.0902,-141.93634,-1653.468,-1079.738,-1502.8295,-1261.3354,-339.29416,-812.35046,-535.02185,68.91225,-186.41977,266.7699,-190.67297,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05417,-1493.1494,-948.2759,-535.75964,-599.15643,-164.22638,-738.1506,-115.948425,1233.1427,-121.862434,3393.8904,4165.132,-527.08075,-1139.2411,-198.77522,-739.97534,335.00455,-104.02171,-643.9077,-677.4669,-437.47192,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05788,1328.4773,2654.1138,-427.21634,164.13754,105.39037,522.6191,-59.825626,-1709.4392,-205.16345,-1611.7572,-935.0394,-1552.639,593.7384,-364.0742,-1101.5231,-201.22043,6.303112,-6.006811,-188.85216,120.507935,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04661,172.42235,2070.5352,-377.68716,-270.382,29.049435,104.295364,-119.543884,-1653.2672,-174.44128,-1636.0739,-813.76135,-1515.4917,-934.83484,-313.92166,-1123.3326,4.742827,32.403576,-119.7761,270.13586,87.986084,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06235,-1255.5525,-885.7831,-452.17044,-588.56476,-72.541145,-655.11285,-138.9524,-475.4596,-144.23859,-326.75327,6353.7896,1859.9586,-34.69666,-340.30838,-954.35315,-352.47592,-39.526356,-641.284,-564.265,-368.47992,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01831,-123.0403,8083.7583,-273.55777,-70.47013,685.471,415.1574,-193.2255,-1686.3684,-219.72406,-1634.9708,-865.05994,-1515.3446,-1275.3193,-225.59615,864.2816,57.22415,97.133804,176.77017,797.14685,74.430664,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07982,521.0017,-726.6415,-440.37955,-304.33182,-9.265324,54.969067,-163.17273,-1669.556,-174.857,-1642.8118,-1171.241,-1515.7833,-1254.682,-358.66,1450.6505,-301.52914,20.162853,794.49756,7272.3013,57.1123,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06257,-813.0315,88.80128,-427.78506,-289.26736,-139.0509,-438.67035,-264.8414,-1679.3928,-236.19342,-1577.9539,-1054.1068,-1456.7238,-1255.5328,-346.92834,2811.1577,-86.09006,126.29823,-110.35056,611.9027,123.62598,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06706,-794.93066,1474.8054,7.665257,-537.30646,-123.42634,-351.5506,-222.62341,-1747.5636,-214.2124,-1674.616,-1089.1517,-1646.1307,-1404.9036,-362.49628,2010.7225,-169.81662,-1.0967903,-56.595192,-484.26074,-243.9303,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00459,-151.65211,-804.1885,-493.34695,-426.50772,-117.05567,-203.71184,-148.823,-358.1178,-184.83746,-61.932087,7536.3296,1804.2916,-42.104618,-337.50085,-450.82654,-433.68198,-35.397083,-408.04428,-581.8312,-174.55396,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03438,196.14574,-24.80688,-331.45975,24.950771,964.7541,672.9194,-183.21756,-1265.461,-210.5998,-1400.5923,-641.4398,11.089686,290.23254,-298.78317,-982.54565,-104.46054,-104.900375,-239.40683,370.95032,-32.680912,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00596,241.22093,-987.63525,-186.21439,-298.34708,-50.943546,-46.078663,-57.23279,347.7052,-92.87025,83.07157,1795.2423,3142.916,565.5668,16.876143,-534.46204,111.2836,54.436047,-326.32175,-361.79822,-44.63135,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02301,-1093.856,-1048.3534,-546.6416,-506.99258,-205.47556,-471.84442,-251.68005,-615.8108,-262.93738,-1185.5236,3786.1487,187.92807,-693.1046,-385.66037,-1296.7584,-608.0646,-182.27538,-702.69653,-718.4077,-440.34253,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05546,-173.84938,119.233406,870.30444,-210.54214,-165.49536,-6.8523436,-203.76114,-1659.3342,-207.36938,-1639.352,-716.8397,-1438.7361,116.51965,-333.61594,-730.32605,-63.85849,155.85072,-392.866,74.084854,206.12354,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04171,537.345,-289.13696,-519.1493,-470.81058,-46.29163,74.193924,-125.00189,-1706.0101,-181.67493,-1663.9354,-1264.811,-1569.3286,649.3993,-347.82855,4545.3853,-482.0333,-32.991932,-18.727148,87.09413,-136.73169,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06564,2905.4587,318.31567,-447.34097,287.38095,19.781979,1333.2578,-26.75049,-1664.0698,-257.63745,-1545.6409,-571.3214,-1603.5245,1778.8217,-370.89813,-845.0814,531.5199,62.580334,209.00064,-1.3336058,400.88342,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01390,1378.5208,398.23413,-309.356,-161.38394,-68.27387,554.2895,-205.35965,-1668.5323,-294.4749,-1642.8309,-833.57776,-1598.202,-533.3385,-376.01587,-1457.2615,-31.860445,-97.80296,-258.76266,608.24304,14.885496,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04974,125.99461,332.2168,-535.8258,-265.46573,-79.791084,-100.676315,-213.59155,-1677.8412,-207.3977,-1638.1791,-1016.3522,-1447.8352,-335.9923,-335.7263,2526.3467,-342.53,109.243546,-272.93124,3044.1414,-52.27051,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01748,733.17993,1751.7998,-245.07181,363.03036,486.68378,808.5517,-87.558716,-1625.9532,-156.97723,-1521.2816,-862.7108,-1325.8364,-378.02966,-309.00928,973.8456,-76.180756,88.908585,37.693993,257.3551,-44.235477,BM-Her2N75-15
