"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0184027777777778,0.988555555555556,0
"2.5%",0.0124768518518519,0.981944444444444,0
"50%",0.018287037037037,0.988888888888889,0
"97.5%",0.0229282407407407,0.994444444444444,0
