"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0431898148148148,0.95175,0
"2.5%",0.0367939814814815,0.934652777777778,0
"50%",0.043287037037037,0.951388888888889,0
"97.5%",0.0497800925925926,0.965277777777778,0
