"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0304166666666667,0.95525,0
"2.5%",0.0242939814814815,0.941666666666667,0
"50%",0.0300925925925926,0.955555555555556,0
"97.5%",0.037037037037037,0.969444444444444,0
