"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00884259259259259,0.995930555555556,0
"2.5%",0.0053125,0.991666666666667,0
"50%",0.0087962962962963,0.995833333333333,0
"97.5%",0.0127430555555556,1,0
