"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0147777777777778,0.879388888888889,0
"2.5%",0.0106481481481481,0.857604166666667,0
"50%",0.0148148148148148,0.879166666666667,0
"97.5%",0.0189814814814815,0.9,0
