"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0392407407407407,0.680708333333333,0
"2.5%",0.0321643518518518,0.648611111111111,0
"50%",0.0391203703703704,0.681944444444444,0
"97.5%",0.0460763888888889,0.715486111111111,0
