"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0254135802469136,0.416722222222222,0
"2.5%",0.0191358024691358,0.376805555555556,0
"50%",0.0253086419753086,0.418518518518519,0
"97.5%",0.0345987654320988,0.454768518518518,0
