"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0216049382716049,0.504592592592593,0
"2.5%",0.015108024691358,0.467546296296296,0
"50%",0.0216049382716049,0.50462962962963,0
"97.5%",0.0274845679012346,0.544444444444444,0
