"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0315092592592593,0.948625,0
"2.5%",0.0249768518518519,0.933333333333333,0
"50%",0.0319444444444444,0.948611111111111,0
"97.5%",0.0375231481481481,0.961840277777778,0
