"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.038212962962963,0.953805555555556,0
"2.5%",0.030775462962963,0.939548611111111,0
"50%",0.037962962962963,0.954861111111111,0
"97.5%",0.045150462962963,0.966666666666667,0
