"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0220092592592593,0.984888888888889,0
"2.5%",0.0157175925925926,0.976388888888889,0
"50%",0.0222222222222222,0.984722222222222,0
"97.5%",0.0275578703703704,0.993784722222222,0
