,CK19_cytoplasm,HER2_cellmem25,Vim_nucadj2,CD20_perinuc5,CD3_perinuc5,CD31_perinuc5,CD4_perinuc5,CD44_perinuc5,CD45_perinuc5,CD68_perinuc5,CD8_perinuc5,PD1_perinuc5,PDPN_perinuc5,aSMA_perinuc5,CK14_cytoplasm,CK17_cytoplasm,CK5_cytoplasm,CK7_cytoplasm,Ecad_cytoplasm,Ki67_nuclei,LamAC_nuclei,PCNA_nuclei,pHH3_nuclei,ER_nuclei,batch
JE-TMA-41_scene01_cell2077,0.0018587021142287194,0.018466443095763205,0.037716030300670854,0.0771849575641309,0.24980398422059436,0.4589413776304911,0.5125392983016236,0.10402083257472679,0.09774183886157442,0.05016403806662915,0.7457148217812695,0.006983139806582121,0.005400521473969794,0.0,0.013001234837152847,3.33192210583899e-05,0.00023289540046844215,0.005764438286865516,0.005013915098391459,0.0009606918795985395,0.020754665582915863,2.240660648139543e-05,9.845726628688163e-06,0.0077152382536386475,JE-TMA-41
JE-TMA-41_scene01_cell3182,0.0025872873117885288,0.02911119489928035,0.4332138010383912,0.06475469975145169,0.5038671665922732,0.07136680291980252,1.0,0.08344777502399373,0.2127387707516426,0.11142454158422432,0.7203343697323689,0.0839536297904652,0.053370671083399414,0.039289657566792154,0.018415408955015172,0.003371111927339332,0.008582814282790138,0.005850014990453215,0.008700315985704922,0.0023000941329392836,0.04397912253483443,0.024888047720221806,0.01820240577359349,0.02461600985086457,JE-TMA-41
JE-TMA-41_scene01_cell2387,0.0012162188809165194,0.02022695455046806,0.28229858090822135,0.08802606593843448,0.4731403290382248,0.08221018082308476,0.33278464695342463,0.06547895414375035,0.2145012539217219,0.08529444072017048,0.377525911984119,0.029754512487284297,0.017153868864603353,0.015791202672316432,0.01891092343188534,0.0003765637720360682,0.0018404726499318756,0.008446396132915117,0.006589184981857966,0.0015896557553611375,0.12786512031612104,0.012951182263422711,0.007885160878149574,0.02656750339280558,JE-TMA-41
JE-TMA-41_scene01_cell2004,0.000871293337643564,0.010626267286245064,0.15307392597624453,0.056777165393825886,0.2713507471583111,0.11348542484615588,0.17541784551086767,0.08619227516708569,0.15217436392429537,0.007344235334891471,0.056876049517870036,0.0018700525215490592,0.0015790168525728675,0.0003396787502970359,0.006180829021062601,0.0,2.1606387753726584e-05,0.003208630677130109,0.007196349165807982,0.007776476749066802,0.05412413023405172,0.00024217930202920452,0.0,0.004398601831184542,JE-TMA-41
JE-TMA-41_scene01_cell2704,0.0013254434461910983,0.023707309043035092,0.10633648184474331,0.3916325458094345,0.13492759773646157,0.0849673776601662,0.12494150282313565,0.07926679896685031,0.2998373096032742,0.18777174888781728,0.10741419530656864,0.03581383989435169,0.12298668083063727,0.008834870997327583,0.017998312597151397,0.00032973479823527387,0.002464281083322923,0.009005159236184243,0.006941993923868375,0.0018006966837973589,0.04586479898109643,0.010919112475088083,0.004894787427898928,0.01907329501544028,JE-TMA-41
JE-TMA-41_scene01_cell1970,0.0010879286968212168,0.020684993287027408,0.014118095928593054,0.508447438929158,0.17553238735392848,0.045400866408405106,0.08073006335986317,0.02172077173434779,0.28871682161009316,0.084998448165399,0.08239439974189397,0.03949592823212402,0.007599093317332223,0.004792645151456313,0.02157860295543474,0.0003847214677673397,0.003677948545053144,0.00844542086448968,0.01372243030375611,0.2098963893329543,0.044873099286151276,0.5186386471113853,0.007520939515757325,0.020166095804384367,JE-TMA-41
JE-TMA-41_scene01_cell365,0.0010565388234947547,0.018430489265328406,0.05188554302022583,0.5330577984921305,0.2198863773246235,0.023254725820888188,0.2579258655668737,0.03614586919128407,0.19290061490208535,0.3284138597925047,0.09249487071964449,0.23103454661267836,0.023051474983242216,6.840236282651358e-05,0.017661033672398938,0.0,0.0044677275574575084,0.0058034801037078415,0.03606236094316359,0.021299354831349007,0.033194703571975646,0.06363586385994921,0.03795378625657994,0.011964973348757181,JE-TMA-41
JE-TMA-41_scene01_cell1513,0.002413962473279066,1.7867811173857594e-05,0.10350608690900318,0.14498068019214297,0.2165247997248117,0.09866533035660707,0.621912157636107,0.10103159311645413,0.19593174236913505,0.04633632588204516,0.10571696683569082,0.03426381266547696,4.646283418245226e-05,0.0,1.60079523456188e-05,0.0,0.0,0.0001538825369064157,0.0175896571662759,0.0005121051775042682,0.0391835585752077,0.0,0.0,0.0,JE-TMA-41
JE-TMA-41_scene01_cell788,0.0005858510114972768,0.018880307124875557,0.006052004357200338,0.6015098954198914,0.17212438039377337,0.030768054137439865,0.0765312955897793,0.029181071640600912,0.21260625872287542,0.014426056289641116,0.09990817894164132,0.09731262324894195,0.04658019758605329,3.4558519155126637e-06,0.02069486235883045,1.4565441787393542e-05,0.007024816251927215,0.006202796122850217,0.016189953437294635,0.1092675550308898,0.027902935874842737,0.12063407522212645,0.005223341970897277,0.022148364459285336,JE-TMA-41
JE-TMA-41_scene01_cell1438,0.002468492371984483,0.026100659255815856,0.09019839173744999,0.05234484139795742,0.14661342061785537,0.05069697116598883,0.13931933167775307,0.0254892242825255,0.10173584592362091,0.04166004184764405,0.06235489025665279,0.016843090224823325,0.01415542392886869,0.009522377144540187,0.017506889271416155,0.00241253133547751,0.006073157765428946,0.006503588724407979,0.0077936180404142895,0.00798897863133726,0.027358753208423646,0.035245475621582395,0.029827160504891034,0.021402509820313113,JE-TMA-41
