"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0113271604938272,0.958555555555555,0
"2.5%",0.00740740740740741,0.943472222222222,0
"50%",0.0117283950617284,0.959259259259259,0
"97.5%",0.0160802469135802,0.973194444444444,0
