"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.030787037037037,0.980083333333333,0
"2.5%",0.0247569444444444,0.972222222222222,0
"50%",0.0310185185185185,0.980555555555556,0
"97.5%",0.0372800925925926,0.9875,0
