,HER2_cellmem25,Vim_nucadj2,CD20_perinuc5,CD3_perinuc5,CD31_perinuc5,CD4_perinuc5,CD44_perinuc5,CD45_perinuc5,CD68_perinuc5,CD8_perinuc5,PD1_perinuc5,PDPN_perinuc5,aSMA_perinuc5,CK14_cytoplasm,CK17_cytoplasm,CK19_cytoplasm,CK5_cytoplasm,CK7_cytoplasm,Ecad_cytoplasm,ER_nuclei,Ki67_nuclei,LamAC_nuclei,PCNA_nuclei,pHH3_nuclei,batch
JE-TMA-41_scene01_cell2038,0.31708932,0.4019824,0.42804486,0.93479276,0.9754524,2.5094645,0.4038086,0.91113424,0.40515715,0.9253103,0.28910908,0.006582757,0.0072078216,0.09428457,0.00022118102,0.12879436,0.008688154,0.016338684,0.10501247,0.09335231,0.017749058,0.3764239,0.05151858,0.07280419,JE-TMA-41
JE-TMA-41_scene01_cell1897,0.30308834,1.7174566,0.3513241,0.9512934,13.423809,1.876465,0.27186546,0.76067644,0.15303698,0.8290166,0.77002865,0.22017983,0.82966316,0.123259075,0.0033548202,0.12977809,0.02073053,0.016277954,0.09839266,0.112154424,0.021081384,0.83850646,0.13922827,0.079496935,JE-TMA-41
JE-TMA-41_scene01_cell828,0.2848558,0.008702373,2.4899037,0.80209845,0.23409835,0.7353834,0.111657135,0.89628637,0.05950445,0.838772,0.7940845,0.08222849,0.00011723847,0.09347948,0.0,0.12952188,0.030379673,0.013517842,0.10777707,0.06139442,0.7661295,0.36169124,0.54898745,0.058849465,JE-TMA-41
JE-TMA-41_scene01_cell2480,0.36115155,0.7176424,0.22291781,2.4895954,0.6905829,9.20848,0.36208603,1.0285612,0.15048145,0.8494084,0.60785514,0.34980425,0.106394544,0.12256068,0.00807897,0.13030571,0.024134174,0.018195756,0.09579063,0.12366293,0.009259427,0.36501282,0.043601085,0.113657705,JE-TMA-41
JE-TMA-41_scene01_cell589,0.38427463,0.3121008,1.5081457,0.7481042,0.7214061,0.88259137,0.30211616,0.9098981,0.36272177,0.8227142,0.43468136,0.15371132,0.0013773276,0.092500545,0.0007298607,0.14031543,0.021409579,0.015660204,0.12204429,0.028485361,0.00651237,0.37254587,0.114078656,0.1188688,JE-TMA-41
JE-TMA-41_scene01_cell815,0.38318577,0.3500373,1.5079843,0.71475625,0.6947588,0.6521173,0.4040085,0.99510884,0.2296327,0.99666226,0.32448444,0.3989814,0.009439926,0.09363292,0.0018934426,0.14680304,0.03241587,0.017803477,0.120693855,0.055707388,0.0064596394,0.3937535,0.08704282,0.085334145,JE-TMA-41
JE-TMA-41_scene01_cell2533,0.32997733,2.267485,0.22008196,2.1547997,1.2314395,5.7641716,0.5199042,1.0252402,1.2088195,2.5565305,0.9887989,2.1011848,0.8463562,0.20339742,0.093529984,0.1313851,0.018900368,0.03339004,0.10578118,0.16031268,0.27480826,0.58857244,0.27419895,0.7296816,JE-TMA-41
JE-TMA-41_scene01_cell2360,0.33884227,1.080697,0.34455743,2.049062,0.9216489,6.7926445,0.41658252,1.1473835,0.21038066,1.8409148,0.1575377,0.20673954,0.12451185,0.10595816,0.00047328704,0.13135922,0.004426479,0.020550583,0.09624466,0.11760535,0.011609939,0.3998654,0.066005215,0.08764373,JE-TMA-41
JE-TMA-41_scene01_cell2849,0.061423462,0.2850447,0.17075329,1.1888096,0.28093988,4.229307,0.20796892,0.796636,0.0,0.0,0.2817464,0.0,0.0,0.016223889,0.0,0.12870404,0.00013511312,0.0052503757,0.092728205,0.004251345,0.0004623781,0.37582353,0.0,0.0,JE-TMA-41
JE-TMA-41_scene01_cell2872,0.2749837,0.26508877,0.6969808,0.730954,0.42337868,0.91563153,0.200817,0.8943495,0.032271385,0.6648997,0.43362203,0.25573933,0.0010079751,0.06525801,6.6991e-05,0.14425212,0.0010726632,0.016497355,0.09208171,0.015020155,0.015248823,0.3561481,0.0034568615,0.016179288,JE-TMA-41
