"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0478287037037037,0.95275,0
"2.5%",0.0400347222222222,0.9375,0
"50%",0.0476851851851852,0.954166666666667,0
"97.5%",0.0558217592592593,0.966666666666667,0
