"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0221851851851852,0.908180555555556,0
"2.5%",0.0166666666666667,0.888888888888889,0
"50%",0.0222222222222222,0.907638888888889,0
"97.5%",0.0280208333333333,0.925,0
