,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,Ki67_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03360,0.17555604520579693,0.29791042180485605,0.21489175822203088,0.24342857807858967,0.050012544043918826,0.03526302694381828,0.05462436700730187,0.014998547100154606,0.02303744003568687,0.08410375086624287,0.05093411880962478,0.3285601152136665,0.1165372587905083,0.08197316618808143,0.12344830437722275,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02007,0.1434018544351544,0.15150292290857179,0.1439739799888525,0.09598767032203473,0.05181546150820644,0.03992642512004416,0.05677713326216297,0.01727109700322908,0.018021840696936728,0.11579593987703872,0.00794038657435834,0.28755143087170737,0.08913546200792556,0.08779614694027017,0.14571601810482926,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04801,0.09865019811080919,0.19198718243437357,0.1732827963605152,0.10273446344678686,0.06661733193460748,0.05152402599992308,0.0647644973196188,0.03390882872629411,0.03257590720093845,0.16882980060043135,0.0210954999303326,0.3206836082261339,0.12575360315502515,0.11204458618821245,0.1359481704449626,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02189,0.11158745161978144,0.22429101707180665,0.18314599105928292,0.08858956214293973,0.048318379218789995,0.0330046977660193,0.056355712839079544,0.014687651014250187,0.020861912126240785,0.09063526726310364,0.2175301201171779,0.3015814675370529,0.09464706387746127,0.1037897059292343,0.15301636176199113,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01507,0.15245673046542058,0.22823925609900714,0.2336681402408757,0.333096359688907,0.07111828044445817,0.0358277499496665,0.06402120753901416,0.0220730633421807,0.03777424138798981,0.11184242392531749,0.48268608192491896,0.3761526334574738,0.13808428853821444,0.12104583431755273,0.2845384821892904,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07521,0.08541920161208698,0.18961193281972705,0.18558366226936526,0.3134494159661881,0.07353679123100357,0.058570889819071374,0.06605630612950458,0.03573423876274392,0.28304672447127155,0.28709915417386966,0.009417681131658938,0.2897503577483968,0.11637704947328319,0.11960296613143624,0.22554777131204126,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02691,0.38781505700046437,0.341249895159587,0.1928362132491947,0.21411897242351327,0.0647450192168926,0.034145139410088586,0.0614039812701952,0.016827796214648798,0.024986856421680217,0.08378716545411162,0.011855948289179578,0.29918197155114423,0.12363606334876234,0.11107561324767058,0.18159879099509368,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07964,0.5313557349611184,0.19514913700739628,0.1512428289864552,0.09787435291536291,0.056089606658074304,0.03519979324745342,0.06436811430353186,0.0139589456869334,0.02505676059736499,0.0919052987155328,0.01012076234319744,0.30306824247182146,0.11410680662796265,0.1063420998720365,0.22200460277919284,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07704,0.13097705530254022,0.26672379793884365,0.256080643964218,0.16101911437164737,0.053391872944717096,0.03432658001017485,0.05826641924168998,0.01368744033628416,0.01658888949972914,0.08948736923291498,0.006129435365061007,0.27961125977486845,0.09906464482120168,0.09794855672661999,0.12894905941769258,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02679,0.09602330935711072,0.17329943408477275,0.21007873720819448,0.27793258165791296,0.06705210522657554,0.031912959969308125,0.05871245051274917,0.015519806276214443,0.03098655432475361,0.09181603514137232,0.007987241832024775,0.2894346534905719,0.10345253585063041,0.09956259129048917,0.21353016718851847,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05798,0.12548421557977443,0.20029856268703494,0.17011605471513694,0.19042514338501706,0.0616856598285447,0.034918578699906215,0.06702308095095337,0.01589764375380716,0.01958984140114173,0.09672219421243153,0.009294759675291232,0.3201842304336661,0.12205453078834272,0.1226195768929351,0.14007355548702483,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07101,0.06387417221844396,0.19777651300895605,0.1379698193068953,0.124628628744249,0.06998060162006996,0.09529548522467442,0.06963157563832002,0.09873413888134148,0.2134864089108604,0.3324426797961614,0.006824551449790404,0.2993246571574151,0.09314212777261292,0.09781334241758316,0.15712419045146783,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07802,0.07742562319570899,0.1787518314804151,0.10632338994337308,0.0739539932909003,0.036663205138731635,0.03724841266359557,0.059904928117686926,0.01801138438435984,0.015511367458841947,0.09867922935200867,0.004991158207290215,0.25337837984080547,0.14858550757222203,0.07717115793958047,0.09890117146227331,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04363,0.1091704077262481,0.19116317896112484,0.14329494416455524,0.10721210522643444,0.06816984788576827,0.0994634479988288,0.06993679845584543,0.08321163509569648,0.24264426313705428,0.3855482554910066,0.009028333949950583,0.31562448764312373,0.0923218461679631,0.10646067664148111,0.15383976503896102,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04240,0.06471314167755249,0.16289667286844176,0.1505330292025174,0.09677775795179512,0.06509388144081263,0.1315245727458019,0.07351786411720031,0.1836485664857539,0.03299666743072948,0.20038257399085915,0.010774692697568698,0.31177158336846034,0.09374220759360859,0.11125076883366194,0.13151542402470656,BM-Her2N75-15
