"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0186147186147186,0.897884972170686,0
"2.5%",0.0123376623376623,0.877458256029685,0
"50%",0.0185528756957328,0.897959183673469,0
"97.5%",0.0238249845392702,0.920222634508349,0
