"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0203287037037037,0.995555555555556,0
"2.5%",0.0154976851851852,0.9909375,0
"50%",0.0203703703703704,0.995833333333333,0
"97.5%",0.0252662037037037,0.998611111111111,0
