"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0220925925925926,0.791888888888889,0
"2.5%",0.0160493827160494,0.758287037037037,0
"50%",0.0222222222222222,0.791666666666667,0
"97.5%",0.0287191358024691,0.823194444444444,0
