"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00183333333333333,0.968194444444444,0
"2.5%",0.000462962962962963,0.955555555555556,0
"50%",0.00185185185185185,0.968055555555556,0
"97.5%",0.00348379629629629,0.980555555555556,0
