"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00827314814814815,0.985958333333333,0
"2.5%",0.00462962962962963,0.979166666666667,0
"50%",0.00833333333333333,0.986111111111111,0
"97.5%",0.0125231481481481,0.993055555555556,0
