"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0172407407407407,0.977319444444444,0
"2.5%",0.012962962962963,0.967326388888889,0
"50%",0.0171296296296296,0.977777777777778,0
"97.5%",0.0222222222222222,0.986111111111111,0
