,CD44_Ring,CD45_Ring,CD4_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,Ki67_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03397,0.475923,0.9004235,0.86580235,0.5333582,0.20789728,0.42882663,0.09939998,0.43455607,0.3361944,0.35397905,0.9744167,0.44375163,0.5129597,0.5672822,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04298,0.32986358,0.6058621,0.6034311,0.672213,0.6235619,0.5611706,0.5163191,3.4467018,1.3161396,0.37529737,0.91386396,0.50395525,0.6949694,0.60660243,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03468,0.9630803,0.87540543,0.968309,0.71639997,0.28441614,0.5142493,0.122912265,0.6529668,0.6509135,0.36793938,0.9131233,0.6716477,0.86921793,0.7582744,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04755,2.5313623,1.7011827,0.75533146,0.64403194,0.23475187,0.48812923,0.111415155,0.528888,0.36823145,0.38061425,1.2065276,0.6390297,0.6920619,0.7212634,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04596,0.47894722,0.62335885,0.6122079,0.64482284,0.46091428,0.50290686,0.45873553,1.1128107,1.573823,0.37965226,0.9056253,0.51908934,0.6879528,0.6385001,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02520,0.34353536,0.6707668,0.5438793,0.660382,0.44775888,0.49349448,0.22489807,2.7503812,1.4379679,0.3497984,0.8396771,0.49820846,0.6721263,0.5473533,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02893,0.31292954,0.62641793,0.6384036,0.6859096,1.0382671,0.5298704,0.6151676,2.804052,1.5577313,0.37646368,0.8381556,0.43248886,0.61781895,0.620262,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04070,0.45688027,0.66643554,0.8076785,0.69933695,0.7017662,0.53451145,0.58582246,2.68892,1.3374265,0.3731652,0.88298535,0.58426327,0.7095947,0.80699885,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07224,0.30074877,0.66346824,0.5593591,0.66544825,0.6216835,0.49798056,0.60806096,4.217602,1.5502876,0.34342533,0.84624267,0.50376165,0.632853,0.60448116,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04820,0.56724364,0.52905923,0.54369724,0.5244455,0.21442533,0.4614502,0.09917542,0.4676229,0.36667165,0.3406249,0.8492687,0.5146305,0.7351004,0.6851856,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05422,0.65481526,1.0245695,0.5935337,0.52528304,0.23272036,0.51300997,0.09922511,0.4480684,0.3652752,0.35411632,0.9102007,0.58840346,0.8073716,0.55509996,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05417,0.28182188,0.5482111,0.47149992,0.6235685,1.2719166,0.52797294,2.0142574,1.6625599,0.65890455,0.47702938,0.80477333,0.3538916,0.46424687,0.4192315,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05788,1.2877493,0.59162754,0.72047687,0.68476903,0.21536027,0.46588075,0.11505075,0.48157454,0.3502862,0.33244103,0.87203175,0.68088454,0.6418038,0.7264122,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04661,1.1247914,0.6114388,0.578742,0.61964774,0.23552924,0.4887809,0.10582469,0.50965744,0.36146483,0.37630987,0.88794357,0.6225655,0.80859476,0.7085082,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06235,0.2992723,0.5816461,0.47495478,0.5984832,0.65843004,0.5112939,0.60259765,2.1693609,1.3772297,0.35322917,0.84409225,0.35523653,0.50538313,0.4572132,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01831,2.8039174,0.6530897,0.64395076,0.5392996,0.22364405,0.45502734,0.10624322,0.49777886,0.36150908,0.4535689,0.92740566,0.7745775,1.0001044,0.70104563,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07982,0.3437108,0.58636236,0.567668,0.5720715,0.22968064,0.48847103,0.103268266,0.42688018,0.36137703,0.33717686,0.8804812,1.0912294,3.3531005,0.69151145,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06257,0.5714142,0.5914,0.5725818,0.4612042,0.22614866,0.4427511,0.12787616,0.4540035,0.3791497,0.34743863,0.9451855,0.6273971,0.9327889,0.72812873,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06706,0.9584404,0.76557654,0.4916746,0.5072419,0.20167144,0.45913568,0.09120135,0.4458886,0.322152,0.33382124,0.86752045,0.6549526,0.5344558,0.5257806,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00459,0.3220567,0.56517583,0.52781576,0.5877195,0.70056254,0.48103163,0.7030742,2.4431875,1.3604779,0.35568494,0.84660965,0.474797,0.4989998,0.5639739,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03438,0.5396903,0.62992936,0.6750759,0.55021304,0.374774,0.46182853,0.19516943,0.5495599,0.82085466,0.3895516,0.8042377,0.56124187,0.8452296,0.6420783,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00596,0.2708312,0.6880263,0.56962013,0.6875965,0.9539936,0.5495836,0.75809044,1.113793,1.7633065,0.6656614,0.9013755,0.51668864,0.57895726,0.6354993,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02301,0.25387633,0.5438584,0.5015626,0.47555634,0.60803586,0.4228163,0.27676928,1.5748032,0.87407017,0.3135594,0.75706685,0.323756,0.44936946,0.41765118,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05546,0.579912,1.110625,0.59826106,0.52781075,0.23335087,0.46423647,0.10458092,0.53210044,0.38456267,0.35908312,0.9632018,0.48257753,0.73735213,0.7735455,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04171,0.4658791,0.5548551,0.51336473,0.61369586,0.21659152,0.483389,0.09525368,0.4052133,0.3452638,0.34665123,0.8480759,0.67436403,0.74207956,0.5847959,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06564,0.63550353,0.5835779,0.76067734,0.7208367,0.2316505,0.42676687,0.14013611,0.5657963,0.33497337,0.32647207,0.90634054,0.7910991,0.7099459,0.8807653,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01390,0.65781987,0.6387707,0.61429584,0.5260676,0.23004821,0.39930838,0.10326098,0.5050688,0.33657503,0.32199553,0.80856454,0.55131996,0.931459,0.6682646,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04974,0.6393852,0.54818463,0.58034563,0.517091,0.22670577,0.46421534,0.10502597,0.4627459,0.3818245,0.35723716,0.9347882,0.544057,1.8166363,0.6312937,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01748,1.035788,0.66448385,0.78535324,0.65452677,0.24533655,0.5017985,0.14937834,0.4983228,0.41853726,0.38060674,0.9223913,0.703286,0.8039504,0.63571715,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04084,0.5300398,0.59679395,0.6133118,0.55026364,0.2269814,0.46835685,0.100030474,0.46775112,0.38572818,0.3506951,0.857027,0.5876411,0.57370764,0.63126266,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01235,0.34534687,0.9136302,0.49196222,0.49362427,0.49291313,0.44530007,0.34832326,1.3434266,1.0623776,0.34004465,0.9806553,0.34009197,0.41176185,0.43870306,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05024,0.6879099,0.64817274,0.43509284,0.411166,0.2159649,0.41383588,0.09074507,0.40566435,0.34430742,0.34492233,0.8500929,0.5294797,0.65991545,0.535099,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04886,0.31931272,0.5492973,0.4978649,0.57062733,0.5673266,0.47915158,0.36051226,1.5471708,1.9870845,0.34061658,0.8169299,0.3900611,0.5338373,0.48026636,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05398,0.2987655,0.602388,0.576194,0.66437906,0.73154736,0.55037063,0.6701901,1.4913697,1.2004936,4.4253535,0.89817697,0.43939555,0.6266196,0.52258825,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03709,0.70204574,0.7022494,0.87370616,0.5485314,0.23133363,0.4611613,0.10804917,0.53707355,0.37792847,0.37410256,0.85050774,0.5533396,0.57884145,0.6636713,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07388,0.2865241,0.5963362,0.5053172,0.5508612,0.46305794,0.48604783,0.52506703,1.2730008,1.1743592,0.3336316,0.77112216,0.3692523,0.55610406,0.49932113,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05066,0.4421605,0.6539172,0.72317,0.56879836,0.23827256,0.42017743,0.11612697,0.4886475,0.3296991,0.54747903,0.95394707,0.7297429,0.75440025,0.5867409,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06590,0.3020633,0.5773222,0.49027136,0.60163766,0.5899819,0.5017058,0.83685225,2.9786265,1.3658203,0.6096944,0.8237757,0.40455234,0.5680205,0.47214937,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07093,0.31905133,0.48876685,0.44500968,0.43383414,0.19287996,0.40187955,0.08557503,0.38331366,0.3697963,0.30692822,0.75036085,0.43751663,0.5849238,0.5530973,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04856,0.37083894,0.6092427,0.5319653,0.49925783,0.24864878,0.4369365,0.117044464,0.5263215,0.40144613,0.532216,0.8529064,0.5370848,0.5105761,0.4693783,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00903,0.4622286,0.77441543,0.9454887,0.41346273,0.22117949,0.43513444,0.09021038,0.3578144,0.36150068,0.32888228,1.0940298,0.86239517,1.0659139,0.4332514,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01769,0.37170333,0.55813086,0.63683635,0.6693583,0.72342485,0.46637762,0.46948433,1.1247247,2.0985281,0.42415676,0.897794,0.7263898,0.80996543,1.3158801,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01995,0.27318165,0.5326024,0.5212141,0.543134,0.5395204,0.42488855,0.31254712,1.4367669,1.4701812,0.35350624,0.7560546,0.3825287,0.55753374,0.5130846,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05445,0.53993964,0.6312257,0.5810935,0.5780425,0.66090655,0.524563,0.54095054,1.5006218,1.0484596,0.3636372,0.9075457,0.49646562,1.0671695,0.6159108,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03460,0.31455547,0.6221614,0.66532207,0.7347574,1.3854468,0.61194104,1.5683855,0.8622686,1.8755866,0.4851828,0.8663599,0.46557274,0.616959,0.540686,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03398,0.8383869,0.69803435,0.7218456,0.44759208,0.2209082,0.4401229,0.089398086,0.45255777,0.370204,0.34399584,0.85430104,0.42120412,0.74748194,0.4736032,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01222,0.36515337,0.63185495,0.54760224,0.6878345,0.4472179,0.5169897,0.24487686,2.9877193,1.8867157,0.39065468,0.9034444,0.56866854,0.8828628,0.71230334,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07999,0.5148511,0.7539996,0.8791158,0.46563864,0.20511122,0.41431865,0.08651338,0.3895278,0.34177986,0.37510687,1.7935033,0.47456935,0.7541127,0.5188057,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02738,0.2820975,0.61976486,0.49256966,0.53010076,0.4215868,0.47862673,0.27789035,1.2454748,1.1505048,0.36267364,0.79028666,0.35453093,0.53678393,0.42298102,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04108,0.37522933,0.55044,0.5082874,0.57110196,0.51799124,0.4592657,0.48978728,1.9771742,1.3620933,0.33975214,0.8163702,0.44322175,0.5840398,0.56653625,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05814,0.31728727,0.5574325,0.5263248,0.57328874,1.1098764,0.54381615,1.5173723,0.48622203,1.339911,0.47672167,0.8572859,0.39501175,0.6191898,0.46679544,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01213,0.6639691,0.7950309,0.93079036,0.5879747,0.21553643,0.45482647,0.111939125,0.47943202,0.5189875,0.47023407,0.93241346,0.6279326,0.5844216,0.6988602,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01849,0.49540973,0.5715481,0.58316416,0.48721966,0.21448049,0.44851157,0.09775661,0.4099716,0.34188196,0.34093922,0.87690514,0.60242885,1.339159,0.551854,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03214,0.5434173,0.54342306,0.5631923,0.5885543,0.21305716,0.46904576,0.10590982,0.42673138,0.35953507,0.35617742,0.7988553,0.861018,0.67554456,0.57599574,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05714,0.3040041,0.5187161,0.50452787,0.54628175,0.48201746,0.48332086,0.65299386,1.0875729,0.8127591,0.34311932,0.85052544,0.46067455,0.58677465,0.51787394,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02492,0.27106872,0.61066526,0.60768783,0.67638564,0.7842475,0.51539344,0.95201963,0.7924019,0.9764537,0.47194993,0.8436326,0.4046816,0.5612208,0.47541338,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06463,0.75761706,0.72793484,0.69318914,0.5635309,0.21356747,0.43348476,0.10464205,0.45655057,0.34830067,0.324431,0.89667267,0.570981,0.8341309,0.7026255,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02456,0.55410856,0.6570334,0.5267352,0.6143231,0.25481474,0.4395641,0.13623151,0.8131815,0.5982787,0.35417986,0.87562126,0.49445546,0.5503518,0.7529876,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05252,0.44039628,0.49864277,0.4232069,0.44799715,0.21845701,0.46044683,0.083992705,0.34482506,0.3390891,0.3275195,0.79226094,1.0069152,1.4832075,0.42486468,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03635,0.73251504,0.7598891,0.83728373,0.47928637,0.29481527,0.43022355,0.16369365,0.4610161,0.42205784,0.35489574,0.8189697,0.5292204,0.8766493,0.5242366,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00102,0.32352597,0.57652247,0.57252085,0.4238287,0.24524254,0.41043982,0.10145531,0.39176163,0.36995888,0.32352597,0.7962309,0.48819265,0.4036431,0.49857345,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07030,0.44301924,0.5281874,0.5233234,0.4777595,0.21291398,0.41745725,0.09915574,0.46020445,0.33531958,0.31168884,0.796262,0.4562681,1.0043561,0.57380325,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00232,0.31306678,0.77970403,0.5908269,0.57453144,0.8431721,0.4581255,0.9767293,3.5692565,1.5188178,0.34787327,0.89087164,0.66352403,0.5241525,0.59660083,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01701,0.2508455,0.60929114,0.51720333,0.4999291,1.1296023,0.46079195,0.7527956,1.181601,1.1806788,3.9016285,0.7613277,0.35148755,0.45525506,0.41604176,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05076,0.42522347,0.6056096,0.89879507,0.77568614,0.33065015,0.5023262,0.23400283,0.7508514,0.84761494,0.38442418,1.065094,0.82696736,0.9022652,0.892801,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04648,0.90902483,1.0902017,1.2054138,0.7261775,0.25413397,0.5193407,0.11995922,0.5632146,0.42867446,0.3914862,1.0104102,0.7757381,0.73579067,0.7856129,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07615,0.29268882,0.6143565,0.54748607,0.6935012,0.609521,0.5748772,1.3002088,2.3699028,1.0560528,0.36564094,0.8106253,0.39075136,0.5351624,0.51646954,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01906,0.2913219,0.5442056,0.5531034,0.6174869,0.22371115,0.4762698,0.11660834,0.58922416,0.34327123,0.3657727,0.93770784,0.9150223,3.2753246,0.79343265,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01106,0.27363873,0.592395,0.48564512,0.52993137,0.92562187,0.48002097,0.67390925,0.86271447,1.0491301,2.1742191,0.7402928,0.32108745,0.42343223,0.4620856,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04211,0.42572463,0.60586196,0.60414326,0.49871907,0.26764154,0.46053758,0.1112951,0.4929485,0.44754055,0.36615783,0.842126,0.46129712,0.8019334,0.69069195,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00407,0.25205877,0.653567,0.6557861,0.6289715,2.8973875,0.5552765,2.952041,2.1921792,1.0629004,0.34263933,0.8001921,0.40186313,0.50251925,0.5141119,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01421,0.69374025,0.48915172,0.51857597,0.5251596,0.2202448,0.41891226,0.10914441,0.4404721,0.3754855,0.3312889,0.80333036,0.4905738,0.568178,0.6315573,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06595,1.1055156,1.0920773,0.7019758,0.51286465,0.22016963,0.42923135,0.104030244,0.42620096,0.30267635,0.31022403,0.9956171,0.57389647,0.63999516,0.5408043,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06151,0.49754733,0.55403614,0.59682506,0.48832437,0.21026078,0.43405578,0.091383435,0.40239125,0.33994952,0.3225469,0.8039626,0.46618626,0.5582117,0.54097533,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02317,0.30094948,0.6495077,0.6108173,0.7409293,0.5163561,0.53015673,0.4054257,4.3049464,1.0783553,0.45249063,0.90744805,0.5078416,0.6443377,0.67554474,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00563,0.75995606,0.6617525,0.72040737,0.42130268,0.2297912,0.40541276,0.09330958,0.43170026,0.3258804,0.3173271,0.8164674,0.42132312,0.6413672,0.49722362,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02584,0.2861672,0.60829675,0.50009465,0.5859356,0.27851352,0.44479015,0.12621559,0.47029734,0.49533185,0.34360075,0.79445195,0.41763994,0.5106567,0.76975006,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07275,0.48401284,0.60927224,0.6233666,0.51326334,0.47253457,0.45044863,0.5644311,0.4700452,0.53402627,0.38716835,0.8447679,0.62815523,1.0390121,0.5533432,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05704,0.27488625,0.64284986,0.52404135,0.54497325,0.6785418,0.43985915,0.5139135,1.0934381,1.3618248,0.8363588,0.8572561,0.43933964,0.47834852,0.46723846,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02622,0.65779483,0.63285166,0.6872964,0.64029235,0.20487633,0.43154773,0.11639359,0.48873165,0.33320123,0.3479095,0.80610126,0.61975116,0.69400513,0.88384306,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05283,0.6355689,0.5321566,0.48193046,0.51268363,0.22194837,0.4427687,0.09828515,0.44564894,0.36318418,0.34219632,0.838371,0.5158077,0.63242614,0.5970444,BM-Her2N75-15
BM-Her2N75-15_scene017_cell03790,1.6078703,1.0568689,0.9508958,0.52119815,0.2280179,0.4769176,0.103562444,0.43796346,0.36424503,0.3722881,0.9482107,0.58800775,1.9307323,0.5353497,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00705,0.26021108,0.58626497,0.61627346,0.6313257,0.53307617,0.46990436,0.43325654,1.2107298,1.0787055,0.3462133,0.8339961,0.5318487,1.1234139,0.63389254,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01095,0.42486233,0.9407473,0.48335937,0.59658325,0.65553904,0.49257,0.46147424,0.53781134,1.6548452,0.39053816,1.0789618,0.51999646,0.52151066,0.5132353,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06435,0.7016384,0.52687114,0.5989728,0.54921913,0.20835532,0.42094666,0.10507083,0.44483373,0.3369005,0.31938964,0.83294827,0.5950683,0.6467727,0.6669081,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06911,0.42360663,0.555505,0.5069393,0.5669671,0.39170375,0.4607419,0.5110575,1.7108735,0.9856936,0.33334178,0.8287622,0.49957418,0.71248776,0.6356441,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05082,0.74384135,0.6398008,0.61494607,0.5653275,0.23158205,0.48484302,0.108786374,0.44592676,0.36668617,0.35241503,0.90662515,0.6151655,0.690003,0.6061375,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06710,0.42496812,0.62024707,0.61735547,0.43267924,0.20139362,0.4325642,0.08636763,0.35235155,0.31936952,0.31605473,0.79334795,0.84185064,0.76481634,0.3860078,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06526,0.29412746,0.61970794,0.53355616,0.6824335,0.42943728,0.55777186,0.46981832,3.1061149,1.1652602,0.35291427,0.87798005,0.44357732,0.61768913,0.5159347,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00912,0.64161605,0.7401846,0.80302525,0.53737265,0.23889299,0.47873718,0.11837679,0.45763808,0.4514326,0.43591422,0.89429,0.59028685,0.7145899,0.60941756,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06013,0.31833166,0.5533796,0.5048619,0.61503404,0.5024136,0.47179863,0.5506719,0.6680876,1.207403,8.148162,0.82371724,0.51436025,0.5412563,0.5847449,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04200,0.47816068,0.69177043,0.548205,0.48663336,0.22126381,0.43133554,0.0939564,0.44999936,0.3717591,0.33356085,0.8073656,0.48243383,0.6086453,0.693736,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06083,0.46158835,0.7343162,0.6861141,0.9199521,1.2689463,0.58504397,1.0770452,3.9641228,2.0241632,0.40465197,0.9673369,0.7218265,0.8315879,0.89467573,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01858,0.29682514,0.59962934,0.5241264,0.628369,0.719041,0.51305807,0.57661223,1.6977463,1.9405495,0.36255127,0.86011815,0.44365758,0.64419144,0.54259616,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05898,0.59901243,0.5595839,0.5530128,0.530541,0.22365698,0.44777977,0.12561725,0.7686881,0.37893087,0.36762163,0.83325493,0.6550871,0.7817373,0.8247876,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01869,0.34376356,0.54938334,0.65969914,0.62765294,0.43995675,0.4675533,0.49331376,1.0918992,1.1132051,0.36792895,0.8580406,0.5800684,0.6537959,0.69723725,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02015,0.29786974,0.60268,0.46317315,0.50086516,0.51635355,0.46629813,0.3788881,2.435676,0.97333443,0.36072183,0.7736845,0.3656241,0.44045377,0.4325372,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04128,0.32867646,0.6823197,0.63268566,0.75364465,0.6248188,0.589954,0.47433504,2.6273286,1.4628197,0.37467346,0.8998263,0.51505715,0.67249817,0.6951883,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06403,0.45032668,0.58736503,0.5017764,0.58345443,0.8856054,0.50830466,0.9318938,0.860488,1.330512,0.3441072,0.83530277,0.47077784,0.8528623,0.49937174,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05526,0.32446066,0.6186871,0.53842777,0.7103188,0.3618371,0.5452368,0.31209412,2.8685954,1.369122,0.9436182,0.9010305,0.51704735,0.60508716,0.59646994,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00345,0.27833897,0.5453995,0.5058175,0.43492228,0.29289344,0.45249152,0.19017859,0.42398372,0.51544577,0.3348728,0.82113105,1.4077102,0.63695276,0.44255126,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07076,0.8039456,0.55042857,0.61883634,0.4822741,0.21285175,0.41541886,0.10144233,0.44792658,0.34456766,0.32072726,0.8015578,0.45195603,0.665105,0.63405704,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06811,0.6698632,0.5551196,0.6305538,0.54586387,0.21602172,0.46359935,0.108823046,0.44930282,0.34855264,0.33721086,0.86367893,0.6775898,0.8657253,0.6456887,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06354,0.30817035,0.6071232,0.49815643,0.59076965,0.6132891,0.51885647,0.45801494,2.078335,1.5217024,0.35173443,0.8546642,0.36434555,0.51816344,0.4590351,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05475,0.30185726,0.6051874,0.46938378,0.5528715,0.5461266,0.5105959,0.33957443,2.6358967,0.8988696,0.32587788,0.8693456,0.41162404,0.5112875,0.5347296,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00094,0.40847552,0.5490757,0.5880418,0.66543174,0.42998183,0.48214665,0.30877998,0.47326922,0.7314238,0.5338097,0.9058712,1.0312995,0.8685519,0.8272115,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07259,0.9489641,0.8692906,0.8717922,0.6626278,0.22128609,0.47844785,0.113831274,0.5156977,0.34997076,0.34537736,0.8906027,0.70529664,0.6978839,0.7483719,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06650,0.5745949,0.53794265,0.50425655,0.5637623,0.36105543,0.5063911,0.24683234,0.4428144,0.839394,0.34343827,0.842287,0.4366367,0.90712464,0.57436585,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04459,1.2886895,1.0873125,0.66538644,0.6576521,0.24793468,0.43664968,0.11851002,0.676269,0.5622508,0.35238403,1.291948,0.5704862,0.6626236,0.6370167,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07538,0.38080943,0.65862215,0.71905875,0.54982644,0.22094914,0.45549995,0.09928266,0.42404053,0.33584753,0.31059515,0.8386422,0.6187369,0.88801676,0.5403158,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07250,0.48489392,0.6785617,0.66759145,0.6414085,0.21864322,0.45719332,0.1031592,0.44191954,0.33235013,0.3223751,0.8599098,0.86156964,1.0930516,0.6641997,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06637,0.30571097,0.6041405,0.5348723,0.61674535,1.0789021,0.48969865,1.4277881,1.263705,1.4149985,1.7266111,0.8194076,0.5232704,0.6358219,0.57514,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05312,0.56549704,0.5478138,0.5176867,0.4134319,0.24140507,0.44283533,0.09943426,0.41514298,0.36032856,0.3429253,0.8387722,0.53826004,1.1793038,0.51039714,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07329,0.3915923,0.6507274,0.87116134,0.6611141,0.21417907,0.45991403,0.11958378,0.47293773,0.36756945,0.33194906,0.8272682,0.69203085,0.7916892,0.7703713,BM-Her2N75-15
BM-Her2N75-15_scene017_cell00158,0.7114725,0.8915006,0.92936015,0.5266943,0.4210409,0.46208572,0.30109432,0.4973991,0.84724134,2.5014753,1.8474177,0.567116,0.49245125,0.535937,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01225,0.31269455,0.53511035,0.6093925,0.5107226,0.22656308,0.41331238,0.08864091,0.46693516,0.34174284,0.31442398,0.7293871,0.4316936,0.52826095,0.60939884,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07337,0.93448013,0.977261,1.2840121,0.5860294,0.22007492,0.46196833,0.09828077,0.47739214,0.34281474,0.3347624,1.1432751,0.59532446,1.3412544,0.72259974,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06163,0.26490965,0.6516049,0.5375695,0.53610337,0.73744357,0.46176678,0.61827356,2.0788023,1.4994717,0.32153678,0.83414596,0.40416363,0.53088534,0.44645393,BM-Her2N75-15
BM-Her2N75-15_scene017_cell06204,0.31830755,0.5622594,0.504525,0.56817454,0.74397933,0.48652792,0.6180171,0.52974004,1.4603162,0.34849134,0.8267318,0.40734094,0.6108963,0.49559766,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01837,0.59635514,0.56181526,0.6172579,0.5260147,0.21739252,0.43927526,0.10293701,0.43305513,0.34742108,0.3432771,0.88149107,0.6093766,1.0615318,0.5666715,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05341,0.7540826,0.72596717,0.5683519,0.43830705,0.21352962,0.4452251,0.09353927,0.387843,0.34483442,0.3443586,0.86006284,0.6047105,0.57638776,0.48527303,BM-Her2N75-15
