"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00246296296296296,0.962111111111111,0
"2.5%",0.000462962962962963,0.947881944444444,0
"50%",0.00231481481481481,0.9625,0
"97.5%",0.00440972222222222,0.975,0
