"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.00849074074074074,0.5765,0
"2.5%",0.00509259259259259,0.533993055555556,0
"50%",0.00856481481481481,0.573611111111111,0
"97.5%",0.0118171296296296,0.610451388888889,0
