,HER2,Vim,CD20,CD3,CD31,CD4,CD44,CD45,CD68,CD8,PD1,PDPN,aSMA,CK14,CK17,CK19,CK5,CK7,Ecad,DAPI2,ER,Ki67,LamAC,PCNA,pHH3,batch
JE-TMA-41_scene01_cell2038,-0.7843125477886066,0.8899745763156226,1.0,0.0,1.714063391318072,1.8098851682691481,0.8126280904517971,1.0,0.32177486101996416,0.7421139413991567,-0.3958859952769861,-1.482739006831441,-0.8368025115366388,-0.41353069750049276,-1.4946102535286718,-1.251401385765455,-0.7285117644664778,-1.1102318553872,-0.9148159987084237,1.4242930786776602,-0.6028543127816364,-1.021794836708929,-1.5809350066010717,-1.066825686053761,-0.8838492959520765,JE-TMA-41
JE-TMA-41_scene01_cell1897,-0.8266537324726615,1.7507301542522131,1.0,0.0,4.367180877902359,1.6534721834978903,0.5072583152701804,1.0,-0.6954893175222702,0.5018552097481003,0.6691036690338626,0.5770713891386532,1.4125951293577552,-0.13570613035824466,-0.1358540500019358,-1.2428655251423397,-0.1493791939183482,-1.1124739676771433,-1.04191846862731,1.5775539323518584,-0.46217104830553596,-0.9450672119195884,0.42708888764129926,-0.49631002479727904,-0.8075415172668466,JE-TMA-41
JE-TMA-41_scene01_cell828,-0.8850354305679187,-1.5931674385135366,1.0,0.0,-0.1182782056091427,0.8123986332165374,-0.4057065094731087,1.0,-1.4778274495262687,0.5271728856338911,0.7050067077928388,-0.021491082466406873,-2.2749334117115763,-0.42258285842125937,-2.0029118918452125,-1.2450813534439624,0.08897957161259432,-1.225055008992494,-0.8655972012261914,1.362446326893934,-0.9199599296794024,1.0355796343278578,-1.6631167900357262,0.4646219679101485,-1.0655590679249949,JE-TMA-41
JE-TMA-41_scene01_cell2480,-0.6630322102964671,1.2376125075972182,1.0,0.0,1.3025061964347295,2.2150247413549424,0.7333578453570456,1.0,-0.7111585440392749,0.5545128471724508,0.39810007891316335,0.8615326309920908,0.4840651810814242,-0.14149854498072378,0.22174422229227275,-1.2383190182639527,-0.0534910684180031,-1.0456515387201077,-1.095852060612132,1.251603433931322,-0.38683835575955416,-1.2966152928651071,-1.6444358092244369,-1.1525521386978048,-0.49030448854506165,JE-TMA-41
JE-TMA-41_scene01_cell589,-0.6055531376459382,0.7363131105734082,1.0,0.0,1.3555467767720084,1.0312443173897154,0.5936572399794233,1.0,0.1949274994349283,0.48537317197334245,0.029021933684022113,0.357574544057209,-1.682811931561065,-0.43370939802468894,-0.8957115321339062,-1.1559816459810681,-0.12892740554708063,-1.1358011460215236,-0.6413764215763521,1.2191515550153125,-1.4848795640249393,-1.4350589027998497,-1.6023998917615536,-0.6189433234385755,-0.4497366626267996,JE-TMA-41
JE-TMA-41_scene01_cell815,-0.6081761591356082,0.8061074003818909,1.0,0.0,1.309847021369147,0.6481911654833592,0.8129798803829477,1.0,-0.29835080732112257,0.907637036106205,-0.27827705090671334,0.9426963182289042,-0.697817873685513,-0.420850862957731,-0.3994397402085965,-1.1062466989007689,0.12857640970803014,-1.058689315676573,-0.6607131645336394,1.279286251141717,-0.9926573955390108,-1.4381717745485385,-1.4864207474173567,-0.7787326485480622,-0.7455559003733229,JE-TMA-41
JE-TMA-41_scene01_cell2533,-0.7470649407581141,1.911688904641701,1.0,0.0,1.9819560978068547,2.1092195165793983,0.9835151191510966,1.0,1.7369165431836953,3.231669222469162,0.9653066496823425,1.9792851243762686,1.4213485180583163,0.3592322465002352,1.0127225515406482,-1.2290853032944704,-0.20839971432586094,-0.6896126372029644,-0.9009164390539576,1.2591436133499043,-0.18520610192309206,0.39774694709901376,-0.5494251142528267,-0.04729206625206381,1.3287764722962052,JE-TMA-41
JE-TMA-41_scene01_cell2360,-0.7223346616235081,1.4798140068497179,1.0,0.0,1.6476746858029552,2.1501764543396655,0.8346302466492348,1.0,-0.3872448440616894,2.373213590512542,-0.9798958591588484,0.5385148328749384,0.5571785354845498,-0.2913259591485057,-1.130875369988187,-1.229305618960729,-1.2197641268034003,-0.9731857669467951,-1.0862663597170188,2.4556052236027934,-0.42560962384221196,-1.20383495958817,-1.4536166174823246,-0.9342563204186954,-0.7220776598946383,JE-TMA-41
JE-TMA-41_scene01_cell2849,-2.4178274021512607,0.6809684541071599,1.0,0.0,0.13707212762825552,2.0180256775363534,0.2695247812611268,1.0,-2.937369204339406,-6.067755431681807,-0.4218814982931103,-2.3877787632624696,-2.347612068153807,-2.5320075694488944,-2.0029118918452125,-1.2521889541512878,-3.8588847625337634,-1.8217300795793934,-1.162543928413467,1.750621808691382,-2.765629035923261,-2.236934496517124,-1.5842502585397218,-2.5449215059527366,-3.3797149925949292,JE-TMA-41
JE-TMA-41_scene01_cell2872,-0.9183369363915664,0.6365585448100805,1.0,0.0,0.6866826874120863,1.0713445261766206,0.23637625869897008,1.0,-1.8837088928235204,0.03592315951053123,0.026401514149328262,0.668862919516556,-1.8191387406733868,-0.8115208911108527,-1.8257261163366743,-1.1254861177678348,-2.395889442908942,-1.104415465173186,-1.1770948120522786,0.6065104674851816,-1.9377320196927448,-1.0880967739704053,-1.6944944859486406,-2.119396510330449,-2.070019080909729,JE-TMA-41
JE-TMA-41_scene01_cell2346,-0.7596302881814649,1.0328365867612932,1.0,0.0,0.5960892760732107,1.9783832868132079,0.40972078351431473,1.0,0.07844625956828404,0.012054392654298501,-0.13951367892813812,-0.5898979308326434,-0.23693808673336733,-0.36632931500093546,-0.9340489209065522,-1.2334266496925297,-1.194487438363442,-0.9900124144681766,-1.0746893103313286,2.291219620471877,-0.26744180502391884,-0.8190913909278509,-1.5067760886293118,-0.9682985849323115,-1.0023091568629532,JE-TMA-41
JE-TMA-41_scene01_cell1921,-0.8463027790989602,-0.0835630733771044,1.0,0.0,0.38777137845771403,1.345693211345471,-0.4771133353999854,1.0,0.28416682241478036,0.7755469584800195,0.42218913557476206,-0.6647426781477342,-1.5069019844410043,-0.338050718065353,-1.6767625458481252,-1.2177981502061213,1.234193787297982,-1.0645189696510662,-0.8938174338596325,2.3208179034523577,-0.5196003180503639,-0.1619520107819512,-1.3054188219750107,-0.024246254438460412,-1.193969363213404,JE-TMA-41
JE-TMA-41_scene01_cell3135,-0.5093213795604543,1.5640834631495195,1.0,0.0,2.7721981294362252,1.8790017939381192,1.0557284004299483,1.0,0.9479925203667322,1.8259334938094167,0.9772711801174199,2.1550116714693135,0.44904962470035487,-0.2650090834546664,0.4188885821468076,-1.1908858523672714,-0.4303463789531934,-1.1105349541565805,-0.8166741782261459,1.4045364196778105,-0.6658776631954602,-1.3352484623553584,-1.1338242028898433,-0.09065954798779055,-0.1820416831358965,JE-TMA-41
JE-TMA-41_scene01_cell2740,-0.6568455193059829,1.186752694419394,1.0,0.0,0.9480652665950307,1.051613341365561,0.5256414103466809,1.0,-0.5376186301163334,0.27986463246948573,-0.5790366532097933,1.441642918940189,-0.3218869749986064,-0.46953433285242474,-1.5866818653279442,-1.2291377365188372,-1.4215375460095947,-0.9427312478340029,-1.0920794237930782,1.8906886239220275,-0.7709100396232508,-1.251111092977936,-1.5423768899922081,-1.183882363457691,-1.583026912587226,JE-TMA-41
JE-TMA-41_scene01_cell599,-0.6533652419665721,1.056737157425282,1.0,0.0,1.1076855819887714,1.4144007817041127,0.7459321073975184,1.0,0.16804866574622315,0.567826542363111,0.39282140567662327,0.3385600908977994,-1.126780660726398,-0.39661167611482073,-1.8165272733472269,-1.1718515620663286,-0.3024439094289682,-1.1865260993383462,-0.3645948287116774,1.1835375808825463,-1.2974717744167967,-1.363717729507821,-1.5897250598025778,-0.6103848714096853,-0.8647775053008449,JE-TMA-41
JE-TMA-41_scene01_cell2239,-0.7616999850676469,1.2047312162994153,1.0,0.0,1.4198901349601036,2.1598567266395587,0.8481346189041944,1.0,2.498053860586554,0.8859658306458001,0.19035569199875235,0.8493147645848925,0.27943694669402724,-0.35303484772384036,-0.9694008571491597,-1.2506053683239498,-0.468933478962806,-1.1700854459780732,-1.0510585743052707,1.8477940465619476,-0.3106672050466806,-1.124103222241043,-1.5962899040230691,-0.7949688962630149,-0.7281108216786143,JE-TMA-41
JE-TMA-41_scene01_cell2074,-0.8021226288009142,1.3062586465448065,1.0,0.0,1.7030119126645442,2.088044617118018,1.1157796759299168,1.0,1.0555689102024675,3.584968155495122,-1.6005558280661687,0.040427802751157385,0.32080997648237464,-0.45426389377788967,-1.4698922075785512,-1.2403746801688142,-0.4882415798036641,-1.0956989716604195,-1.0672746780133153,1.6114068487773627,-0.3261575426348283,-1.2234565320451558,-1.4040304605083413,-0.9817201325672348,-0.8740622414311735,JE-TMA-41
JE-TMA-41_scene01_cell3231,-0.4671597457094263,0.17019488412209444,1.0,0.0,0.21178983855389805,-0.03062833542163664,0.16025954056937433,1.0,-0.07127826851563922,-1.1586982451277035,0.21671700161365284,1.1699357591311694,0.34376661344361253,2.6159047512971734,1.4579605389705432,-0.7779498336284657,2.528593631941847,-0.7692753183958722,0.8325355000039149,1.1783636152210395,0.05288185645668953,-0.5013423181483373,-1.1585367191418767,0.09003085580056476,-0.8517796030060623,JE-TMA-41
JE-TMA-41_scene01_cell82,-0.8187664710373372,-1.2760110529244653,1.0,0.0,0.7145389491894664,0.553555515551164,-0.3353448382851423,1.0,-1.8490140149541967,-0.384678393025588,0.7740868861794331,-2.3877787632624696,-2.347612068153807,-0.6855691276473781,-2.0029118918452125,-1.194213668046085,-2.270391334266272,-1.3701716889398345,-0.52022904235673,0.9464634012540708,-0.939009456929447,1.2716920258581748,-1.6330201973523304,0.720750664982312,-0.9185923329888591,JE-TMA-41
JE-TMA-41_scene01_cell3427,-0.6050876518203435,1.1768360336636605,1.0,0.0,-0.014896733752418054,1.9845072879999839,1.0335783727838808,1.0,0.2398847366558898,0.7835792241058318,0.4360561229428368,2.2118488203544184,0.21942432581284343,3.5312640495884295,1.8538774995596166,-0.9141337931108193,2.796526027914307,-0.6271458058431526,0.7823995052179729,1.2063476707958538,0.25102140001105405,0.28853789622550813,0.3001287535849667,0.8744694721218484,-0.25787239778608173,JE-TMA-41
JE-TMA-41_scene01_cell3546,-0.5330623912269625,0.2249300311343424,1.0,0.0,1.033887383856365,1.5684021862160387,1.1440012899893905,1.0,1.123578871823375,0.9576090860868025,0.17558398380389528,2.55478896123654,-2.061780896481038,3.5668940415375143,1.8553804257164779,-0.8010293467855146,2.8354489602041606,-1.0149350229894887,0.9787296658197223,0.8972074729604269,0.2505006753325752,0.7497076714166736,0.6768955916612932,1.6992783461370984,0.26003903924555183,JE-TMA-41
JE-TMA-41_scene01_cell1538,-0.8872414192990395,-0.12842646710396532,1.0,0.0,0.241313495672769,1.269188130615316,-0.3920346023185328,1.0,-0.6800017603986027,0.08997880518411053,1.0449852664853383,0.8468973395556908,-1.0139981997563015,-0.24624836288017687,-0.5462933215769519,-1.1970835888330114,0.03584022510846559,-1.0150433843750852,-0.9177704773641467,2.323655190199183,-0.5469125148262783,1.0493041311509725,-1.4592237461752373,0.33654487489334234,-0.4744127241376401,JE-TMA-41
