,CD44_Ring,CD45_Ring,CD4_Ring,CD68_Ring,CK14_Ring,CK19_Ring,CK5_Ring,CK7_Ring,ER_Nuclei,Ecad_Ring,Ki67_Nuclei,PD1_Ring,Vim_Ring,aSMA_Ring,pHH3_Nuclei,batch
BM-Her2N75-15_scene017_cell03360,0.01823274540738465,0.011108619277015772,0.012081747287421878,0.03555131071046852,0.012697213420318461,0.014807981143861691,0.014161045203919512,0.015128345252738299,0.010672735334713827,0.012443924472920406,0.01826186440065757,0.0053011509976458,0.009448148224119896,0.007363507676921528,0.01345441210671338,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02007,0.012399218632176565,0.015533272911587745,0.0018330693677554289,0.005651070534257354,0.01936389138207847,0.013977885422704135,0.0017017015605513253,0.004794658619162478,0.004838722047917523,0.002881265390039378,0.004324808859588771,0.0188038005090718,0.0163804650513023,0.012101827902333124,0.016596974290322586,BM-Her2N75-15
BM-Her2N75-15_scene017_cell04801,0.017233707266173605,0.0063492811009621545,0.003918913366872297,0.009919584915327802,0.006527147936315987,0.01373320443040537,0.010666937311788497,0.010503205267023297,0.013698049287271986,0.00979479599625059,0.0029306551699977714,0.007489246494168864,0.004709025767881796,0.0106454905447081,0.003199849651375697,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02189,0.01710194262854971,0.0182580103466114,0.006910957061538201,0.0007273317448793204,0.011626049833581,0.013084280722465633,0.012962917708328643,0.0027969585064461324,0.009558962283605739,0.005585516402343876,0.04992053126316871,0.010593733345449146,0.012104446842517538,0.017205427096037087,0.004236121732294655,BM-Her2N75-15
BM-Her2N75-15_scene017_cell01507,0.00874462125908773,0.003621772765329925,0.01863762410295121,0.05602545174997056,0.00920506258104582,0.013358460527448188,0.005145782583687035,0.005217181817298495,0.01063541285303994,0.009383154192387076,0.12988702678081834,0.024634109188179543,0.018157748348370997,0.009733393692816488,0.027816500189252497,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07521,0.012491051912565436,0.0010774168416898512,0.013160417247252603,0.051480378461772,0.011474156083980183,0.0026345244972868632,0.0033003310241697384,0.01687890271496927,0.056206485329864275,0.03325873108910471,0.01644061407254153,0.005275025682667154,0.015971052264337825,0.0053328200162056595,0.015676093536448128,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02691,0.13705964961863193,0.029786831169878458,0.0009640439447075866,0.02899135492451348,0.013443236439705755,0.0074599243628845225,0.0026617609885181406,0.012963969932411057,0.017861907027829815,0.0014442243534068112,0.014763548893658798,0.0014707036872464152,0.016977691064890676,0.014957564939202212,0.009511763959104995,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07964,0.22919163447704044,0.01883365435911283,0.010883558492016233,0.003507060367615509,0.019549687102634838,0.0009744181580503897,0.018052984256979963,0.01932266235131805,0.001145105831619959,0.007556428397768897,0.013577302178611044,0.016898811506999973,0.016506851068614898,0.01521506182292683,0.0052328685289562225,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07704,0.002470554375955252,0.006944470655156261,0.03861141557296027,0.012023580638922877,0.0015546549384886311,0.01718504951340055,0.0020424898294536266,0.006512724583432867,0.016276897740407532,0.012728471774399135,0.0019750725154768236,0.005530572714421207,0.007857237439528406,0.014314479075007205,0.007296602448290066,BM-Her2N75-15
BM-Her2N75-15_scene017_cell02679,0.003921292884547214,0.015807445259898363,0.0037275701806951077,0.043351440423265775,0.013178190618177339,0.004101478898898474,0.013933327702760283,0.012322398887148018,0.00039295669192426666,0.0006374463064395619,0.0044376070753891364,0.014303718950522461,0.014241361069133736,0.006772325594649582,0.0164038275903201,BM-Her2N75-15
BM-Her2N75-15_scene017_cell05798,0.01890611574813972,0.015173039160704374,0.012638428012942602,0.023727171037231484,0.0045127676053945435,0.01775937861269352,0.009047903365440833,0.004869866351438164,0.00047874965621696796,0.0018626011283529409,0.01990844903224269,0.005213487131197132,0.01978440151633653,0.008796449211554747,0.018282393078012042,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07101,0.01422559459641115,0.009443847927418906,0.0161517541044091,0.01313024698012669,0.013206005514775895,0.006604857521048762,0.012627412964436337,0.0040483304901282515,0.004706448226010156,0.08057916007276295,0.0030284781137849227,0.005358613284711111,0.008975037084008524,0.014704095078556694,0.013764511738965698,BM-Her2N75-15
BM-Her2N75-15_scene017_cell07802,0.0007405065936458644,0.0004956655418212197,0.007311146568925924,0.016775315141753466,0.018755917869786493,0.00596777642178735,0.002788301903635966,0.01867221040202053,0.01144955754136203,0.0019321616330072744,0.010823930753016743,0.01883543304204285,0.004674909602825468,0.014590791625662491,0.010736622029972498,BM-Her2N75-15
