"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0510555555555556,0.938592592592593,0
"2.5%",0.0397993827160494,0.918425925925926,0
"50%",0.0512345679012346,0.938888888888889,0
"97.5%",0.0598765432098765,0.957407407407407,0
