"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0114212962962963,0.990305555555556,0
"2.5%",0.00740740740740741,0.983333333333333,0
"50%",0.0115740740740741,0.990277777777778,0
"97.5%",0.0148148148148148,0.995833333333333,0
