"","kBET.expected","kBET.observed","kBET.signif"
"mean",0.0251111111111111,0.634351851851852,0
"2.5%",0.0188117283950617,0.597175925925926,0
"50%",0.0253086419753086,0.637037037037037,0
"97.5%",0.0314814814814815,0.664027777777778,0
